tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1399230.0,0.21,39818000.0,-6663000.0,-6663000.0,-787000.0,25719000.0,209715000.0,33155000.0,7436000.0,2852000.0,1117000.0,3969000.0,4476770.0,-787000.0,666917000.0,9133000.0,300984000.0,300984000.0,-0.002615,-0.002615,-787000.0,-787000.0,-787000.0,-787000.0,-787000.0,7106000.0,6319000.0,-5666000.0,997000.0,0.0,0.0,-6663000.0,2852000.0,1117000.0,3969000.0,9133000.0,457202000.0,180008000.0,277194000.0,212140000.0,65054000.0,65054000.0,17350000.0,466335000.0,209715000.0,676050000.0,676050000.0,2022-10-31
615967.621695,0.083874,103258000.0,7344000.0,7344000.0,74471000.0,28164000.0,248890000.0,110602000.0,82438000.0,7891000.0,1149000.0,9040000.0,67742967.621695,74471000.0,745623000.0,64584000.0,339699000.0,303614000.0,0.22,0.25,74471000.0,74471000.0,74471000.0,74471000.0,74471000.0,6818000.0,81289000.0,8814000.0,1470000.0,,,7344000.0,7891000.0,1149000.0,9040000.0,64584000.0,496733000.0,185557000.0,311176000.0,246480000.0,64696000.0,64696000.0,15081000.0,561317000.0,248890000.0,810207000.0,810207000.0,2023-01-31
10080.0,0.21,-29038000.0,48000.0,48000.0,-67401000.0,29690000.0,175960000.0,-28990000.0,-58680000.0,11604000.0,1385000.0,12989000.0,-67438920.0,-67401000.0,661121000.0,-71814000.0,305863000.0,305863000.0,-0.22,-0.22,-67401000.0,-67401000.0,-67401000.0,-67401000.0,-67401000.0,7336000.0,-60065000.0,145000.0,97000.0,,,48000.0,11604000.0,1385000.0,12989000.0,-71814000.0,485161000.0,185331000.0,299830000.0,232446000.0,67384000.0,67384000.0,14115000.0,413347000.0,175960000.0,589307000.0,589307000.0,2023-04-30
-3885000.0,0.21,51143000.0,-18500000.0,-18500000.0,-7115000.0,30223000.0,202078000.0,32643000.0,2420000.0,8534000.0,1962000.0,10496000.0,7500000.0,-7115000.0,678133000.0,-6228000.0,309510000.0,309510000.0,-0.02,-0.02,-7115000.0,-7115000.0,-7115000.0,-7115000.0,-7115000.0,7573000.0,458000.0,-18614000.0,-114000.0,-16766000.0,16766000.0,-1734000.0,8534000.0,1962000.0,10496000.0,10538000.0,476055000.0,182492000.0,293563000.0,232732000.0,60831000.0,60831000.0,35553000.0,486593000.0,202078000.0,688671000.0,688671000.0,2023-07-31
-521677.61194,0.113433,117735000.0,-4599000.0,-4599000.0,70389000.0,31647000.0,210091000.0,113136000.0,81489000.0,10073000.0,2094000.0,12167000.0,74466322.38806,70389000.0,688627000.0,74211000.0,330255000.0,314153000.0,0.21,0.22,70389000.0,70389000.0,70389000.0,70389000.0,70389000.0,9006000.0,79395000.0,-4889000.0,-290000.0,0.0,0.0,-4599000.0,10073000.0,2094000.0,12167000.0,74211000.0,478536000.0,182100000.0,296436000.0,231707000.0,64729000.0,64729000.0,,552747000.0,210091000.0,762838000.0,762838000.0,2023-10-31
-1231774.908896,0.075708,121966000.0,-16270000.0,-16270000.0,65438000.0,32856000.0,221301000.0,105696000.0,72840000.0,12720000.0,2042000.0,14762000.0,80476225.091104,65438000.0,715577000.0,57382000.0,,,,,66068000.0,65438000.0,65438000.0,65438000.0,65438000.0,5360000.0,70798000.0,-16150000.0,120000.0,-16846000.0,,576000.0,12720000.0,2042000.0,14762000.0,74228000.0,494276000.0,186841000.0,307435000.0,248136000.0,59299000.0,59299000.0,,568504000.0,221301000.0,789805000.0,789805000.0,2024-01-31
