free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
169900000.0,0.0,-133200000.0,0.0,-22500000.0,288000000.0,282200000.0,10700000.0,-4900000.0,-169100000.0,-169100000.0,100000.0,-36000000.0,,0.0,0.0,-133200000.0,,,-202200000.0,137800000.0,-340000000.0,-28200000.0,-28200000.0,-5700000.0,0.0,0.0,0.0,-22500000.0,192400000.0,192400000.0,62700000.0,28300000.0,28300000.0,0.0,0.0,135400000.0,2022-12-31
46700000.0,0.0,-3100000.0,30000000.0,-22300000.0,292800000.0,288000000.0,2600000.0,2200000.0,-15400000.0,-15400000.0,-2900000.0,-39400000.0,-39400000.0,0.0,0.0,26900000.0,30000000.0,30000000.0,-3100000.0,-3100000.0,,-51400000.0,-51400000.0,7500000.0,-36600000.0,,-36600000.0,-22300000.0,69000000.0,69000000.0,-82900000.0,28300000.0,28300000.0,,,123600000.0,2023-03-31
143400000.0,-19900000.0,-63200000.0,0.0,-17700000.0,322600000.0,292800000.0,1500000.0,28300000.0,-123000000.0,-123000000.0,0.0,-39900000.0,-39900000.0,-19900000.0,-19900000.0,-63200000.0,-60000000.0,0.0,-3200000.0,-3200000.0,,-9800000.0,-9800000.0,-100000.0,8000000.0,,8000000.0,-17700000.0,161100000.0,161100000.0,-8100000.0,27200000.0,27200000.0,,,142000000.0,2023-06-30
130300000.0,0.0,-42200000.0,0.0,-20700000.0,364300000.0,322600000.0,-5600000.0,47300000.0,-81500000.0,-81500000.0,600000.0,-39900000.0,-39900000.0,0.0,0.0,-42200000.0,,,-72200000.0,-102200000.0,30000000.0,-22200000.0,-22200000.0,1600000.0,-3100000.0,,-3100000.0,-20700000.0,151000000.0,151000000.0,-33600000.0,28200000.0,28200000.0,,,156400000.0,2023-09-30
196000000.0,-40000000.0,-3100000.0,0.0,-23500000.0,468100000.0,364300000.0,8800000.0,95000000.0,-78800000.0,-78800000.0,3800000.0,-39500000.0,-39500000.0,-40000000.0,-40000000.0,-3100000.0,,,65900000.0,95900000.0,-30000000.0,-45700000.0,-45700000.0,-22200000.0,0.0,,0.0,-23500000.0,219500000.0,219500000.0,106800000.0,27900000.0,27900000.0,,0.0,118600000.0,2023-12-31
23900000.0,-40000000.0,-3200000.0,0.0,-27200000.0,391800000.0,468100000.0,-4000000.0,-72300000.0,-80000000.0,-80000000.0,5300000.0,-42100000.0,-42100000.0,-40000000.0,-40000000.0,-3200000.0,0.0,0.0,-3200000.0,-3200000.0,,-43400000.0,-43400000.0,3100000.0,-19300000.0,,-19300000.0,-27200000.0,51100000.0,51100000.0,-101500000.0,28800000.0,28800000.0,,,123800000.0,2024-03-31
