free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date,change_in_other_current_liabilities,amortization_of_securities
209200000.0,-214100000.0,0.0,0.0,-7700000.0,23200000.0,52100000.0,379000000.0,565900000.0,600000.0,-187500000.0,-214100000.0,-214100000.0,0.0,-214100000.0,-214100000.0,0.0,0.0,0.0,0.0,-190300000.0,-190300000.0,-182600000.0,246500000.0,-429100000.0,-7700000.0,-7700000.0,216900000.0,216900000.0,15900000.0,-22800000.0,12000000.0,26700000.0,-4600000.0,14400000.0,11700000.0,11700000.0,11700000.0,179500000.0,2022-12-31,,
253300000.0,-230500000.0,,,-5700000.0,13100000.0,18300000.0,825100000.0,379000000.0,-200000.0,446300000.0,-222500000.0,-222500000.0,8000000.0,-230500000.0,-230500000.0,,,,,409800000.0,409800000.0,415500000.0,562000000.0,-146500000.0,-5700000.0,-5700000.0,259000000.0,259000000.0,57800000.0,44300000.0,1900000.0,11600000.0,-2900000.0,13800000.0,11600000.0,11600000.0,11600000.0,178700000.0,2023-03-31,,
138800000.0,-222900000.0,,,-6500000.0,23300000.0,114100000.0,349200000.0,825100000.0,0.0,-475900000.0,-222900000.0,-222900000.0,0.0,-222900000.0,-222900000.0,,,,,-398300000.0,-398300000.0,-391800000.0,159300000.0,-551100000.0,-6500000.0,-6500000.0,145300000.0,145300000.0,-63000000.0,200000.0,-2900000.0,-60300000.0,-4400000.0,15700000.0,11300000.0,11300000.0,11300000.0,185700000.0,2023-06-30,,
216700000.0,-222400000.0,,,-28600000.0,13100000.0,46400000.0,163000000.0,349200000.0,-400000.0,-185800000.0,-218100000.0,-218100000.0,4300000.0,-222400000.0,-222400000.0,,,,,-213000000.0,-213000000.0,-184400000.0,29500000.0,-213900000.0,-28600000.0,-28600000.0,245300000.0,245300000.0,38800000.0,9000000.0,-2700000.0,32500000.0,-8300000.0,15500000.0,10800000.0,10800000.0,10800000.0,188500000.0,2023-09-30,,
199200000.0,-225600000.0,,,-5000000.0,23300000.0,60900000.0,245500000.0,163000000.0,500000.0,82000000.0,-226300000.0,-226300000.0,0.0,-225600000.0,-225600000.0,,,,,104100000.0,104100000.0,109100000.0,528100000.0,-419000000.0,-5000000.0,-5000000.0,204200000.0,204200000.0,-76700000.0,-92900000.0,2200000.0,,18900000.0,14700000.0,10400000.0,10400000.0,10400000.0,264700000.0,2023-12-31,,
253500000.0,-269900000.0,,,-3800000.0,13100000.0,16100000.0,737200000.0,245500000.0,-400000.0,492100000.0,-261600000.0,-261600000.0,8300000.0,-269900000.0,-269900000.0,,,,,496400000.0,496400000.0,500200000.0,658000000.0,-157800000.0,-3800000.0,-3800000.0,257300000.0,257300000.0,44300000.0,56400000.0,-4100000.0,,1000000.0,15100000.0,9800000.0,9800000.0,9800000.0,194100000.0,2024-03-31,-8000000.0,-7000000.0
