tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.157955,3908000000.0,1466000000.0,1948000000.0,4073000000.0,3908000000.0,1960000000.0,-21000000.0,219000000.0,,1466000000.0,1466000000.0,11138000000.0,1949000000.0,2150000000.0,2135000000.0,0.68,0.69,1466000000.0,1466000000.0,1466000000.0,0.0,1466000000.0,,1466000000.0,275000000.0,1741000000.0,-187000000.0,-3000000.0,-21000000.0,181000000.0,219000000.0,,1949000000.0,7065000000.0,876000000.0,2442000000.0,3747000000.0,9014000000.0,4073000000.0,13087000000.0,12690000000.0,2022-12-31
0.0,0.163,4947000000.0,2293000000.0,1996000000.0,3931000000.0,4947000000.0,2951000000.0,-115000000.0,211000000.0,96000000.0,2293000000.0,2293000000.0,10352000000.0,2856000000.0,2120000000.0,2110000000.0,1.08,1.09,2293000000.0,2293000000.0,2293000000.0,-1000000.0,2294000000.0,,2294000000.0,446000000.0,2740000000.0,-1000000.0,-1000000.0,-115000000.0,,211000000.0,96000000.0,2856000000.0,6421000000.0,184000000.0,2794000000.0,3443000000.0,9277000000.0,3931000000.0,13208000000.0,12953000000.0,2023-03-31
0.0,0.163,4818000000.0,2316000000.0,1825000000.0,4341000000.0,4818000000.0,2993000000.0,-149000000.0,224000000.0,75000000.0,2316000000.0,2316000000.0,11016000000.0,2920000000.0,2095000000.0,2083000000.0,1.11,1.11,2316000000.0,2316000000.0,2316000000.0,-1000000.0,2317000000.0,,2317000000.0,452000000.0,2769000000.0,-2000000.0,-2000000.0,-149000000.0,-75000000.0,224000000.0,75000000.0,2920000000.0,6675000000.0,463000000.0,2526000000.0,3686000000.0,9595000000.0,4341000000.0,13936000000.0,13622000000.0,2023-06-30
0.0,0.025,4885000000.0,1511000000.0,3111000000.0,3117000000.0,4885000000.0,1774000000.0,-207000000.0,222000000.0,,1511000000.0,1761000000.0,10330000000.0,1762000000.0,2075000000.0,2062000000.0,0.85,0.85,1761000000.0,1761000000.0,1761000000.0,-2000000.0,1763000000.0,250000000.0,1513000000.0,39000000.0,1552000000.0,-3000000.0,-3000000.0,-207000000.0,-15000000.0,222000000.0,,1762000000.0,7213000000.0,197000000.0,3925000000.0,3091000000.0,8975000000.0,3117000000.0,12092000000.0,11782000000.0,2023-09-30
0.0,0.085,4182000000.0,2638000000.0,1588000000.0,3022000000.0,4182000000.0,2594000000.0,15000000.0,217000000.0,,2638000000.0,8480000000.0,9194000000.0,2582000000.0,,,,,8480000000.0,8480000000.0,8480000000.0,0.0,8480000000.0,5842000000.0,2638000000.0,-261000000.0,2377000000.0,-220000000.0,-6000000.0,15000000.0,395000000.0,217000000.0,,2582000000.0,6172000000.0,161000000.0,2567000000.0,3444000000.0,8754000000.0,3022000000.0,11776000000.0,11423000000.0,2023-12-31
0.0,0.141,4664000000.0,2688000000.0,1314000000.0,3096000000.0,4664000000.0,3350000000.0,-215000000.0,221000000.0,6000000.0,2688000000.0,2688000000.0,8747000000.0,3373000000.0,2056000000.0,2044000000.0,1.31,1.31,2688000000.0,2688000000.0,2688000000.0,0.0,2688000000.0,,2688000000.0,441000000.0,3129000000.0,-29000000.0,-29000000.0,-215000000.0,,221000000.0,6000000.0,3373000000.0,5651000000.0,390000000.0,2421000000.0,2840000000.0,9024000000.0,3096000000.0,12120000000.0,11829000000.0,2024-03-31
