tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-296420300000.0,0.275,865856000000.0,-1077892000000.0,-1077892000000.0,-652420000000.0,968837000000.0,18178945000000.0,-212036000000.0,-1180873000000.0,-325360000000.0,200400000000.0,-97508000000.0,129051700000.0,-652420000000.0,19813952000000.0,8531000000.0,-933735000000.0,,,,,-565197359954.0,100671639482.0,-665868999617.0,0.0,-652420000000.0,59087000000.0,-711507000000.0,-711507000000.0,-669766000000.0,-1381273000000.0,-742919000000.0,87376000000.0,-523171000000.0,-28832000000.0,-10751000000.0,-198065000000.0,29510000000.0,451619000000.0,,247597000000.0,-554721000000.0,-325360000000.0,27452000000.0,200400000000.0,-97508000000.0,-312995000000.0,725547000000.0,-52055000000.0,23358000000.0,,59377000000.0,59377000000.0,20732000000.0,20732000000.0,38645000000.0,58921000000.0,627825000000.0,120671000000.0,507154000000.0,127924000000.0,,8531000000.0,370699000000.0,412552000000.0,19088405000000.0,19500957000000.0,19378285000000.0,2022-12-31
69287572700.0,0.1607,1767528000000.0,431161000000.0,431161000000.0,726419000000.0,952872000000.0,17115958000000.0,2198689000000.0,1245817000000.0,-237013000000.0,244560000000.0,104291000000.0,364545572700.0,726419000000.0,18632979000000.0,11318000000.0,704703000000.0,303396708.0,303396708.0,2394.25,2394.25,726419000000.0,0.0,726419000000.0,0.0,726419000000.0,-113886000000.0,840305000000.0,840305000000.0,160952000000.0,1001257000000.0,490371000000.0,-54589000000.0,83440000000.0,-118871000000.0,180272000000.0,28807000000.0,10926000000.0,,-32965000000.0,113799000000.0,347721000000.0,-237013000000.0,96744000000.0,244560000000.0,104291000000.0,747899000000.0,625537000000.0,-39766000000.0,15182000000.0,,61388000000.0,61388000000.0,22523000000.0,22523000000.0,38865000000.0,36144000000.0,548090000000.0,84382000000.0,463708000000.0,78384000000.0,,11318000000.0,374006000000.0,1373436000000.0,18007442000000.0,19380878000000.0,19132061000000.0,2023-03-31
-33182862321.18357,0.246561,2356294000000.0,-134583000000.0,-134583000000.0,689733000000.0,935429000000.0,17212614000000.0,2221711000000.0,1286282000000.0,-207126000000.0,256385000000.0,121745000000.0,791133137678.8164,689733000000.0,18783247000000.0,15296000000.0,1326229000000.0,303504828.0,303504828.0,2272.5,2272.5,689733000000.0,,689733000000.0,0.0,689733000000.0,-86232000000.0,775965000000.0,775965000000.0,253932000000.0,1029897000000.0,-101101000000.0,-34434000000.0,-180333000000.0,-21707000000.0,171000000.0,2176000000.0,10768000000.0,148029000000.0,0.0,67916000000.0,45750000000.0,-207126000000.0,72486000000.0,256385000000.0,121745000000.0,1338124000000.0,695719000000.0,-4225000000.0,39186000000.0,,60515000000.0,60515000000.0,23454000000.0,23454000000.0,37061000000.0,39793000000.0,553703000000.0,73033000000.0,480670000000.0,105565000000.0,7810000000.0,15296000000.0,351999000000.0,2033843000000.0,18087528000000.0,20121371000000.0,20032532000000.0,2023-06-30
4741073193.15234,0.337635,2053189000000.0,14042000000.0,14042000000.0,488201000000.0,983477000000.0,16131817000000.0,2067231000000.0,1083754000000.0,-458728000000.0,252638000000.0,126731000000.0,478900073193.15234,488201000000.0,17765077000000.0,12421000000.0,1196216000000.0,303504828.0,303504828.0,1608.5,1608.5,488201000000.0,,488201000000.0,0.0,488201000000.0,-62301000000.0,550502000000.0,550502000000.0,280614000000.0,831116000000.0,94090000000.0,-21168000000.0,-29642000000.0,-21290000000.0,7343000000.0,,6463000000.0,9232000000.0,0.0,101216000000.0,43684000000.0,-458728000000.0,332821000000.0,252638000000.0,126731000000.0,1195754000000.0,715296000000.0,462000000.0,23034000000.0,-1013000000.0,65513000000.0,65513000000.0,23898000000.0,23898000000.0,41615000000.0,44999000000.0,576512000000.0,72325000000.0,504187000000.0,110564000000.0,8015000000.0,12421000000.0,373187000000.0,1911050000000.0,17049781000000.0,18960831000000.0,18888481000000.0,2023-09-30
-99961440000.0,0.24,1409974000000.0,-416506000000.0,-416506000000.0,-206261000000.0,972876000000.0,16661090000000.0,993468000000.0,20592000000.0,-19439000000.0,247707000000.0,149380000000.0,110283560000.0,-206261000000.0,18323900000000.0,9208000000.0,304275000000.0,,,,,-206261000000.0,,-206261000000.0,0.0,-206261000000.0,114661000000.0,-320922000000.0,-320922000000.0,93807000000.0,-227115000000.0,-547893000000.0,-118134000000.0,-529407000000.0,-30624000000.0,-9541000000.0,,248857000000.0,248492000000.0,-8107000000.0,-13253000000.0,112901000000.0,-19439000000.0,-78888000000.0,247707000000.0,149380000000.0,340217000000.0,758358000000.0,-53727000000.0,23237000000.0,,68424000000.0,68424000000.0,26129000000.0,26129000000.0,42295000000.0,54231000000.0,667867000000.0,119610000000.0,548257000000.0,140009000000.0,,9208000000.0,423413000000.0,1098575000000.0,17565542000000.0,18664117000000.0,18592190000000.0,2023-12-31
0.0,0.4,583000000000.0,,,547000000000.0,,,583000000000.0,583000000000.0,,,,547000000000.0,547000000000.0,,,583000000000.0,338284000.0,338284000.0,1618.5,1618.5,547000000000.0,,547000000000.0,,547000000000.0,,619000000000.0,733000000000.0,,733000000000.0,,,,,,,,,,,,,,,,583000000000.0,,,,,,,,,,,746000000000.0,,,,,,,1329000000000.0,,18052000000000.0,18052000000000.0,2024-03-31
