treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_investments,financial_assets_designatedas_fair_value_through_profitor_loss_total,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable
8722053.0,75849177.0,84571230.0,13949962000000.0,25129144000000.0,47819040000000.0,74480600000000.0,24808336000000.0,47819040000000.0,823482000000.0,52477530000000.0,64867198000000.0,58191897000000.0,5714367000000.0,52477530000000.0,-443990000000.0,1892308000000.0,52921137000000.0,1410288000000.0,482403000000.0,482403000000.0,40829853000000.0,17395148000000.0,136741000000.0,79984000000.0,37707000000.0,37707000000.0,8102000000.0,108217000000.0,3380713000000.0,456161000000.0,2924552000000.0,13063766000000.0,674098000000.0,12389668000000.0,579918000000.0,23434705000000.0,138473000000.0,849507000000.0,849507000000.0,12065378000000.0,149384000000.0,9613402000000.0,2780282000000.0,6833120000000.0,515988000000.0,9865359000000.0,981609000000.0,8883750000000.0,756316000000.0,4371000000.0,1178854000000.0,502685000000.0,6944209000000.0,99021750000000.0,50778709000000.0,,520659000000.0,369954000000.0,3523546000000.0,3523546000000.0,1082139000000.0,259644000000.0,136224000000.0,7192865000000.0,2196314000000.0,78901000000.0,2117413000000.0,4996551000000.0,1153001000000.0,4658490000000.0,4216003000000.0,442487000000.0,31882187000000.0,-47480661000000.0,79362848000000.0,3611291000000.0,8966655000000.0,53323957000000.0,10097179000000.0,3103218000000.0,260548000000.0,48243041000000.0,20290000000.0,233445000000.0,12003000000.0,1177443000000.0,16133403000000.0,-316557000000.0,1232649000000.0,3745573000000.0,3453150000000.0,8018588000000.0,11927200000000.0,-417419000000.0,3126656000000.0,243829000000.0,278346000000.0,8695788000000.0,18739257000000.0,10686149000000.0,8053108000000.0,8045598000000.0,7510000000.0,2022-12-31,,,,,,
8695023.0,75876207.0,84571230.0,18381190000000.0,28490607000000.0,49081466000000.0,79192456000000.0,27424803000000.0,49081466000000.0,870485000000.0,53802220000000.0,69585678000000.0,59503679000000.0,5701459000000.0,53802220000000.0,157575000000.0,1886444000000.0,53495210000000.0,1553476000000.0,482403000000.0,482403000000.0,43400038000000.0,20509951000000.0,139540000000.0,38180000000.0,46420000000.0,46420000000.0,7677000000.0,115393000000.0,3059523000000.0,21158000000.0,3038365000000.0,16503753000000.0,720295000000.0,15783458000000.0,599465000000.0,22890087000000.0,127253000000.0,592666000000.0,592666000000.0,11986854000000.0,150190000000.0,9606778000000.0,3149851000000.0,6456927000000.0,425140000000.0,9758174000000.0,919834000000.0,8838340000000.0,715763000000.0,232774000000.0,889582000000.0,215913000000.0,7000221000000.0,102903717000000.0,52588827000000.0,,495100000000.0,333270000000.0,3389867000000.0,3389867000000.0,1151529000000.0,261610000000.0,250446000000.0,7522198000000.0,2410433000000.0,80833000000.0,2329600000000.0,5111765000000.0,1637149000000.0,4720754000000.0,4277888000000.0,442866000000.0,32826904000000.0,,32826904000000.0,4014086000000.0,4399740000000.0,16719316000000.0,4336479000000.0,3170910000000.0,186373000000.0,50314890000000.0,15069000000.0,220045000000.0,10889000000.0,1262945000000.0,15028039000000.0,-214141000000.0,552567000000.0,3671990000000.0,3055613000000.0,7962010000000.0,13900422000000.0,-428339000000.0,1858246000000.0,564200000000.0,288866000000.0,11617449000000.0,19877481000000.0,12868435000000.0,7009046000000.0,,,2023-03-31,,,,,,
8695023.0,75876207.0,84571230.0,19435930000000.0,28583360000000.0,49531722000000.0,80127427000000.0,28273290000000.0,49531722000000.0,892824000000.0,54341357000000.0,71136100000000.0,59879836000000.0,5538479000000.0,54341357000000.0,63409000000.0,1886444000000.0,54032720000000.0,1649269000000.0,482403000000.0,482403000000.0,43198916000000.0,21463302000000.0,149292000000.0,43140000000.0,83750000000.0,83750000000.0,7749000000.0,113409000000.0,3021237000000.0,12016000000.0,3009221000000.0,17537862000000.0,743119000000.0,16794743000000.0,506863000000.0,21735614000000.0,92055000000.0,443765000000.0,443765000000.0,11045498000000.0,149705000000.0,8991327000000.0,2538450000000.0,6452877000000.0,510973000000.0,9643323000000.0,1061368000000.0,8581955000000.0,718081000000.0,11776000000.0,980695000000.0,272065000000.0,6871403000000.0,103078752000000.0,53069848000000.0,,493012000000.0,341477000000.0,3336959000000.0,3336959000000.0,1060284000000.0,270407000000.0,248933000000.0,7386802000000.0,2443940000000.0,80053000000.0,2363887000000.0,4942862000000.0,1620598000000.0,4809635000000.0,4366713000000.0,442922000000.0,33501741000000.0,,33501741000000.0,5065659000000.0,4356937000000.0,16456575000000.0,4259703000000.0,3245784000000.0,,50008904000000.0,13893000000.0,248201000000.0,864000000.0,1220648000000.0,15028089000000.0,-187851000000.0,486471000000.0,3757840000000.0,2950466000000.0,8021163000000.0,13793061000000.0,-427413000000.0,1982405000000.0,49963000000.0,352637000000.0,11835469000000.0,19704148000000.0,13354008000000.0,6350140000000.0,,,2023-06-30,,,,,,
8695023.0,75876207.0,84571230.0,19577494000000.0,28884028000000.0,49952081000000.0,81431660000000.0,26548617000000.0,49952081000000.0,955645000000.0,54707167000000.0,70549120000000.0,60328647000000.0,5621480000000.0,54707167000000.0,158029000000.0,1886444000000.0,54334034000000.0,1619145000000.0,482403000000.0,482403000000.0,42642629000000.0,20582212000000.0,186626000000.0,17166000000.0,55322000000.0,55322000000.0,7956000000.0,109465000000.0,3005067000000.0,9941000000.0,2995126000000.0,16632361000000.0,790408000000.0,15841953000000.0,568249000000.0,22060417000000.0,93522000000.0,458524000000.0,458524000000.0,12251667000000.0,165237000000.0,10882540000000.0,4572326000000.0,6310214000000.0,409867000000.0,8846837000000.0,903096000000.0,7943741000000.0,571271000000.0,3951000000.0,974627000000.0,313918000000.0,6393892000000.0,102971276000000.0,54362242000000.0,12419000000000.0,425868000000.0,358149000000.0,3300173000000.0,3300173000000.0,1141871000000.0,291876000000.0,252063000000.0,7767967000000.0,2525803000000.0,85056000000.0,2440747000000.0,5242164000000.0,1617376000000.0,4755086000000.0,4312164000000.0,442922000000.0,34451813000000.0,,34451813000000.0,5799607000000.0,4401918000000.0,16481011000000.0,4319655000000.0,3323918000000.0,,48609034000000.0,19328000000.0,228050000000.0,0.0,1076380000000.0,14154318000000.0,-193897000000.0,421545000000.0,3585716000000.0,3126326000000.0,7214628000000.0,13367117000000.0,-416139000000.0,1684423000000.0,83709000000.0,244743000000.0,11770381000000.0,19763841000000.0,12616842000000.0,7146999000000.0,,,2023-09-30,,,,,,
8695023.0,75876207.0,84571230.0,18309413000000.0,26894700000000.0,49639746000000.0,79161141000000.0,24350781000000.0,49639746000000.0,924320000000.0,54180849000000.0,69192012000000.0,59663897000000.0,5483048000000.0,54180849000000.0,67256000000.0,1889658000000.0,53857514000000.0,1663334000000.0,482403000000.0,482403000000.0,41281497000000.0,19419979000000.0,178074000000.0,81291000000.0,38754000000.0,38754000000.0,8073000000.0,105124000000.0,2769123000000.0,8889000000.0,2760234000000.0,15771531000000.0,760368000000.0,15011163000000.0,468009000000.0,21861518000000.0,347581000000.0,998135000000.0,693694000000.0,11123169000000.0,163952000000.0,9969129000000.0,5009849000000.0,4959280000000.0,419744000000.0,8972889000000.0,1046891000000.0,7925998000000.0,624632000000.0,3261000000.0,965815000000.0,319096000000.0,6956922000000.0,100945394000000.0,54733095000000.0,,464758000000.0,77221000000.0,3334266000000.0,3334266000000.0,,1590935000000.0,134269000000.0,7594320000000.0,1904369000000.0,87778000000.0,1816591000000.0,5020264000000.0,1626529000000.0,4541103000000.0,4137931000000.0,403172000000.0,35369694000000.0,-50088853000000.0,85458547000000.0,6410030000000.0,9371094000000.0,55391816000000.0,10665515000000.0,3295768000000.0,,46212299000000.0,17306000000.0,170291000000.0,406945000000.0,820260000000.0,13825514000000.0,-347577000000.0,344360000000.0,3664476000000.0,3039516000000.0,7124739000000.0,13064811000000.0,,1947529000000.0,101979000000.0,,11015303000000.0,17907172000000.0,11236293000000.0,6670879000000.0,4121022000000.0,2549857000000.0,2023-12-31,669687000000.0,669687000000.0,2728011000000.0,2292253000000.0,-283575000000.0,11298878000000.0
,75876207.0,75876207.0,,,50079000000000.0,54803000000000.0,23702000000000.0,50079000000000.0,,54803000000000.0,54803000000000.0,,,54803000000000.0,,,,,,,103268000000000.0,19797000000000.0,,,,,,,,,,,,,,23072000000000.0,,,,,,,,,,,,,,,,,,103268000000000.0,56494000000000.0,15074000000000.0,,,,,,,,,2910000000000.0,,,,,4724000000000.0,,,36696000000000.0,,,,,,,,,46774000000000.0,31746000000000.0,,,,15028000000000.0,,,,,,,,,,,11685000000000.0,17883000000000.0,,17883000000000.0,,,2024-03-31,,,,,,
