free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
866388000000.0,0.0,-1983991000000.0,-2100146000000.0,-2297710000000.0,8053282000000.0,7495871000000.0,-366677000000.0,924088000000.0,-2358388000000.0,-2358388000000.0,117235000000.0,-4132000000.0,-151923000000.0,-151923000000.0,0.0,0.0,-2319568000000.0,-1055258000000.0,-1264310000000.0,-1983991000000.0,719681000000.0,118378000000.0,118378000000.0,-19276000000.0,2291420000000.0,36150630000000.0,-33859210000000.0,20712000000.0,21151000000.0,-439000000.0,117613000000.0,142138000000.0,-24525000000.0,-118423000000.0,4755000000.0,-123178000000.0,-2173668000000.0,,-2174532000000.0,3164098000000.0,3164098000000.0,-192861000000.0,-44461000000.0,-181318000000.0,256273000000.0,3017570000000.0,-72773000000.0,-471889000000.0,-119115000000.0,1608890000000.0,1608890000000.0,973511000000.0,1416236000000.0,656221000000.0,813727000000.0,249213000000.0,139591000000.0,480969000000.0,-669766000000.0,-669766000000.0,968837000000.0,968837000000.0,132824000000.0,132824000000.0,836013000000.0,-148442000000.0,59863000000.0,-247597000000.0,28679000000.0,10751000000.0,-711507000000.0,2022-12-31
-1723375000000.0,,-1020889000000.0,3999922000000.0,-1452490000000.0,7009220000000.0,8053282000000.0,65269000000.0,-1109331000000.0,2506546000000.0,2506546000000.0,60460000000.0,-4087000000.0,-384000000.0,,,,2450557000000.0,-528476000000.0,2979033000000.0,-1020889000000.0,3999922000000.0,-3344992000000.0,-3344992000000.0,55035000000.0,-1750657000000.0,27689384000000.0,-29440041000000.0,160000000.0,306000000.0,-146000000.0,-214794000000.0,379000000.0,-215173000000.0,-81954000000.0,17004000000.0,-98958000000.0,-1352782000000.0,750000000.0,-1353532000000.0,-270885000000.0,-270885000000.0,-481947000000.0,80221000000.0,-227422000000.0,84488000000.0,-1426443000000.0,-106523000000.0,-30898000000.0,-2199000000.0,-498254000000.0,-498254000000.0,-37946000000.0,493595000000.0,-1282164000000.0,-1315649000000.0,-38514000000.0,,10936000000.0,160952000000.0,160952000000.0,952872000000.0,952872000000.0,122791000000.0,122791000000.0,830081000000.0,-226333000000.0,51337000000.0,-113799000000.0,16401000000.0,-180272000000.0,840305000000.0,2023-03-31
688185000000.0,,-2141903000000.0,1248605000000.0,-1707962000000.0,6350140000000.0,7009220000000.0,-14617000000.0,-644463000000.0,-869279000000.0,-869279000000.0,-73829000000.0,-4117000000.0,-426511000000.0,,,,-364822000000.0,54393000000.0,-419215000000.0,-1667820000000.0,1248605000000.0,-2171331000000.0,-2171331000000.0,60462000000.0,-459917000000.0,4458645000000.0,-4918562000000.0,-55537000000.0,190000000.0,-55727000000.0,-16023000000.0,3389000000.0,-19412000000.0,-80029000000.0,8396000000.0,-88425000000.0,-1620287000000.0,,-1619537000000.0,2396147000000.0,2396147000000.0,359863000000.0,121133000000.0,-213523000000.0,186892000000.0,-281892000000.0,8413000000.0,-166436000000.0,45219000000.0,322351000000.0,322351000000.0,349772000000.0,-12354000000.0,-479085000000.0,-415260000000.0,81027000000.0,,158788000000.0,253932000000.0,253932000000.0,935429000000.0,935429000000.0,119686000000.0,119686000000.0,815743000000.0,25552000000.0,47873000000.0,-67916000000.0,45766000000.0,-171000000.0,775965000000.0,2023-06-30
484797000000.0,,-1765636000000.0,2185051000000.0,-1669540000000.0,7146999000000.0,6350140000000.0,37028000000.0,759831000000.0,-343915000000.0,-343915000000.0,-14929000000.0,-1839000000.0,-197772000000.0,-197772000000.0,,,-129375000000.0,-74707000000.0,-54668000000.0,-2239719000000.0,2185051000000.0,-1050591000000.0,-1050591000000.0,91769000000.0,817289000000.0,3908356000000.0,-3091067000000.0,-121000000.0,24000000.0,-145000000.0,-292310000000.0,9878000000.0,-302188000000.0,-79966000000.0,2322000000.0,-82288000000.0,-1587252000000.0,,-1587252000000.0,2154337000000.0,2154337000000.0,-276885000000.0,115172000000.0,-363541000000.0,213172000000.0,232170000000.0,-129006000000.0,-54907000000.0,-59731000000.0,-1001451000000.0,-1001451000000.0,-788570000000.0,1006442000000.0,470823000000.0,189588000000.0,266471000000.0,70253000000.0,14681000000.0,280614000000.0,280614000000.0,983477000000.0,983477000000.0,126561000000.0,126561000000.0,856916000000.0,68251000000.0,51254000000.0,-101216000000.0,22190000000.0,-7343000000.0,550502000000.0,2023-09-30
-508978000000.0,,244485000000.0,383639000000.0,-2397074000000.0,6670879000000.0,7146999000000.0,-70961000000.0,-405159000000.0,-1471945000000.0,-1471945000000.0,55959000000.0,,-190784000000.0,-190784000000.0,,,-1347163000000.0,-1975287000000.0,628124000000.0,244485000000.0,383639000000.0,-821310000000.0,-821310000000.0,-18334000000.0,1493691000000.0,4260846000000.0,-2767155000000.0,162000000.0,187000000.0,-25000000.0,97639000000.0,128670000000.0,-31031000000.0,-209605000000.0,2606000000.0,-212211000000.0,-2184863000000.0,,-2184863000000.0,1888096000000.0,1888096000000.0,-328468000000.0,131095000000.0,-233519000000.0,212389000000.0,652456000000.0,-91839000000.0,-126504000000.0,22141000000.0,756997000000.0,756997000000.0,357948000000.0,-103963000000.0,195624000000.0,413692000000.0,13763000000.0,97646000000.0,487262000000.0,93807000000.0,93807000000.0,972876000000.0,972876000000.0,129155000000.0,129155000000.0,843721000000.0,109711000000.0,56150000000.0,13253000000.0,32079000000.0,9541000000.0,-320922000000.0,2023-12-31
