free_cash_flow,repurchase_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_receivables,changes_in_account_receivables,deferred_tax,deferred_income_tax,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,common_stock_dividend_paid,depreciation
628000000.0,-11000000.0,-3000000.0,26000000.0,21000000.0,1264000000.0,1083000000.0,181000000.0,-163000000.0,-163000000.0,-53000000.0,2000000.0,-107000000.0,-11000000.0,-11000000.0,6000000.0,6000000.0,-287000000.0,-287000000.0,-5000000.0,-279000000.0,299000000.0,-578000000.0,-3000000.0,-3000000.0,631000000.0,631000000.0,396000000.0,30000000.0,85000000.0,34000000.0,22000000.0,14000000.0,216000000.0,216000000.0,46000000.0,-1020000000.0,-1020000000.0,1013000000.0,2022-12-31,,
246000000.0,-25000000.0,-4000000.0,1000000.0,76000000.0,955000000.0,1264000000.0,-309000000.0,-197000000.0,-197000000.0,-71000000.0,5000000.0,-106000000.0,-25000000.0,-25000000.0,0.0,,-362000000.0,-362000000.0,-3000000.0,-355000000.0,307000000.0,-662000000.0,-4000000.0,-4000000.0,250000000.0,250000000.0,41000000.0,-68000000.0,-121000000.0,-24000000.0,-229000000.0,-229000000.0,27000000.0,27000000.0,40000000.0,-93000000.0,-93000000.0,225000000.0,2023-03-31,,
571000000.0,-41000000.0,-4000000.0,26000000.0,3000000.0,748000000.0,955000000.0,-207000000.0,-224000000.0,-224000000.0,-42000000.0,1000000.0,-117000000.0,-41000000.0,-41000000.0,-25000000.0,,-558000000.0,-558000000.0,-3000000.0,-551000000.0,278000000.0,-829000000.0,-4000000.0,-4000000.0,575000000.0,575000000.0,348000000.0,39000000.0,94000000.0,7000000.0,-275000000.0,-275000000.0,81000000.0,81000000.0,34000000.0,-433000000.0,-433000000.0,534000000.0,2023-06-30,,
648000000.0,-1000000.0,-2000000.0,1000000.0,15000000.0,899000000.0,748000000.0,151000000.0,-181000000.0,-181000000.0,-66000000.0,1000000.0,-115000000.0,-1000000.0,-1000000.0,0.0,0.0,-318000000.0,-318000000.0,-4000000.0,-312000000.0,309000000.0,-621000000.0,-2000000.0,-2000000.0,650000000.0,650000000.0,372000000.0,36000000.0,35000000.0,-13000000.0,112000000.0,112000000.0,-106000000.0,-106000000.0,14000000.0,457000000.0,457000000.0,-99000000.0,2023-09-30,,
569000000.0,0.0,-8000000.0,26000000.0,42000000.0,907000000.0,899000000.0,8000000.0,-199000000.0,-199000000.0,-85000000.0,2000000.0,-116000000.0,0.0,0.0,0.0,0.0,-370000000.0,-370000000.0,-5000000.0,-357000000.0,448000000.0,-805000000.0,-8000000.0,-8000000.0,577000000.0,577000000.0,176000000.0,35000000.0,82000000.0,0.0,128000000.0,128000000.0,221000000.0,221000000.0,24000000.0,-1039000000.0,-1039000000.0,1183000000.0,2023-12-31,-116000000.0,
346000000.0,-75000000.0,-7000000.0,0.0,106000000.0,619000000.0,907000000.0,-288000000.0,-286000000.0,-286000000.0,-98000000.0,3000000.0,-116000000.0,-75000000.0,-75000000.0,,,-355000000.0,-355000000.0,2000000.0,-350000000.0,730000000.0,-1080000000.0,-7000000.0,-7000000.0,353000000.0,353000000.0,24000000.0,-55000000.0,-161000000.0,-8000000.0,-203000000.0,-203000000.0,137000000.0,137000000.0,34000000.0,-608000000.0,-608000000.0,755000000.0,2024-03-31,-116000000.0,34000000.0
