tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.212898,1013000000.0,46000000.0,1300000000.0,-13000000.0,13000000.0,206000000.0,1013000000.0,1013000000.0,1827000000.0,158200000.0,157298137.0,6.4,6.44,1013000000.0,1013000000.0,1013000000.0,1013000000.0,1013000000.0,274000000.0,1287000000.0,3000000.0,-13000000.0,13000000.0,10000000.0,3114000000.0,3114000000.0,2022-12-31
0.0,0.16,225000000.0,40000000.0,282000000.0,-14000000.0,14000000.0,206000000.0,225000000.0,225000000.0,1973000000.0,158500000.0,157200000.0,1.42,1.43,225000000.0,225000000.0,225000000.0,225000000.0,225000000.0,43000000.0,268000000.0,3000000.0,-14000000.0,14000000.0,5000000.0,2241000000.0,2241000000.0,2023-03-31
0.0,0.198,534000000.0,34000000.0,679000000.0,-13000000.0,13000000.0,217000000.0,534000000.0,534000000.0,1939000000.0,158000000.0,157000000.0,3.38,3.4,534000000.0,534000000.0,534000000.0,534000000.0,534000000.0,132000000.0,666000000.0,2000000.0,-13000000.0,13000000.0,7000000.0,2605000000.0,2605000000.0,2023-06-30
0.0,0.331,-99000000.0,14000000.0,-135000000.0,-13000000.0,13000000.0,223000000.0,-99000000.0,-99000000.0,1959000000.0,156900000.0,156900000.0,-0.63,-0.63,-99000000.0,-99000000.0,-99000000.0,-99000000.0,-99000000.0,-49000000.0,-148000000.0,3000000.0,-13000000.0,13000000.0,5000000.0,1811000000.0,1811000000.0,2023-09-30
0.0,0.20604,1183000000.0,24000000.0,1504000000.0,-14000000.0,14000000.0,236000000.0,1183000000.0,1183000000.0,1866000000.0,157800000.0,156896552.0,7.5,7.54,1183000000.0,1183000000.0,1183000000.0,1183000000.0,1183000000.0,307000000.0,1490000000.0,5000000.0,-14000000.0,14000000.0,8000000.0,3356000000.0,3356000000.0,2023-12-31
0.0,0.208,755000000.0,34000000.0,966000000.0,-13000000.0,13000000.0,241000000.0,755000000.0,755000000.0,1982000000.0,157900000.0,156800000.0,4.78,4.82,755000000.0,755000000.0,755000000.0,755000000.0,755000000.0,198000000.0,953000000.0,3000000.0,-13000000.0,13000000.0,4000000.0,2935000000.0,2935000000.0,2024-03-31
