tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-14337000.0,0.0,0.0,-45917000.0,29633000.0,67788000.0,-14337000.0,-43970000.0,7448000.0,875000.0,8323000.0,-45917000.0,-45917000.0,325391000.0,-50691000.0,328326000.0,328326000.0,-0.14,-0.14,-45917000.0,-45917000.0,-45917000.0,-45917000.0,-45917000.0,1072000.0,-44845000.0,-1602000.0,-1602000.0,0.0,,7448000.0,875000.0,8323000.0,-50691000.0,257603000.0,79703000.0,177900000.0,132050000.0,45850000.0,45850000.0,206912000.0,67788000.0,274700000.0,274700000.0,2022-12-31
0.0,0.21,-3133000.0,,,-38082000.0,31509000.0,70432000.0,-3133000.0,-34642000.0,11361000.0,2126000.0,13487000.0,-38082000.0,-38082000.0,337447000.0,-47272000.0,330389000.0,330389000.0,-0.12,-0.12,-38082000.0,-38082000.0,-38082000.0,-38082000.0,-38082000.0,1314000.0,-36768000.0,-857000.0,-857000.0,,,11361000.0,2126000.0,13487000.0,-47272000.0,267015000.0,81539000.0,185476000.0,137001000.0,48475000.0,48475000.0,219743000.0,70432000.0,290175000.0,290175000.0,2023-03-31
-10563000.0,0.21,-7490000.0,-50300000.0,-50300000.0,-94467000.0,33673000.0,75221000.0,-57790000.0,-91463000.0,14997000.0,1539000.0,16536000.0,-54730000.0,-94467000.0,364666000.0,-56172000.0,332297000.0,332297000.0,-0.28,-0.28,-94467000.0,-94467000.0,-94467000.0,-94467000.0,-94467000.0,1465000.0,-93002000.0,-51827000.0,-1527000.0,-50300000.0,50300000.0,14997000.0,1539000.0,16536000.0,-56172000.0,289445000.0,89610000.0,199835000.0,146688000.0,53147000.0,53147000.0,233273000.0,75221000.0,308494000.0,308494000.0,2023-06-30
0.0,0.21,13315000.0,0.0,0.0,-23535000.0,34458000.0,78069000.0,13315000.0,-21143000.0,16816000.0,1138000.0,17954000.0,-23535000.0,-23535000.0,374815000.0,-39212000.0,334666000.0,334666000.0,-0.07,-0.07,-23535000.0,-23535000.0,-23535000.0,-23535000.0,-23535000.0,1254000.0,-22281000.0,115000.0,115000.0,0.0,,16816000.0,1138000.0,17954000.0,-39212000.0,296746000.0,90593000.0,206153000.0,150214000.0,55939000.0,55939000.0,257534000.0,78069000.0,335603000.0,335603000.0,2023-09-30
0.0,0.21,11438000.0,0.0,0.0,-27865000.0,36180000.0,83283000.0,11438000.0,-24742000.0,19121000.0,1069000.0,20190000.0,-27865000.0,-27865000.0,405302000.0,-42829000.0,,,,,-27865000.0,-27865000.0,-27865000.0,-27865000.0,-27865000.0,2054000.0,-25811000.0,-2103000.0,-2103000.0,0.0,0.0,19121000.0,1069000.0,20190000.0,-42829000.0,322019000.0,96401000.0,225618000.0,165214000.0,60404000.0,60404000.0,279190000.0,83283000.0,362473000.0,362473000.0,2023-12-31
