free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
33660000.0,0.0,0.0,0.0,-44463000.0,595000.0,782000.0,215204000.0,149018000.0,66186000.0,8019000.0,8019000.0,-506000.0,8525000.0,0.0,0.0,0.0,0.0,0.0,0.0,-19956000.0,-19956000.0,11000.0,24496000.0,402350000.0,-377854000.0,0.0,0.0,-40145000.0,-40145000.0,-4318000.0,78123000.0,78123000.0,11263000.0,31336000.0,-1347000.0,-1937000.0,7990000.0,18280000.0,-10290000.0,-10290000.0,-334000.0,-24445000.0,-23364000.0,23690000.0,60232000.0,1688000.0,-3929000.0,1463000.0,1463000.0,29633000.0,29633000.0,,-45917000.0,2022-12-31
13903000.0,0.0,0.0,,-22511000.0,1000.0,1260000.0,268432000.0,215204000.0,53228000.0,1247000.0,1247000.0,-2058000.0,3305000.0,0.0,0.0,0.0,0.0,0.0,,15567000.0,15567000.0,48000.0,38030000.0,514236000.0,-476206000.0,0.0,0.0,-17541000.0,-17541000.0,-4970000.0,36414000.0,36414000.0,-33961000.0,2490000.0,-6478000.0,-811000.0,12284000.0,650000.0,11634000.0,11634000.0,-8934000.0,-32512000.0,-32781000.0,26319000.0,57401000.0,1576000.0,-8228000.0,-120000.0,-120000.0,31509000.0,31509000.0,,-38082000.0,2023-03-31
19970000.0,-34000.0,-172249000.0,,-44481000.0,594000.0,1297000.0,164379000.0,268432000.0,-104053000.0,-168612000.0,-168612000.0,-10533000.0,14204000.0,-34000.0,-34000.0,-172249000.0,-172249000.0,-172249000.0,,108000.0,108000.0,11000.0,44578000.0,363468000.0,-318890000.0,0.0,0.0,-38748000.0,-38748000.0,-5733000.0,64451000.0,64451000.0,-14174000.0,10622000.0,-11044000.0,-1180000.0,-4228000.0,804000.0,-5032000.0,-5032000.0,-5062000.0,-3282000.0,-2632000.0,27581000.0,68392000.0,4461000.0,-10822000.0,-493000.0,-493000.0,33673000.0,33673000.0,,-94467000.0,2023-06-30
34875000.0,0.0,-35400000.0,,-33225000.0,71000.0,1448000.0,97640000.0,164379000.0,-66739000.0,-34610000.0,-34610000.0,-3535000.0,4325000.0,0.0,0.0,-35400000.0,-35400000.0,-35400000.0,,-100229000.0,-100229000.0,6000.0,-67010000.0,430908000.0,-497918000.0,0.0,0.0,-27291000.0,-27291000.0,-5934000.0,68100000.0,68100000.0,-36119000.0,1197000.0,-12519000.0,802000.0,5574000.0,6924000.0,-1350000.0,-1350000.0,-3119000.0,-28054000.0,-25038000.0,27998000.0,73772000.0,3490000.0,-11989000.0,25000.0,25000.0,34458000.0,34458000.0,0.0,-23535000.0,2023-09-30
50716000.0,0.0,0.0,,-34725000.0,4000.0,449000.0,91224000.0,97640000.0,-6416000.0,9790000.0,9790000.0,-2310000.0,12100000.0,0.0,0.0,0.0,0.0,0.0,,-101647000.0,-101647000.0,9000.0,-60848000.0,523651000.0,-584499000.0,-6083000.0,-6083000.0,-30816000.0,-30816000.0,-3909000.0,85441000.0,85441000.0,-20474000.0,18699000.0,-8047000.0,2207000.0,23939000.0,17410000.0,6529000.0,6529000.0,-5010000.0,-52262000.0,-52910000.0,29616000.0,74424000.0,4110000.0,-13402000.0,2852000.0,2852000.0,36180000.0,36180000.0,0.0,-27865000.0,2023-12-31
