tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
840000.0,0.21,1449000000.0,4000000.0,4000000.0,1335000000.0,280000000.0,1275000000.0,1453000000.0,1173000000.0,-63000000.0,63000000.0,,1331840000.0,1335000000.0,2046000000.0,1164000000.0,,,,,1335000000.0,1335000000.0,1335000000.0,1335000000.0,1335000000.0,-225000000.0,1110000000.0,7000000.0,3000000.0,-2000000.0,2000000.0,6000000.0,-63000000.0,63000000.0,,1166000000.0,771000000.0,14000000.0,,500000000.0,500000000.0,459000000.0,41000000.0,1937000000.0,1275000000.0,3212000000.0,3212000000.0,2022-12-31
-618000.0,0.206,1051000000.0,-3000000.0,-3000000.0,487000000.0,364000000.0,1149000000.0,1048000000.0,684000000.0,-71000000.0,71000000.0,,489382000.0,487000000.0,1867000000.0,678000000.0,247700000.0,244300000.0,1.97,1.99,487000000.0,487000000.0,487000000.0,487000000.0,487000000.0,126000000.0,613000000.0,,3000000.0,-6000000.0,6000000.0,3000000.0,-71000000.0,71000000.0,,684000000.0,718000000.0,282000000.0,,436000000.0,436000000.0,455000000.0,-19000000.0,1402000000.0,1149000000.0,2551000000.0,2551000000.0,2023-03-31
-5775000.0,0.231,961000000.0,-25000000.0,-25000000.0,336000000.0,419000000.0,1187000000.0,936000000.0,517000000.0,-80000000.0,80000000.0,,355225000.0,336000000.0,1986000000.0,531000000.0,250800000.0,249400000.0,1.34,1.35,336000000.0,336000000.0,336000000.0,336000000.0,336000000.0,101000000.0,437000000.0,-14000000.0,11000000.0,,,-25000000.0,-80000000.0,80000000.0,,531000000.0,799000000.0,245000000.0,,554000000.0,554000000.0,538000000.0,16000000.0,1330000000.0,1187000000.0,2517000000.0,2517000000.0,2023-06-30
4620000.0,0.21,962000000.0,22000000.0,22000000.0,406000000.0,486000000.0,1421000000.0,984000000.0,498000000.0,-98000000.0,105000000.0,7000000.0,388620000.0,406000000.0,2182000000.0,467000000.0,276300000.0,273700000.0,1.47,1.48,406000000.0,406000000.0,406000000.0,406000000.0,406000000.0,-13000000.0,393000000.0,24000000.0,2000000.0,,,22000000.0,-98000000.0,105000000.0,7000000.0,467000000.0,761000000.0,248000000.0,66000000.0,447000000.0,447000000.0,435000000.0,12000000.0,1228000000.0,1421000000.0,2649000000.0,2649000000.0,2023-09-30
0.0,0.197751,1729000000.0,,,856000000.0,556000000.0,1225000000.0,1729000000.0,1173000000.0,-106000000.0,106000000.0,,856000000.0,856000000.0,1885000000.0,1188000000.0,,,,,856000000.0,856000000.0,856000000.0,856000000.0,856000000.0,211000000.0,1067000000.0,-108000000.0,4000000.0,,,,-106000000.0,106000000.0,,1281000000.0,660000000.0,240000000.0,0.0,420000000.0,420000000.0,407000000.0,13000000.0,1941000000.0,1225000000.0,3166000000.0,3166000000.0,2023-12-31
