ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,hedging_assets_current,prepaid_assets,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,tradeand_other_payables_non_current
245700000.0,245700000.0,3565000000.0,4493000000.0,5105000000.0,11259000000.0,-1085000000.0,5105000000.0,923000000.0,7689000000.0,10866000000.0,7689000000.0,7689000000.0,991000000.0,991000000.0,-1081000000.0,7776000000.0,3000000.0,3000000.0,7367000000.0,4587000000.0,12000000.0,5000000.0,87000000.0,73000000.0,184000000.0,184000000.0,4018000000.0,841000000.0,3177000000.0,281000000.0,2780000000.0,103000000.0,475000000.0,82000000.0,393000000.0,393000000.0,139000000.0,45000000.0,2018000000.0,1504000000.0,65000000.0,514000000.0,74000000.0,4000000.0,4000000.0,436000000.0,15056000000.0,13361000000.0,11000000.0,315000000.0,271000000.0,58000000.0,34000000.0,21000000.0,2584000000.0,2584000000.0,10338000000.0,-49640000000.0,59978000000.0,1752000000.0,1695000000.0,60000000.0,38000000.0,1592000000.0,-4000000.0,1353000000.0,43000000.0,200000000.0,,,5000000.0,5000000.0,2022-12-31,,
244500000.0,244500000.0,3150000000.0,4678000000.0,5310000000.0,11070000000.0,-1237000000.0,5310000000.0,922000000.0,7894000000.0,11070000000.0,7894000000.0,7894000000.0,991000000.0,991000000.0,-655000000.0,7555000000.0,3000000.0,3000000.0,7229000000.0,4597000000.0,12000000.0,27000000.0,74000000.0,73000000.0,198000000.0,198000000.0,4010000000.0,834000000.0,3176000000.0,276000000.0,2632000000.0,45000000.0,668000000.0,88000000.0,,,,,1919000000.0,,,1919000000.0,,47000000.0,47000000.0,1872000000.0,15123000000.0,13728000000.0,1009000000.0,221000000.0,221000000.0,,3000000.0,,2584000000.0,2584000000.0,9911000000.0,-50017000000.0,59928000000.0,910000000.0,1395000000.0,89000000.0,,1280000000.0,,,3000000.0,1277000000.0,-4000000.0,1281000000.0,26000000.0,26000000.0,2023-03-31,,
273900000.0,273900000.0,6082000000.0,7089000000.0,6718000000.0,15450000000.0,-1831000000.0,6718000000.0,955000000.0,9316000000.0,14770000000.0,9316000000.0,9316000000.0,1043000000.0,1043000000.0,-401000000.0,8671000000.0,3000000.0,3000000.0,10203000000.0,6893000000.0,19000000.0,7000000.0,76000000.0,76000000.0,184000000.0,184000000.0,6324000000.0,870000000.0,5454000000.0,283000000.0,3310000000.0,5000000.0,765000000.0,85000000.0,680000000.0,680000000.0,,,2540000000.0,,,2540000000.0,,97000000.0,97000000.0,2443000000.0,19519000000.0,18040000000.0,1047000000.0,157000000.0,157000000.0,,21000000.0,,2598000000.0,2598000000.0,14217000000.0,-50775000000.0,64992000000.0,945000000.0,1479000000.0,167000000.0,,1260000000.0,,,7000000.0,1253000000.0,-4000000.0,1257000000.0,52000000.0,52000000.0,2023-06-30,,
272900000.0,272900000.0,6160000000.0,7079000000.0,6967000000.0,15715000000.0,-1962000000.0,6967000000.0,916000000.0,9552000000.0,15006000000.0,9552000000.0,9552000000.0,982000000.0,982000000.0,-77000000.0,8644000000.0,3000000.0,3000000.0,10348000000.0,6805000000.0,25000000.0,4000000.0,77000000.0,77000000.0,143000000.0,143000000.0,6289000000.0,835000000.0,5454000000.0,267000000.0,3543000000.0,182000000.0,790000000.0,81000000.0,709000000.0,709000000.0,,,2571000000.0,,,2571000000.0,,151000000.0,151000000.0,2420000000.0,19900000000.0,18319000000.0,1006000000.0,199000000.0,199000000.0,,14000000.0,,2585000000.0,2585000000.0,14515000000.0,-50935000000.0,65450000000.0,931000000.0,1581000000.0,50000000.0,,1528000000.0,,,4000000.0,1524000000.0,-5000000.0,1529000000.0,3000000.0,3000000.0,2023-09-30,,
271700000.0,271700000.0,5734000000.0,6683000000.0,7771000000.0,16107000000.0,-1136000000.0,7771000000.0,946000000.0,10370000000.0,15823000000.0,10370000000.0,10370000000.0,1050000000.0,1050000000.0,697000000.0,8620000000.0,3000000.0,3000000.0,9617000000.0,6805000000.0,22000000.0,2000000.0,74000000.0,74000000.0,110000000.0,110000000.0,6305000000.0,852000000.0,5453000000.0,276000000.0,2812000000.0,4000000.0,378000000.0,94000000.0,284000000.0,284000000.0,14000000.0,54000000.0,2362000000.0,1499000000.0,115000000.0,863000000.0,45000000.0,232000000.0,232000000.0,586000000.0,19987000000.0,18311000000.0,14000000.0,97000000.0,53000000.0,37000000.0,4000000.0,26000000.0,2599000000.0,2599000000.0,15534000000.0,-51837000000.0,67371000000.0,1801000000.0,1676000000.0,214000000.0,,1459000000.0,,,17000000.0,1442000000.0,,,3000000.0,3000000.0,2023-12-31,0.0,16000000.0
