tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.216741,446282000.0,279884000.0,71185000.0,2717058000.0,446282000.0,375097000.0,-9668000.0,17602000.0,7934000.0,279884000.0,279884000.0,2923546000.0,367164000.0,550135000.0,546213000.0,0.51,0.51,279884000.0,279884000.0,279884000.0,-127000.0,280011000.0,280011000.0,77484000.0,357495000.0,7234000.0,7234000.0,-9668000.0,17602000.0,7934000.0,359929000.0,206488000.0,206488000.0,566417000.0,2717058000.0,3283475000.0,3283475000.0,2022-10-31
0.0,0.226,370441000.0,217719000.0,70893000.0,2475043000.0,370441000.0,299548000.0,-8251000.0,18347000.0,10096000.0,217719000.0,217719000.0,2697099000.0,289452000.0,550031000.0,546384000.0,0.4,0.4,217719000.0,217719000.0,217719000.0,69000.0,217651000.0,217651000.0,63551000.0,281201000.0,15559000.0,15559000.0,-8251000.0,18347000.0,10096000.0,273893000.0,222056000.0,222056000.0,495949000.0,2475043000.0,2970992000.0,2970992000.0,2023-01-31
0.0,0.221,367947000.0,217239000.0,70785000.0,2486220000.0,367947000.0,297162000.0,-16958000.0,18323000.0,1365000.0,217239000.0,217239000.0,2698712000.0,295798000.0,549013000.0,546424000.0,0.4,0.4,217239000.0,217239000.0,217239000.0,24000.0,217215000.0,217215000.0,61624000.0,278839000.0,16870000.0,16870000.0,-16958000.0,18323000.0,1365000.0,278927000.0,212492000.0,212492000.0,491419000.0,2486220000.0,2977639000.0,2977639000.0,2023-04-30
0.0,0.217,300752000.0,162679000.0,74754000.0,2465251000.0,300752000.0,225998000.0,-9133000.0,18372000.0,9239000.0,162679000.0,162679000.0,2756324000.0,216759000.0,548637000.0,546358000.0,0.3,0.3,162679000.0,162679000.0,162679000.0,108000.0,162571000.0,162571000.0,45055000.0,207626000.0,9784000.0,9784000.0,-9133000.0,18372000.0,9239000.0,206975000.0,291073000.0,291073000.0,498048000.0,2465251000.0,2963299000.0,2963299000.0,2023-07-31
0.0,0.204722,301045000.0,195935000.0,36879000.0,2683655000.0,301045000.0,264166000.0,-24232000.0,18360000.0,-5872000.0,195935000.0,195935000.0,2900201000.0,270037000.0,548249000.0,546517000.0,0.36,0.36,195935000.0,195935000.0,195935000.0,453000.0,195483000.0,195483000.0,50322000.0,245806000.0,-27842000.0,541000.0,-24232000.0,18360000.0,-5872000.0,297878000.0,216546000.0,216546000.0,514424000.0,2683655000.0,3198080000.0,3198080000.0,2023-10-31
0.0,0.234,367940000.0,218863000.0,64067000.0,2488178000.0,367940000.0,303873000.0,1108000.0,18326000.0,19434000.0,218863000.0,218863000.0,2728564000.0,284438000.0,547920000.0,547020000.0,0.4,0.4,218863000.0,218863000.0,218863000.0,134000.0,218729000.0,218729000.0,66818000.0,285547000.0,16091000.0,16091000.0,1108000.0,18326000.0,19434000.0,268347000.0,240386000.0,240386000.0,508733000.0,2488178000.0,2996911000.0,2996911000.0,2024-01-31
