free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,other_non_cash_items
282086000.0,0.0,-2175000.0,0.0,-89734000.0,982107000.0,850344000.0,-11625000.0,143388000.0,-142221000.0,-142222000.0,,1869000.0,-141916000.0,-141916000.0,0.0,0.0,-2175000.0,-2175000.0,-2175000.0,0.0,-86210000.0,-86209000.0,8018000.0,-4674000.0,0.0,0.0,-89554000.0,180000.0,-89734000.0,371820000.0,371820000.0,12500000.0,-101510000.0,-22486000.0,41430000.0,41430000.0,69873000.0,-28443000.0,-28443000.0,-11794000.0,-40351000.0,-68309000.0,-68309000.0,4010000.0,105573000.0,105573000.0,71185000.0,71185000.0,51000.0,-7234000.0,5688000.0,1597000.0,280011000.0,2022-10-31,
166577000.0,,-2189000.0,,-37052000.0,599789000.0,982107000.0,7093000.0,-389411000.0,-141570000.0,-141571000.0,2636000.0,,-142017000.0,-142017000.0,,,-2189000.0,-2189000.0,-2189000.0,,-451469000.0,-451469000.0,16000.0,-419449000.0,,,-32036000.0,5016000.0,-37052000.0,203629000.0,203629000.0,3652000.0,-67564000.0,10710000.0,-111531000.0,-111531000.0,-171368000.0,59837000.0,59837000.0,-34538000.0,-11766000.0,79561000.0,79561000.0,5202000.0,-311000.0,-311000.0,70893000.0,70893000.0,-25894000.0,-15559000.0,-7839000.0,-2496000.0,217651000.0,2023-01-31,
154596000.0,,-2187000.0,,-53529000.0,580496000.0,599789000.0,-2651000.0,-16642000.0,-165169000.0,-165169000.0,-2635000.0,,-150599000.0,-150599000.0,,,-2187000.0,-2187000.0,-2187000.0,,-59599000.0,-59598000.0,1916000.0,419402000.0,,,-53510000.0,19000.0,-53529000.0,208125000.0,208126000.0,10000000.0,-85486000.0,9496000.0,-81918000.0,-81918000.0,-33850000.0,-48068000.0,-48068000.0,-24088000.0,-15544000.0,26568000.0,26568000.0,10710000.0,-168000.0,-168000.0,70785000.0,70785000.0,-14930000.0,-16870000.0,742000.0,1198000.0,217215000.0,2023-04-30,
239054000.0,0.0,-2208000.0,,-77948000.0,669124000.0,580496000.0,-6715000.0,95343000.0,-144238000.0,-144238000.0,0.0,5934000.0,-149944000.0,-149944000.0,0.0,0.0,-228000.0,-228000.0,-2208000.0,,-77421000.0,-77420000.0,46000.0,-427197000.0,,,-77677000.0,271000.0,-77948000.0,317002000.0,317001000.0,14508000.0,73678000.0,9365000.0,75736000.0,75736000.0,74014000.0,1722000.0,1722000.0,6509000.0,6774000.0,-24706000.0,-24706000.0,5034000.0,206000.0,206000.0,74754000.0,74754000.0,-13750000.0,-9784000.0,-4950000.0,984000.0,162571000.0,2023-07-31,
217409000.0,0.0,-2243000.0,0.0,-101682000.0,736532000.0,669124000.0,-1541000.0,68949000.0,-149087000.0,-149086000.0,,3529000.0,-150372000.0,-150372000.0,0.0,0.0,-2243000.0,-2243000.0,-2243000.0,0.0,-101055000.0,-101057000.0,1118000.0,427202000.0,,,-101666000.0,16000.0,-101682000.0,319091000.0,319091000.0,10000000.0,-45386000.0,-11299000.0,-41363000.0,-41363000.0,-9315000.0,-32048000.0,-32048000.0,-16549000.0,56250000.0,-32425000.0,-32425000.0,3131000.0,32067000.0,32067000.0,36879000.0,36879000.0,9428000.0,-541000.0,9655000.0,,195483000.0,2023-10-31,
356770000.0,,-2249000.0,,-47210000.0,963212000.0,736532000.0,4218000.0,222462000.0,-133365000.0,-133365000.0,280000.0,18898000.0,-150294000.0,-150294000.0,,,-2249000.0,-2249000.0,-2249000.0,,-48154000.0,-48155000.0,12000.0,-964000.0,0.0,,-47202000.0,8000.0,-47210000.0,403980000.0,403979000.0,15731000.0,115401000.0,10756000.0,-68876000.0,-68876000.0,-132229000.0,63353000.0,63353000.0,1533000.0,103894000.0,68094000.0,68094000.0,4444000.0,-179000.0,-179000.0,64067000.0,64067000.0,-28703000.0,-16091000.0,-12612000.0,,218729000.0,2024-01-31,14490000.0
