ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
256286858.0,256286858.0,1303818000.0,-229985000.0,1576998000.0,490110000.0,-229985000.0,304312000.0,577492000.0,1576998000.0,577492000.0,577492000.0,43516000.0,43516000.0,-2087802000.0,2621776000.0,2000.0,2000.0,3036523000.0,1391873000.0,16887000.0,117827000.0,115338000.0,2489000.0,1257159000.0,257653000.0,999506000.0,1644650000.0,9537000.0,1168874000.0,1168874000.0,38011000.0,46659000.0,46659000.0,,,126012000.0,,293568000.0,115827000.0,177741000.0,9412000.0,38011000.0,130318000.0,3614015000.0,1479255000.0,71795000.0,7657000.0,7657000.0,237181000.0,237181000.0,807477000.0,84248000.0,723229000.0,355145000.0,-90296000.0,445441000.0,128443000.0,264471000.0,52527000.0,0.0,2134760000.0,107232000.0,0.0,354844000.0,354844000.0,1672684000.0,36069000.0,1636615000.0,2022-12-31
257244255.0,257244255.0,1290210000.0,-217268000.0,1581817000.0,571603000.0,-217268000.0,290660000.0,582267000.0,1556817000.0,582267000.0,582267000.0,29614000.0,29614000.0,-2332555000.0,2885206000.0,2000.0,2000.0,3256742000.0,1384058000.0,24813000.0,137945000.0,133500000.0,4445000.0,1221300000.0,246750000.0,974550000.0,1872684000.0,10168000.0,1275496000.0,1275496000.0,83716000.0,68910000.0,43910000.0,25000000.0,25000000.0,157866000.0,20703000.0,339541000.0,136502000.0,203039000.0,12835000.0,83716000.0,106488000.0,3839009000.0,1394722000.0,64250000.0,8128000.0,8128000.0,246537000.0,246537000.0,799535000.0,76093000.0,723442000.0,276272000.0,-104920000.0,381192000.0,127417000.0,200351000.0,53424000.0,0.0,2444287000.0,115722000.0,0.0,346348000.0,346348000.0,1982217000.0,10000000.0,1972217000.0,2023-03-31
257566776.0,257566776.0,1282358000.0,-141611000.0,1654265000.0,708774000.0,-141611000.0,282765000.0,654672000.0,1616765000.0,654672000.0,654672000.0,34002000.0,34002000.0,-2509964000.0,3130631000.0,3000.0,3000.0,3452107000.0,1424517000.0,31177000.0,193412000.0,182743000.0,10669000.0,1199928000.0,237835000.0,962093000.0,2027590000.0,9905000.0,1374520000.0,1374520000.0,88748000.0,82430000.0,44930000.0,37500000.0,37500000.0,191801000.0,,368934000.0,107479000.0,261455000.0,13414000.0,88748000.0,159293000.0,4106779000.0,1370415000.0,73052000.0,9945000.0,9945000.0,225538000.0,225538000.0,796283000.0,69072000.0,727211000.0,265597000.0,-105595000.0,371192000.0,123125000.0,193493000.0,54574000.0,0.0,2736364000.0,146136000.0,0.0,477678000.0,477678000.0,2112550000.0,10000000.0,2102550000.0,2023-06-30
258263573.0,258263573.0,1274171000.0,-12736000.0,1774262000.0,828322000.0,-12736000.0,274534000.0,774625000.0,1724262000.0,774625000.0,774625000.0,15598000.0,15598000.0,-2607188000.0,3366212000.0,3000.0,3000.0,3305014000.0,1397631000.0,29114000.0,187083000.0,174973000.0,12110000.0,1181434000.0,231797000.0,949637000.0,1907383000.0,18655000.0,1337217000.0,1337217000.0,,92737000.0,42737000.0,50000000.0,50000000.0,142738000.0,,316036000.0,114745000.0,201291000.0,9973000.0,65117000.0,126201000.0,4079639000.0,1343934000.0,69233000.0,6141000.0,6141000.0,220133000.0,220133000.0,787361000.0,60842000.0,726519000.0,261066000.0,-112131000.0,373197000.0,123475000.0,191961000.0,57761000.0,0.0,2735705000.0,129617000.0,,368260000.0,368260000.0,2237828000.0,94298000.0,2143530000.0,2023-09-30
259406798.0,259406798.0,1270891000.0,-709983000.0,1892103000.0,153442000.0,-709983000.0,283711000.0,904923000.0,1842103000.0,904923000.0,904923000.0,38664000.0,38664000.0,-2789801000.0,3656057000.0,3000.0,3000.0,3544575000.0,1426476000.0,32136000.0,219679000.0,202860000.0,16819000.0,1174661000.0,237481000.0,937180000.0,2118099000.0,1786000.0,1466517000.0,1466517000.0,,96230000.0,46230000.0,50000000.0,50000000.0,210815000.0,,342751000.0,143909000.0,198842000.0,12482000.0,25891000.0,160469000.0,4449498000.0,2177957000.0,68497000.0,3859000.0,3859000.0,223405000.0,223405000.0,1614906000.0,329010000.0,1285896000.0,267290000.0,-119643000.0,386933000.0,126217000.0,199777000.0,60939000.0,0.0,2271541000.0,133834000.0,,526379000.0,526379000.0,1611328000.0,150831000.0,1460497000.0,2023-12-31
260495735.0,260495735.0,1246369000.0,-464390000.0,2108895000.0,445716000.0,-464390000.0,271645000.0,1134171000.0,2058895000.0,1134171000.0,1134171000.0,13767000.0,13767000.0,-2818176000.0,3938577000.0,3000.0,3000.0,3929094000.0,1460881000.0,34987000.0,275962000.0,256926000.0,19036000.0,1149932000.0,225208000.0,924724000.0,2468213000.0,9098000.0,1715664000.0,1715664000.0,,96437000.0,46437000.0,50000000.0,50000000.0,269706000.0,,377308000.0,152760000.0,224548000.0,25615000.0,10692000.0,188241000.0,5063265000.0,2149336000.0,65942000.0,2780000.0,2780000.0,220125000.0,220125000.0,1598561000.0,312816000.0,1285745000.0,261928000.0,-124668000.0,386596000.0,131262000.0,191779000.0,63555000.0,0.0,2913929000.0,155551000.0,,646082000.0,646082000.0,2112296000.0,163318000.0,1948978000.0,2024-03-31
