treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
58132478.0,128040559.0,186173037.0,2031000000.0,2768900000.0,-554600000.0,4760400000.0,915700000.0,-554600000.0,95400000.0,2086900000.0,4161200000.0,2086900000.0,2086900000.0,37400000.0,37400000.0,3345800000.0,2323800000.0,3069600000.0,1900000.0,1900000.0,4034000000.0,2489300000.0,102800000.0,0.0,79900000.0,79900000.0,136900000.0,136900000.0,2169700000.0,95400000.0,2074300000.0,1544700000.0,,599200000.0,599200000.0,599200000.0,599200000.0,945500000.0,469700000.0,475800000.0,29400000.0,24800000.0,421600000.0,6120900000.0,3660500000.0,116400000.0,2641500000.0,1000800000.0,1640700000.0,902600000.0,-830600000.0,1733200000.0,225100000.0,118900000.0,1052200000.0,285100000.0,51900000.0,0.0,2460400000.0,274800000.0,0.0,1021300000.0,628400000.0,83500000.0,309400000.0,521800000.0,521800000.0,-5500000.0,527300000.0,642500000.0,642500000.0,2022-12-31
58132478.0,128567522.0,186700000.0,2135300000.0,2764400000.0,-551800000.0,4756900000.0,888000000.0,-551800000.0,90000000.0,2082500000.0,4157400000.0,2082500000.0,2082500000.0,42900000.0,42900000.0,3458800000.0,2402400000.0,3094100000.0,1900000.0,1900000.0,3890200000.0,2477000000.0,102400000.0,,66700000.0,66700000.0,143000000.0,143000000.0,2164900000.0,90000000.0,2074900000.0,1413200000.0,390000000.0,599500000.0,599500000.0,599500000.0,,423700000.0,,423700000.0,,,423700000.0,5972700000.0,3671500000.0,119500000.0,2634300000.0,990700000.0,1643600000.0,917700000.0,-847600000.0,1765300000.0,,1765300000.0,,,,,2301200000.0,272000000.0,,931100000.0,565900000.0,80200000.0,285000000.0,559000000.0,559000000.0,,,539100000.0,539100000.0,2023-03-31
58132478.0,128667522.0,186800000.0,2586600000.0,3357300000.0,-1155100000.0,5445400000.0,802900000.0,-1155100000.0,89000000.0,2177100000.0,4845600000.0,2177100000.0,2177100000.0,55300000.0,55300000.0,3459000000.0,2475400000.0,3103500000.0,1900000.0,1900000.0,4696100000.0,3055400000.0,93600000.0,,66100000.0,66100000.0,138200000.0,138200000.0,2757500000.0,89000000.0,2668500000.0,1640700000.0,551400000.0,599800000.0,599800000.0,599800000.0,,489500000.0,,489500000.0,,,489500000.0,6873200000.0,4429600000.0,116700000.0,3332200000.0,1421500000.0,1910700000.0,980700000.0,-868200000.0,1848900000.0,,1848900000.0,,,,,2443600000.0,186200000.0,,954500000.0,539000000.0,76800000.0,338700000.0,621200000.0,621200000.0,,,681700000.0,681700000.0,2023-06-30
58132478.0,128767522.0,186900000.0,2375900000.0,2921400000.0,-1085200000.0,5048300000.0,957600000.0,-1085200000.0,92100000.0,2219000000.0,5048300000.0,2219000000.0,2219000000.0,36600000.0,36600000.0,3490500000.0,2554200000.0,3116800000.0,1900000.0,1900000.0,4399100000.0,3207000000.0,100400000.0,,59700000.0,59700000.0,125500000.0,125500000.0,2921400000.0,92100000.0,2829300000.0,1192100000.0,621700000.0,,,,,570400000.0,,570400000.0,,,570400000.0,6618100000.0,4468400000.0,111800000.0,3304200000.0,1400000000.0,1904200000.0,1052400000.0,-892900000.0,1945300000.0,,1945300000.0,,,,,2149700000.0,187700000.0,,930000000.0,537400000.0,76100000.0,316500000.0,578600000.0,578600000.0,,,453400000.0,453400000.0,2023-09-30
,128767522.0,128767522.0,2303700000.0,2813400000.0,-968100000.0,4963500000.0,845300000.0,-968100000.0,143300000.0,2293400000.0,4963500000.0,2293400000.0,2293400000.0,63300000.0,63300000.0,3511600000.0,2605300000.0,3134500000.0,1900000.0,1900000.0,4271600000.0,3071200000.0,99200000.0,,47300000.0,47300000.0,111300000.0,111300000.0,2813400000.0,143300000.0,2670100000.0,1200400000.0,,,,,,1200400000.0,570500000.0,629900000.0,30300000.0,31500000.0,568100000.0,6565000000.0,4519300000.0,109000000.0,3261500000.0,1354700000.0,1906800000.0,1148800000.0,-929800000.0,2078600000.0,383200000.0,173800000.0,1147700000.0,320300000.0,53600000.0,0.0,2045700000.0,162800000.0,,982300000.0,546700000.0,83200000.0,352400000.0,534200000.0,534200000.0,-7700000.0,541900000.0,366400000.0,366400000.0,2023-12-31
