tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.200961,65490000.0,81961000.0,0.0,0.0,65490000.0,65490000.0,629408000.0,52301445.0,46191570.0,1.25,1.41,65490000.0,65490000.0,65490000.0,65490000.0,65490000.0,16471000.0,81961000.0,182125000.0,0.0,0.0,-243000.0,711369000.0,711369000.0,2022-12-31
0.0,0.21,86241000.0,109148000.0,0.0,0.0,86241000.0,86241000.0,649337000.0,58401301.0,52289619.0,1.65,1.85,86241000.0,86241000.0,86241000.0,86241000.0,86241000.0,22907000.0,109148000.0,179186000.0,0.0,0.0,-3337000.0,758485000.0,758485000.0,2023-03-31
0.0,0.21,117852000.0,149090000.0,0.0,0.0,117852000.0,117852000.0,702367000.0,58400774.0,52289826.0,2.25,2.53,117852000.0,117852000.0,117852000.0,117852000.0,117852000.0,31238000.0,149090000.0,190895000.0,0.0,0.0,-3305000.0,851457000.0,851457000.0,2023-06-30
0.0,0.2,131040000.0,163774000.0,0.0,0.0,131040000.0,131040000.0,707466000.0,52301911.0,46191579.0,2.51,2.81,131040000.0,131040000.0,131040000.0,131040000.0,131040000.0,32734000.0,163774000.0,193738000.0,0.0,0.0,-3001000.0,871240000.0,871240000.0,2023-09-30
0.0,0.207227,110928000.0,139924000.0,0.0,0.0,110928000.0,110928000.0,698822000.0,52301676.0,46189041.0,2.12,2.38,110928000.0,110928000.0,110928000.0,110928000.0,110928000.0,28996000.0,139924000.0,199379000.0,0.0,0.0,-3069000.0,838746000.0,838746000.0,2023-12-31
0.0,0.208,124552000.0,,,,124552000.0,124552000.0,929520000.0,58402603.0,52289814.0,2.38,2.67,124552000.0,124552000.0,124552000.0,124552000.0,124552000.0,32750000.0,157302000.0,198081000.0,,,-3411000.0,1086822000.0,1086822000.0,2024-03-31
