free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
459288000.0,-134129000.0,152216000.0,0.0,-121188000.0,2194000.0,3060000.0,3687274000.0,3060214000.0,155522000.0,471538000.0,20863000.0,20863000.0,2776000.0,0.0,0.0,18087000.0,-59066000.0,312247000.0,-371313000.0,-129801000.0,-129801000.0,-11195000.0,-118606000.0,2582000.0,-121188000.0,580476000.0,580476000.0,180091000.0,32226000.0,-15821000.0,294454000.0,13560000.0,280894000.0,280894000.0,-78273000.0,5498000.0,5498000.0,170737000.0,70682000.0,56902000.0,56902000.0,102064000.0,2022-12-31
406082000.0,-842000.0,75466000.0,,-95221000.0,4969000.0,5224000.0,4123935000.0,3687274000.0,-60029000.0,496690000.0,78119000.0,78119000.0,3495000.0,,,74624000.0,74624000.0,-842000.0,75466000.0,-82732000.0,-82732000.0,11825000.0,-94557000.0,664000.0,-95221000.0,501303000.0,501303000.0,125383000.0,-44261000.0,59658000.0,115261000.0,-46905000.0,162166000.0,162166000.0,-60966000.0,55691000.0,55691000.0,150921000.0,69899000.0,64245000.0,64245000.0,90855000.0,2023-03-31
443349000.0,-36308000.0,284642000.0,,-376402000.0,7766000.0,34105000.0,4743691000.0,4123935000.0,-21168000.0,640924000.0,250561000.0,250561000.0,2227000.0,,,248334000.0,248334000.0,-36308000.0,284642000.0,-429388000.0,-429388000.0,-59535000.0,-369853000.0,6549000.0,-376402000.0,819751000.0,819751000.0,348336000.0,-99868000.0,-52064000.0,435569000.0,18972000.0,416597000.0,416597000.0,79192000.0,-14493000.0,-14493000.0,97539000.0,86404000.0,66178000.0,66178000.0,145192000.0,2023-06-30
530989000.0,-26504000.0,57622000.0,,-190650000.0,7683000.0,9862000.0,5260610000.0,4743691000.0,-86352000.0,603271000.0,33222000.0,33222000.0,2104000.0,,,31118000.0,31118000.0,-26504000.0,57622000.0,-151590000.0,-151590000.0,33812000.0,-185402000.0,5248000.0,-190650000.0,721639000.0,721639000.0,338938000.0,-27987000.0,-72862000.0,699935000.0,43333000.0,656602000.0,656602000.0,-104918000.0,-155230000.0,-155230000.0,216315000.0,83795000.0,67393000.0,67393000.0,91300000.0,2023-09-30
375580000.0,-328346000.0,164270000.0,,-233727000.0,10582000.0,60809000.0,5597000000.0,5260610000.0,153549000.0,183115000.0,-162902000.0,-162902000.0,1174000.0,,,-164076000.0,-164076000.0,-328346000.0,164270000.0,-263290000.0,-263290000.0,-36102000.0,-227188000.0,6539000.0,-233727000.0,609307000.0,609307000.0,125343000.0,-116884000.0,-87732000.0,306235000.0,27600000.0,278635000.0,278635000.0,42692000.0,-18968000.0,-18968000.0,13225000.0,85902000.0,77184000.0,77184000.0,1032653000.0,2023-12-31
