treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,prepaid_assets
26455084.0,21612000.0,50759482.0,72875135.0,4889096000.0,5926877000.0,-730097000.0,9870678000.0,4513192000.0,-730097000.0,510433000.0,4454234000.0,9800207000.0,4449572000.0,-4662000.0,4454234000.0,-377751000.0,-377751000.0,969150000.0,3794965000.0,2005442000.0,728000.0,728000.0,0.0,10362114000.0,6544767000.0,227615000.0,460746000.0,460746000.0,5856406000.0,510433000.0,5345973000.0,3817347000.0,749553000.0,70471000.0,70471000.0,2997323000.0,269128000.0,2728195000.0,2728195000.0,14811686000.0,6481147000.0,234905000.0,34155000.0,34155000.0,5184331000.0,1943400000.0,3240931000.0,1027756000.0,-425782000.0,1453538000.0,57140000.0,625082000.0,577219000.0,169461000.0,24636000.0,0.0,8330539000.0,205993000.0,3498824000.0,4098374000.0,435711000.0,3662663000.0,-46525000.0,3709188000.0,527348000.0,527348000.0,2022-12-31,
26534901.0,21612000.0,51254021.0,73449491.0,5253600000.0,6143200000.0,-572000000.0,10197000000.0,4909200000.0,-572000000.0,540500000.0,4594300000.0,10189400000.0,4589700000.0,-4600000.0,4594300000.0,-360700000.0,-360700000.0,982000000.0,3933000000.0,2003300000.0,700000.0,700000.0,0.0,10381500000.0,6842600000.0,234900000.0,472100000.0,472100000.0,6135600000.0,540500000.0,5595100000.0,3538900000.0,761400000.0,7600000.0,7600000.0,2769900000.0,121600000.0,2648300000.0,2648300000.0,14971200000.0,6523100000.0,294600000.0,,,5166300000.0,1921500000.0,3244800000.0,1062200000.0,-452900000.0,1515100000.0,,1515100000.0,,,,,8448100000.0,217800000.0,3729500000.0,4151700000.0,344300000.0,3807400000.0,-52500000.0,3859900000.0,349100000.0,349100000.0,2023-03-31,
26550796.0,21612000.0,51293059.0,73504424.0,5003300000.0,6091600000.0,-363000000.0,10337900000.0,5001700000.0,-363000000.0,559300000.0,4805600000.0,10328700000.0,4800300000.0,-5300000.0,4805600000.0,-319500000.0,-319500000.0,984500000.0,4093400000.0,2015500000.0,700000.0,700000.0,0.0,10362400000.0,6780700000.0,221000000.0,477300000.0,477300000.0,6082400000.0,559300000.0,5523100000.0,3581700000.0,769200000.0,9200000.0,9200000.0,2803300000.0,140600000.0,2662700000.0,2662700000.0,15162700000.0,6579300000.0,317700000.0,,,5168600000.0,1902000000.0,3266600000.0,1093000000.0,-473000000.0,1566000000.0,,1566000000.0,,,,,8583400000.0,239100000.0,3584300000.0,4231000000.0,380300000.0,3850700000.0,-57500000.0,3908200000.0,529000000.0,529000000.0,2023-06-30,
26881531.0,21612000.0,51074676.0,73616776.0,4761600000.0,5968400000.0,-224400000.0,10281200000.0,4957800000.0,-224400000.0,575400000.0,4888200000.0,10266500000.0,4882500000.0,-5700000.0,4888200000.0,-384000000.0,-384000000.0,1035900000.0,4283500000.0,2023900000.0,700000.0,700000.0,0.0,10286100000.0,6632500000.0,220500000.0,458300000.0,458300000.0,5953700000.0,575400000.0,5378300000.0,3653600000.0,826800000.0,14700000.0,14700000.0,2812100000.0,162100000.0,2650000000.0,2650000000.0,15168600000.0,6557200000.0,337000000.0,,,5112600000.0,1874900000.0,3237700000.0,1107600000.0,-484700000.0,1592300000.0,,1592300000.0,,,,,8611400000.0,231900000.0,3541400000.0,4206700000.0,411700000.0,3795000000.0,-58400000.0,3853400000.0,631400000.0,631400000.0,2023-09-30,
27060417.0,21612000.0,50897122.0,73618108.0,4797600000.0,5963400000.0,-82800000.0,10358800000.0,5003200000.0,-82800000.0,641700000.0,5037100000.0,10350200000.0,5031900000.0,-5200000.0,5037100000.0,-332000000.0,-332000000.0,1060400000.0,4391700000.0,2037100000.0,700000.0,700000.0,0.0,10029000000.0,6640600000.0,233900000.0,451900000.0,451900000.0,5954800000.0,641700000.0,5313100000.0,3388400000.0,756600000.0,8600000.0,8600000.0,2623200000.0,191700000.0,2431500000.0,2431500000.0,15060900000.0,6669300000.0,322300000.0,42300000.0,42300000.0,5119900000.0,1857600000.0,3262300000.0,1184800000.0,-502500000.0,1687300000.0,46000000.0,761200000.0,652500000.0,202600000.0,25000000.0,0.0,8391600000.0,225400000.0,3572100000.0,4070000000.0,430500000.0,3639500000.0,-55900000.0,3695400000.0,524100000.0,524100000.0,2023-12-31,225400000.0
