free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
512000000.0,-250000000.0,-6000000.0,-85000000.0,3654000000.0,0.0,3492000000.0,14000000.0,148000000.0,-362000000.0,-362000000.0,23000000.0,-129000000.0,-129000000.0,-250000000.0,-250000000.0,-6000000.0,-6000000.0,-6000000.0,-87000000.0,-87000000.0,-2000000.0,0.0,-2000000.0,2000000.0,2000000.0,,-87000000.0,-2000000.0,-85000000.0,597000000.0,597000000.0,-208000000.0,1582000000.0,-138000000.0,1720000000.0,1720000000.0,-1379000000.0,-411000000.0,-411000000.0,25000000.0,30000000.0,710000000.0,170000000.0,170000000.0,,-130000000.0,2022-12-31
1252000000.0,-250000000.0,-558000000.0,-109000000.0,3990000000.0,0.0,3654000000.0,0.0,336000000.0,-934000000.0,-934000000.0,2000000.0,-128000000.0,-128000000.0,-250000000.0,-250000000.0,-558000000.0,-558000000.0,-558000000.0,-91000000.0,-91000000.0,28000000.0,29000000.0,-1000000.0,-12000000.0,-2000000.0,,-107000000.0,2000000.0,-109000000.0,1361000000.0,1361000000.0,778000000.0,-262000000.0,219000000.0,-481000000.0,-481000000.0,631000000.0,409000000.0,409000000.0,21000000.0,20000000.0,20000000.0,175000000.0,175000000.0,0.0,347000000.0,2023-03-31
641000000.0,-500000000.0,-8000000.0,-217000000.0,4043000000.0,0.0,3990000000.0,-7000000.0,60000000.0,-592000000.0,-592000000.0,42000000.0,-126000000.0,-126000000.0,-500000000.0,-500000000.0,-8000000.0,-8000000.0,-8000000.0,-206000000.0,-206000000.0,1000000.0,2000000.0,-1000000.0,0.0,0.0,0.0,-207000000.0,10000000.0,-217000000.0,858000000.0,858000000.0,358000000.0,123000000.0,-122000000.0,245000000.0,245000000.0,672000000.0,-437000000.0,-437000000.0,27000000.0,20000000.0,374000000.0,176000000.0,176000000.0,0.0,-66000000.0,2023-06-30
453000000.0,-500000000.0,-7000000.0,-92000000.0,3854000000.0,,4043000000.0,-5000000.0,-184000000.0,-666000000.0,-666000000.0,-28000000.0,-131000000.0,-131000000.0,-500000000.0,-500000000.0,-7000000.0,-7000000.0,-7000000.0,-63000000.0,-63000000.0,28000000.0,29000000.0,-1000000.0,,,,-91000000.0,1000000.0,-92000000.0,545000000.0,545000000.0,-228000000.0,779000000.0,-948000000.0,1727000000.0,1727000000.0,-1057000000.0,50000000.0,50000000.0,29000000.0,29000000.0,537000000.0,172000000.0,172000000.0,,6000000.0,2023-09-30
1075000000.0,-250000000.0,-8000000.0,-114000000.0,4591000000.0,,3854000000.0,6000000.0,731000000.0,-353000000.0,-353000000.0,29000000.0,-124000000.0,-124000000.0,-250000000.0,-250000000.0,-8000000.0,-8000000.0,-8000000.0,-105000000.0,-105000000.0,-1000000.0,0.0,-1000000.0,,,,-113000000.0,1000000.0,-114000000.0,1189000000.0,1189000000.0,617000000.0,2633000000.0,-86000000.0,2719000000.0,2719000000.0,-1479000000.0,-537000000.0,-537000000.0,28000000.0,14000000.0,1000000.0,175000000.0,175000000.0,,354000000.0,2023-12-31
