ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number
154300000.0,154300000.0,3674120000.0,4838120000.0,72400000.0,7176720000.0,2411800000.0,72400000.0,1157900000.0,3496500000.0,7176720000.0,3496500000.0,3496500000.0,15300000.0,15300000.0,636600000.0,2843100000.0,1500000.0,1500000.0,8693100000.0,5297100000.0,222680000.0,428200000.0,428200000.0,4646220000.0,966000000.0,3680220000.0,3396000000.0,191900000.0,191900000.0,3204100000.0,786600000.0,2417500000.0,2417500000.0,12189600000.0,6381800000.0,133900000.0,3424100000.0,1119700000.0,2304400000.0,2823800000.0,,2823800000.0,,,2823800000.0,,,,,5807800000.0,215600000.0,215600000.0,3344300000.0,2241800000.0,82300000.0,2159500000.0,-61100000.0,2220600000.0,6100000.0,6100000.0,6100000.0,2022-12-31,
154500000.0,154500000.0,3524200000.0,4709800000.0,205300000.0,7114100000.0,2376100000.0,205300000.0,1177400000.0,3581700000.0,7114100000.0,3581700000.0,3581700000.0,11900000.0,11900000.0,716900000.0,2851400000.0,1500000.0,1500000.0,8607800000.0,5150900000.0,209100000.0,430900000.0,430900000.0,4510900000.0,978500000.0,3532400000.0,3456900000.0,198900000.0,198900000.0,3258000000.0,780600000.0,2477400000.0,2477400000.0,12189500000.0,6356500000.0,122700000.0,3376400000.0,1073600000.0,2302800000.0,2857400000.0,,2857400000.0,,,2857400000.0,,,,,5833000000.0,231500000.0,,3247300000.0,2346000000.0,62100000.0,2283900000.0,-60800000.0,2344700000.0,8200000.0,8200000.0,8200000.0,2023-03-31,
154500000.0,154500000.0,3447400000.0,4744400000.0,416100000.0,7205600000.0,2518400000.0,416100000.0,1284300000.0,3745500000.0,7205600000.0,3745500000.0,3745500000.0,14000000.0,14000000.0,867000000.0,2863000000.0,1500000.0,1500000.0,8753500000.0,5200400000.0,217900000.0,446200000.0,446200000.0,4536300000.0,1076200000.0,3460100000.0,3553100000.0,208100000.0,208100000.0,3345000000.0,891500000.0,2453500000.0,2453500000.0,12499000000.0,6427500000.0,130500000.0,3329400000.0,1028400000.0,2301000000.0,2967600000.0,-1469900000.0,4437500000.0,300300000.0,163200000.0,703600000.0,2149100000.0,1019100000.0,102200000.0,0.0,6071500000.0,227800000.0,,3390000000.0,2441000000.0,41700000.0,2399300000.0,-56300000.0,2455600000.0,12700000.0,12700000.0,12700000.0,2023-06-30,
154700000.0,154700000.0,3702700000.0,5109600000.0,374300000.0,7538800000.0,2692700000.0,374300000.0,1399100000.0,3828300000.0,7538800000.0,3828300000.0,3828300000.0,12600000.0,12600000.0,987700000.0,2826500000.0,1500000.0,1500000.0,9074900000.0,5595500000.0,239200000.0,461500000.0,461500000.0,4894800000.0,1184300000.0,3710500000.0,3479400000.0,214800000.0,214800000.0,3264600000.0,744900000.0,2519700000.0,2519700000.0,12903200000.0,6731100000.0,142700000.0,3454000000.0,1088800000.0,2365200000.0,3134400000.0,,3134400000.0,,,3134400000.0,,,,,6172100000.0,243800000.0,,3519700000.0,2400800000.0,5600000.0,2395200000.0,-64800000.0,2460000000.0,7800000.0,7800000.0,7800000.0,2023-09-30,
153900000.0,153900000.0,3485600000.0,5038400000.0,370900000.0,7363700000.0,2468600000.0,370900000.0,1536400000.0,3861700000.0,7363700000.0,3861700000.0,3861700000.0,7700000.0,7700000.0,1066000000.0,2786500000.0,1500000.0,1500000.0,9050800000.0,5563100000.0,277200000.0,474700000.0,474700000.0,4811200000.0,1309200000.0,3502000000.0,3487700000.0,227200000.0,227200000.0,3260500000.0,837000000.0,2423500000.0,2423500000.0,12912500000.0,6956200000.0,158600000.0,3490800000.0,1072500000.0,2418300000.0,3306800000.0,,3306800000.0,,,3306800000.0,,,,,5956300000.0,236500000.0,,3342100000.0,2361300000.0,62400000.0,2298900000.0,-62700000.0,2361600000.0,16400000.0,16400000.0,16400000.0,2023-12-31,0.0
