tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.21,-84731000.0,0.0,0.0,-76212000.0,305000.0,-84731000.0,-85036000.0,9567000.0,9567000.0,-76212000.0,-76212000.0,90314000.0,-85036000.0,34406182.0,34406182.0,-2.22,-2.22,-76212000.0,-76212000.0,-76212000.0,-76212000.0,-76212000.0,890000.0,-75322000.0,147000.0,147000.0,0.0,0.0,9567000.0,9567000.0,-85036000.0,90314000.0,66004000.0,24310000.0,24310000.0,11939000.0,12371000.0,5278000.0,5278000.0,2022-12-31
0.0,0.0,-108739000.0,,,-97574000.0,327000.0,-108739000.0,-109066000.0,11345000.0,11345000.0,-97574000.0,-97574000.0,109720000.0,-109066000.0,34800643.0,34800643.0,-2.8,-2.8,-97574000.0,-97574000.0,-97574000.0,-97574000.0,-97574000.0,0.0,-97574000.0,147000.0,147000.0,,,11345000.0,11345000.0,-109066000.0,109720000.0,85467000.0,24253000.0,24253000.0,11579000.0,12674000.0,654000.0,654000.0,2023-03-31
0.0,0.0,-119438000.0,,,-103163000.0,469000.0,-119438000.0,-119907000.0,16597000.0,16597000.0,-103163000.0,-103163000.0,119907000.0,-119907000.0,37524640.0,37524640.0,-2.75,-2.75,-103163000.0,-103163000.0,-103163000.0,-103163000.0,-103163000.0,0.0,-103163000.0,147000.0,147000.0,,,16597000.0,16597000.0,-119907000.0,119907000.0,92490000.0,27417000.0,27417000.0,12747000.0,14670000.0,0.0,0.0,2023-06-30
0.0,0.0,-135760000.0,,,-119119000.0,458000.0,-135760000.0,-136218000.0,16952000.0,16952000.0,-119119000.0,-119119000.0,136218000.0,-136218000.0,37689144.0,37689144.0,-3.16,-3.16,-119119000.0,-119119000.0,-119119000.0,-119119000.0,-119119000.0,0.0,-119119000.0,147000.0,147000.0,,,16952000.0,16952000.0,-136218000.0,136218000.0,103952000.0,32266000.0,32266000.0,14356000.0,17910000.0,0.0,0.0,2023-09-30
0.0,0.21,-129139000.0,,,-113824000.0,447000.0,-129139000.0,-129586000.0,16285000.0,16285000.0,-113824000.0,-113824000.0,129586000.0,-129586000.0,37780998.0,37780998.0,-3.01,-3.01,-113824000.0,-113824000.0,-113824000.0,-113824000.0,-113824000.0,670000.0,-113154000.0,147000.0,147000.0,,,16285000.0,16285000.0,-129586000.0,129586000.0,82192000.0,47394000.0,47394000.0,26003000.0,21391000.0,0.0,0.0,2023-12-31
