ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,treasury_stock
34473905.0,34473905.0,5328000.0,1126238000.0,1126238000.0,1120823000.0,1126238000.0,5328000.0,1126238000.0,1126238000.0,1126238000.0,1126238000.0,-3290000.0,-3290000.0,-564207000.0,1693732000.0,3000.0,3000.0,0.0,37096000.0,3150000.0,104000.0,3046000.0,3046000.0,33946000.0,,2282000.0,2282000.0,31664000.0,29285000.0,2379000.0,2379000.0,1163334000.0,8565000.0,690000.0,7875000.0,-1680000.0,9555000.0,1367000.0,4900000.0,3288000.0,,0.0,1154769000.0,2343000.0,568000.0,,27757000.0,57000.0,57000.0,1124044000.0,875715000.0,248329000.0,2022-12-31,,
37398019.0,37398019.0,4759000.0,1488135000.0,1488135000.0,1482522000.0,1488135000.0,4759000.0,1488135000.0,1488135000.0,1488135000.0,1488135000.0,-1615000.0,-1615000.0,-661781000.0,2151527000.0,4000.0,4000.0,0.0,28033000.0,2796000.0,104000.0,2692000.0,2692000.0,25237000.0,,2067000.0,2067000.0,23170000.0,22694000.0,476000.0,476000.0,1516168000.0,8409000.0,479000.0,7930000.0,,7930000.0,,3721000.0,,4209000.0,0.0,1507759000.0,6932000.0,625000.0,261000.0,25487000.0,0.0,0.0,1474454000.0,911794000.0,562660000.0,2023-03-31,,
37644294.0,37644294.0,15810000.0,1419563000.0,1419563000.0,1413344000.0,1419563000.0,15810000.0,1419563000.0,1419563000.0,1419563000.0,1419563000.0,-3642000.0,-3642000.0,-764944000.0,2188145000.0,4000.0,4000.0,0.0,52540000.0,13937000.0,104000.0,13833000.0,13833000.0,38603000.0,,1977000.0,1977000.0,36626000.0,35524000.0,1102000.0,1102000.0,1472103000.0,20156000.0,539000.0,19617000.0,,19617000.0,,19617000.0,,,,1451947000.0,6693000.0,625000.0,,8119000.0,0.0,0.0,1436510000.0,1172907000.0,263603000.0,2023-06-30,,
37719367.0,37719367.0,15609000.0,1322316000.0,1322316000.0,1316429000.0,1322316000.0,15609000.0,1322316000.0,1322316000.0,1322316000.0,1322316000.0,-2929000.0,-2929000.0,-884063000.0,2209304000.0,4000.0,4000.0,0.0,62781000.0,13813000.0,,13813000.0,13813000.0,48968000.0,104000.0,1796000.0,1796000.0,47068000.0,44129000.0,2939000.0,2939000.0,1385097000.0,19700000.0,382000.0,19318000.0,,19318000.0,,19318000.0,,,,1365397000.0,11492000.0,829000.0,104000.0,11462000.0,0.0,0.0,1341510000.0,1157039000.0,184471000.0,2023-09-30,,
38077525.0,38091829.0,16688000.0,1254235000.0,1254235000.0,1247184000.0,1254235000.0,16688000.0,1254235000.0,1254235000.0,1254235000.0,1254235000.0,211000.0,211000.0,-997887000.0,2256431000.0,4000.0,4000.0,0.0,81974000.0,13845000.0,,13845000.0,13845000.0,68129000.0,16894000.0,2843000.0,2843000.0,48392000.0,41609000.0,6783000.0,6783000.0,1336209000.0,20896000.0,382000.0,20514000.0,-3106000.0,23620000.0,1376000.0,16908000.0,5336000.0,,0.0,1315313000.0,14769000.0,,,37731000.0,0.0,0.0,1262813000.0,1076990000.0,185823000.0,2023-12-31,14304.0,4524000.0
