free_cash_flow,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,stock_based_compensation,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-79047000.0,0.0,-290000.0,248590000.0,628578000.0,-379988000.0,5385000.0,5385000.0,-40000.0,5425000.0,0.0,0.0,-306616000.0,-306616000.0,-306326000.0,164601000.0,-470927000.0,-290000.0,-290000.0,-78757000.0,-78757000.0,-10832000.0,-558000.0,451000.0,-7100000.0,6434000.0,-13534000.0,-13534000.0,-3065000.0,-560000.0,24000.0,12662000.0,0.0,-4680000.0,305000.0,305000.0,-76212000.0,2022-12-31
-101343000.0,437001000.0,-714000.0,562921000.0,248590000.0,314331000.0,442451000.0,442451000.0,-119000.0,5569000.0,437001000.0,437001000.0,-27491000.0,-27491000.0,-26777000.0,293900000.0,-320677000.0,-714000.0,-714000.0,-100629000.0,-100629000.0,-11584000.0,-569000.0,415000.0,-8846000.0,-6943000.0,-1903000.0,-1903000.0,-2319000.0,-265000.0,57000.0,15507000.0,,-7305000.0,327000.0,327000.0,-97574000.0,2023-03-31
-64909000.0,-281000.0,-775000.0,263603000.0,562921000.0,-299318000.0,18396000.0,18396000.0,62000.0,18615000.0,-281000.0,-281000.0,-253580000.0,-253580000.0,-252805000.0,352998000.0,-605803000.0,-775000.0,-775000.0,-64134000.0,-64134000.0,29908000.0,-769000.0,534000.0,13520000.0,12927000.0,593000.0,593000.0,17607000.0,-984000.0,0.0,18003000.0,,-9351000.0,469000.0,469000.0,-103163000.0,2023-06-30
-110626000.0,0.0,-629000.0,184575000.0,263603000.0,-79028000.0,2659000.0,2659000.0,-204000.0,2863000.0,0.0,0.0,28310000.0,28310000.0,28939000.0,396800000.0,-367861000.0,-629000.0,-629000.0,-109997000.0,-109997000.0,1279000.0,-201000.0,-8095000.0,10080000.0,8357000.0,1723000.0,1723000.0,942000.0,-1447000.0,0.0,18296000.0,,-10911000.0,458000.0,458000.0,-119119000.0,2023-09-30
-111858000.0,0.0,-799000.0,185823000.0,184575000.0,1248000.0,19867000.0,19867000.0,57000.0,24334000.0,-4524000.0,0.0,92440000.0,92440000.0,93239000.0,319426000.0,-226187000.0,-799000.0,-799000.0,-111059000.0,-111059000.0,-10076000.0,16370000.0,-645000.0,967000.0,-2967000.0,3934000.0,3934000.0,-27117000.0,349000.0,0.0,22793000.0,,-10399000.0,447000.0,447000.0,-113824000.0,2023-12-31
