tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.300185,871361000.0,,,138804000.0,494673000.0,3649282000.0,871361000.0,376688000.0,-75315000.0,100069000.0,24754000.0,138804000.0,138804000.0,4665628000.0,351934000.0,586826898.0,586826898.0,0.235,0.235,138804000.0,138804000.0,138804000.0,-54778000.0,193582000.0,193582000.0,83037000.0,276619000.0,20760000.0,,,,20760000.0,,-75315000.0,100069000.0,24754000.0,331174000.0,1016346000.0,,62049000.0,954297000.0,1347520000.0,3649282000.0,4996802000.0,4996802000.0,2022-12-31
-2294250.0,0.25,720009000.0,-9177000.0,-9177000.0,86362000.0,437814000.0,3555076000.0,710832000.0,273018000.0,-82572000.0,94653000.0,12081000.0,93244750.0,86362000.0,4461618000.0,260937000.0,586826898.0,586826898.0,0.145,0.145,86362000.0,86362000.0,86362000.0,-47491000.0,133853000.0,133853000.0,44512000.0,178365000.0,18337000.0,3086000.0,3086000.0,,27514000.0,-12263000.0,-82572000.0,94653000.0,12081000.0,242600000.0,906542000.0,68628000.0,55760000.0,782154000.0,1149142000.0,3555076000.0,4704218000.0,4704218000.0,2023-03-31
-33161238.492633,0.293889,927593000.0,-112836000.0,-112836000.0,140359000.0,434000000.0,3628065000.0,814757000.0,380757000.0,-80543000.0,104673000.0,24130000.0,220033761.507367,140359000.0,4404083000.0,356627000.0,,,,,140359000.0,140359000.0,140359000.0,-54587000.0,194946000.0,194946000.0,81138000.0,276084000.0,-64566000.0,-111635000.0,3819000.0,-32015000.0,48270000.0,-1201000.0,-80543000.0,104673000.0,24130000.0,421193000.0,776018000.0,-56401000.0,57184000.0,775235000.0,1197211000.0,3628065000.0,4825276000.0,4825276000.0,2023-06-30
0.0,0.376,803400000.0,-62854000.0,-62854000.0,84351000.0,454032000.0,3707240000.0,803400000.0,349368000.0,-88717000.0,113857000.0,25140000.0,84351000.0,84351000.0,4634644000.0,324228000.0,586826898.0,586826898.0,0.145,0.145,84351000.0,84351000.0,84351000.0,-62710000.0,147061000.0,147061000.0,88450000.0,235511000.0,22635000.0,-67301000.0,-841000.0,-66460000.0,22635000.0,4447000.0,-88717000.0,113857000.0,25140000.0,301593000.0,927404000.0,80573000.0,53041000.0,793790000.0,1228997000.0,3707240000.0,4936237000.0,4936237000.0,2023-09-30
0.0,0.252021,880446000.0,,,187925000.0,425934000.0,3638231000.0,880446000.0,454512000.0,-84591000.0,111457000.0,26866000.0,187925000.0,187925000.0,4354615000.0,427646000.0,,,,,187925000.0,187925000.0,187925000.0,-68673000.0,256598000.0,256598000.0,86457000.0,343055000.0,-205625000.0,,,,23366000.0,,-84591000.0,111457000.0,26866000.0,633271000.0,716384000.0,-194758000.0,65985000.0,845157000.0,1349655000.0,3638231000.0,4987886000.0,4987886000.0,2023-12-31
