free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
-116441000.0,0.0,-250000000.0,50000000.0,-57015000.0,288768000.0,609158000.0,-8945000.0,-311445000.0,-193137000.0,-193137000.0,-14000.0,6877000.0,0.0,0.0,-200000000.0,-200000000.0,-250000000.0,50000000.0,-58882000.0,-58882000.0,-1867000.0,2387000.0,-4254000.0,0.0,0.0,-57015000.0,-57015000.0,-59426000.0,-59426000.0,-383323000.0,164592000.0,-156492000.0,-391423000.0,-279935000.0,6911000.0,14820000.0,1040000.0,1635000.0,1635000.0,142228000.0,142228000.0,114969000.0,114969000.0,27259000.0,39818000.0,493000.0,,39325000.0,117445000.0,2022-12-31
148756000.0,0.0,-350000000.0,180000000.0,-26744000.0,279880000.0,288768000.0,718000.0,-9606000.0,-157064000.0,-157064000.0,-4000.0,12940000.0,0.0,0.0,-170000000.0,-170000000.0,-350000000.0,180000000.0,-28042000.0,-28042000.0,-1298000.0,482000.0,-1780000.0,,,-26744000.0,-26744000.0,175500000.0,175500000.0,-98801000.0,80990000.0,-68186000.0,-111605000.0,-93259000.0,33335000.0,14759000.0,6933000.0,-43823000.0,-43823000.0,145126000.0,145126000.0,,,,1317000.0,383000.0,2253000.0,-1319000.0,116654000.0,2023-03-31
171745000.0,0.0,-230000000.0,50000000.0,-32136000.0,270176000.0,279880000.0,-206000.0,-9498000.0,-172768000.0,-172768000.0,-5000.0,7237000.0,0.0,0.0,-180000000.0,-180000000.0,-230000000.0,50000000.0,-40611000.0,-40611000.0,-3375000.0,0.0,-3375000.0,,,-32136000.0,-32136000.0,203881000.0,203881000.0,-69280000.0,-15724000.0,-97276000.0,43720000.0,52584000.0,10213000.0,16598000.0,1680000.0,-15354000.0,-15354000.0,145059000.0,145059000.0,,,,-633000.0,0.0,1393000.0,-2026000.0,115598000.0,2023-06-30
312415000.0,0.0,-350000000.0,75000000.0,-29100000.0,313065000.0,270176000.0,-4464000.0,47353000.0,-258665000.0,-258665000.0,-5000.0,16340000.0,0.0,0.0,-275000000.0,-275000000.0,-350000000.0,75000000.0,-35497000.0,-35497000.0,-6397000.0,1129000.0,-7526000.0,0.0,0.0,-29100000.0,-29100000.0,341515000.0,341515000.0,56864000.0,93003000.0,20702000.0,-56841000.0,-98421000.0,18722000.0,15946000.0,232000.0,-55310000.0,-55310000.0,146032000.0,146032000.0,,,,-4636000.0,0.0,-311000.0,-4325000.0,163665000.0,2023-09-30
387419000.0,0.0,-335000000.0,65000000.0,-52712000.0,378102000.0,313065000.0,2955000.0,62082000.0,-255546000.0,-255546000.0,-2000.0,14456000.0,0.0,0.0,-270000000.0,-270000000.0,-335000000.0,65000000.0,-122503000.0,-122503000.0,-3125000.0,1005000.0,-4130000.0,-66666000.0,-66666000.0,-52712000.0,-52712000.0,440131000.0,440131000.0,-3607000.0,-23703000.0,-26050000.0,46146000.0,55800000.0,13850000.0,8364000.0,-159000.0,29084000.0,29084000.0,149733000.0,149733000.0,,,,26448000.0,0.0,-928000.0,27376000.0,216418000.0,2023-12-31
299924000.0,,-330000000.0,50000000.0,-27152000.0,396082000.0,378102000.0,-6032000.0,24012000.0,-263699000.0,-263699000.0,-4000.0,16305000.0,,,-280000000.0,-280000000.0,-330000000.0,50000000.0,-39365000.0,-39365000.0,-4382000.0,1005000.0,-5387000.0,-7831000.0,-7831000.0,-27152000.0,-27152000.0,327076000.0,327076000.0,-6560000.0,56485000.0,59932000.0,-122977000.0,-80431000.0,20008000.0,13181000.0,0.0,-35145000.0,-35145000.0,149181000.0,149181000.0,,,,-1027000.0,0.0,,-1027000.0,187438000.0,2024-03-31
