ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
81723555.0,81723555.0,4365419000.0,4829488000.0,-4752366000.0,13152150000.0,538465000.0,-4752366000.0,175301000.0,8497963000.0,13097000000.0,8497963000.0,8497963000.0,1162000.0,-171538000.0,-171538000.0,1821384000.0,6840306000.0,6649000.0,6649000.0,8687315000.0,5996714000.0,25227000.0,13033000.0,13033000.0,239188000.0,988585000.0,988585000.0,4730681000.0,131644000.0,4599037000.0,2690601000.0,961368000.0,1507449000.0,1507449000.0,98807000.0,43657000.0,55150000.0,55150000.0,122977000.0,122977000.0,41783000.0,41783000.0,81194000.0,17185278000.0,13956212000.0,76930000.0,76930000.0,92170000.0,32631000.0,32631000.0,32631000.0,32631000.0,13250329000.0,4278659000.0,8971670000.0,504152000.0,-400173000.0,904325000.0,65167000.0,213778000.0,550776000.0,70880000.0,3724000.0,0.0,3229066000.0,137094000.0,2801491000.0,1021313000.0,48790000.0,1731388000.0,-20562000.0,1751950000.0,290481000.0,1713000.0,288768000.0,2022-12-31
81928422.0,81928422.0,4208804000.0,4621732000.0,-4489691000.0,13142537000.0,530153000.0,-4489691000.0,133048000.0,8653853000.0,13007387000.0,8653853000.0,8653853000.0,1162000.0,-159896000.0,-159896000.0,1938038000.0,6867887000.0,6662000.0,6662000.0,8632671000.0,5733591000.0,46177000.0,,,243813000.0,957019000.0,957019000.0,4486582000.0,133048000.0,4353534000.0,2899080000.0,1029893000.0,1580235000.0,1580235000.0,135150000.0,,135150000.0,135150000.0,153802000.0,153802000.0,68676000.0,68676000.0,85126000.0,17286524000.0,13857291000.0,89406000.0,89406000.0,93688000.0,32052000.0,32052000.0,32052000.0,0.0,13143544000.0,4164410000.0,8979134000.0,498601000.0,,498601000.0,,498601000.0,,,,,3429233000.0,170167000.0,2977533000.0,1117987000.0,56820000.0,1802726000.0,-36149000.0,1838875000.0,281533000.0,1653000.0,279880000.0,2023-03-31
82151049.0,82151049.0,4041910000.0,4441165000.0,-4246936000.0,13108526000.0,607721000.0,-4246936000.0,129079000.0,8796440000.0,13003376000.0,8796440000.0,8796440000.0,1162000.0,-156528000.0,-156528000.0,2053636000.0,6891494000.0,6676000.0,6676000.0,8311220000.0,5551071000.0,39438000.0,,,241410000.0,934208000.0,934208000.0,4336015000.0,129079000.0,4206936000.0,2760149000.0,994883000.0,1573311000.0,1573311000.0,105150000.0,,105150000.0,105150000.0,86805000.0,86805000.0,39885000.0,39885000.0,46920000.0,17107660000.0,13739790000.0,80772000.0,80772000.0,89309000.0,35298000.0,35298000.0,35298000.0,0.0,13043376000.0,4049793000.0,8993583000.0,491035000.0,,491035000.0,,491035000.0,,,,,3367870000.0,152774000.0,2943267000.0,1114135000.0,70021000.0,1759111000.0,-29029000.0,1788140000.0,271829000.0,1653000.0,270176000.0,2023-06-30
82326976.0,82326976.0,3728607000.0,4163096000.0,-3958535000.0,13000706000.0,550187000.0,-3958535000.0,121424000.0,8959034000.0,12870556000.0,8959034000.0,8959034000.0,1162000.0,-190190000.0,-190190000.0,2217301000.0,6924073000.0,6688000.0,6688000.0,8072463000.0,5201466000.0,41661000.0,,,242972000.0,883887000.0,883887000.0,4032946000.0,121424000.0,3911522000.0,2870997000.0,948829000.0,1663183000.0,1663183000.0,130150000.0,,130150000.0,130150000.0,128835000.0,128835000.0,41518000.0,41518000.0,87317000.0,17031497000.0,13610313000.0,83095000.0,83095000.0,93278000.0,41790000.0,41790000.0,41790000.0,41790000.0,12917569000.0,3934673000.0,8982896000.0,474581000.0,,474581000.0,,474581000.0,,,,,3421184000.0,150193000.0,2955972000.0,1063571000.0,42039000.0,1850362000.0,,,315019000.0,1954000.0,313065000.0,2023-09-30
82495086.0,82495086.0,3397487000.0,3938324000.0,-3637197000.0,13016332000.0,585862000.0,-3637197000.0,162735000.0,9240743000.0,12906182000.0,9240743000.0,9240743000.0,1162000.0,-143506000.0,-143506000.0,2433719000.0,6943831000.0,6699000.0,6699000.0,7749120000.0,4923512000.0,31260000.0,14738000.0,14738000.0,186654000.0,899100000.0,899100000.0,3791760000.0,126321000.0,3665439000.0,2825608000.0,878942000.0,1654550000.0,1654550000.0,146564000.0,36414000.0,110150000.0,110150000.0,145552000.0,145552000.0,13968000.0,13968000.0,131584000.0,16989863000.0,13578393000.0,73662000.0,73662000.0,78470000.0,46804000.0,46804000.0,46804000.0,,12877940000.0,3855865000.0,9022075000.0,501517000.0,-419883000.0,921400000.0,55000000.0,196550000.0,596054000.0,70072000.0,3724000.0,0.0,3411470000.0,132105000.0,2899309000.0,1017733000.0,91254000.0,1790322000.0,-31533000.0,1821855000.0,380056000.0,1954000.0,378102000.0,2023-12-31
82683805.0,82683805.0,3103414000.0,3645038000.0,-3334593000.0,12932143000.0,609011000.0,-3334593000.0,145542000.0,9432647000.0,12852381000.0,9432647000.0,9432647000.0,,-166462000.0,-166462000.0,2621157000.0,6971241000.0,6711000.0,6711000.0,7615604000.0,4669660000.0,45988000.0,,,188876000.0,869520000.0,869520000.0,3565276000.0,145542000.0,3419734000.0,2945944000.0,1000760000.0,1709938000.0,1709938000.0,79762000.0,,79762000.0,79762000.0,155484000.0,155484000.0,41905000.0,41905000.0,113579000.0,17048251000.0,13493296000.0,74777000.0,74777000.0,87193000.0,51164000.0,,,51164000.0,12767240000.0,3748939000.0,9018301000.0,512922000.0,,512922000.0,,512922000.0,,,,,3554955000.0,149127000.0,3007791000.0,1069779000.0,75544000.0,1862468000.0,,,398037000.0,1955000.0,396082000.0,2024-03-31
