free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,unrealized_gain_loss_on_investment_securities
59000000.0,0.0,991000000.0,0.0,-88000000.0,2011000000.0,1000000000.0,10000000.0,1001000000.0,956000000.0,956000000.0,-35000000.0,0.0,0.0,991000000.0,991000000.0,0.0,991000000.0,-102000000.0,-102000000.0,-14000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-88000000.0,-88000000.0,147000000.0,147000000.0,-14000000.0,2000000.0,3000000.0,2000000.0,6000000.0,-7000000.0,13000000.0,13000000.0,6000000.0,-8000000.0,-25000000.0,-25000000.0,34000000.0,100000000.0,0.0,17000000.0,17000000.0,106000000.0,106000000.0,49000000.0,49000000.0,57000000.0,43000000.0,0.0,43000000.0,-139000000.0,2022-12-31,
-43000000.0,-500000000.0,,37000000.0,-53000000.0,1494000000.0,2011000000.0,2000000.0,-519000000.0,-473000000.0,-473000000.0,-10000000.0,37000000.0,37000000.0,-500000000.0,-500000000.0,-500000000.0,,-56000000.0,-56000000.0,-3000000.0,,-3000000.0,,,-1000000.0,-1000000.0,-52000000.0,-52000000.0,10000000.0,10000000.0,-195000000.0,-5000000.0,11000000.0,2000000.0,-169000000.0,-123000000.0,-46000000.0,-46000000.0,-17000000.0,-18000000.0,1000000.0,1000000.0,3000000.0,93000000.0,,-17000000.0,-17000000.0,107000000.0,107000000.0,50000000.0,50000000.0,57000000.0,16000000.0,,16000000.0,3000000.0,2023-03-31,
58000000.0,0.0,,0.0,-47000000.0,1553000000.0,1494000000.0,-6000000.0,65000000.0,-3000000.0,-3000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,,-37000000.0,-37000000.0,10000000.0,,-8000000.0,,,0.0,0.0,-47000000.0,-47000000.0,105000000.0,105000000.0,26000000.0,-5000000.0,-26000000.0,2000000.0,154000000.0,152000000.0,2000000.0,2000000.0,11000000.0,-31000000.0,-79000000.0,-79000000.0,36000000.0,106000000.0,,53000000.0,53000000.0,108000000.0,108000000.0,49000000.0,49000000.0,59000000.0,3000000.0,,3000000.0,-234000000.0,2023-06-30,
94000000.0,-735000000.0,,30000000.0,-45000000.0,927000000.0,1553000000.0,-5000000.0,-621000000.0,-707000000.0,-707000000.0,-2000000.0,30000000.0,30000000.0,-735000000.0,-735000000.0,-735000000.0,,-53000000.0,-53000000.0,-8000000.0,0.0,-8000000.0,0.0,0.0,0.0,0.0,-45000000.0,-45000000.0,139000000.0,139000000.0,1000000.0,-3000000.0,10000000.0,2000000.0,-60000000.0,-54000000.0,-6000000.0,-6000000.0,3000000.0,2000000.0,47000000.0,47000000.0,-135000000.0,87000000.0,870000000.0,-78000000.0,-78000000.0,108000000.0,108000000.0,49000000.0,49000000.0,59000000.0,20000000.0,,20000000.0,-755000000.0,2023-09-30,
173000000.0,0.0,,0.0,-51000000.0,1048000000.0,927000000.0,9000000.0,112000000.0,-27000000.0,-27000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,,-85000000.0,-85000000.0,-5000000.0,-18000000.0,13000000.0,-29000000.0,-29000000.0,0.0,0.0,-51000000.0,-51000000.0,224000000.0,224000000.0,78000000.0,-3000000.0,4000000.0,-1000000.0,46000000.0,40000000.0,6000000.0,6000000.0,14000000.0,27000000.0,-9000000.0,-9000000.0,57000000.0,94000000.0,50000000.0,9000000.0,9000000.0,109000000.0,109000000.0,49000000.0,49000000.0,60000000.0,1000000.0,,1000000.0,-175000000.0,2023-12-31,1000000.0
