tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.235,1908000000.0,0.0,0.0,-1798000000.0,2755000000.0,115613000000.0,1908000000.0,-847000000.0,-500000000.0,584000000.0,84000000.0,-1798000000.0,-1798000000.0,150118000000.0,2695000000.0,2711000000.0,2711000000.0,-0.66,-0.66,-1798000000.0,-1798000000.0,-1798000000.0,-31000000.0,-1767000000.0,-1767000000.0,336000000.0,-1431000000.0,-3626000000.0,-3626000000.0,0.0,-500000000.0,584000000.0,84000000.0,2695000000.0,34505000000.0,34505000000.0,37200000000.0,115613000000.0,152813000000.0,152813000000.0,2022-10-31
0.0,0.34745,12323000000.0,0.0,0.0,6275000000.0,2811000000.0,125423000000.0,12323000000.0,9512000000.0,-507000000.0,610000000.0,103000000.0,6275000000.0,6275000000.0,158487000000.0,5561000000.0,2707000000.0,2696000000.0,2.32,2.33,6275000000.0,6275000000.0,6275000000.0,466000000.0,5809000000.0,5809000000.0,3093000000.0,8902000000.0,3848000000.0,3848000000.0,0.0,-507000000.0,610000000.0,103000000.0,5561000000.0,33064000000.0,33064000000.0,38625000000.0,125423000000.0,164048000000.0,164048000000.0,2023-01-31
0.0,0.295,6197000000.0,,,1673000000.0,2845000000.0,115284000000.0,6197000000.0,3352000000.0,-557000000.0,664000000.0,107000000.0,1673000000.0,1673000000.0,146061000000.0,6240000000.0,2704000000.0,2694000000.0,0.62,0.62,1673000000.0,1673000000.0,1673000000.0,-223000000.0,1896000000.0,1896000000.0,792000000.0,2688000000.0,-2995000000.0,-2995000000.0,,-557000000.0,664000000.0,107000000.0,6240000000.0,30777000000.0,30777000000.0,37017000000.0,115284000000.0,152301000000.0,152301000000.0,2023-04-30
0.0,0.249,14274000000.0,,,7891000000.0,2905000000.0,121850000000.0,14274000000.0,11369000000.0,-494000000.0,642000000.0,148000000.0,7891000000.0,7891000000.0,154316000000.0,7316000000.0,2703000000.0,2693000000.0,2.92,2.93,7891000000.0,7891000000.0,7891000000.0,-162000000.0,8053000000.0,8053000000.0,2674000000.0,10727000000.0,3905000000.0,3905000000.0,,-494000000.0,642000000.0,148000000.0,7316000000.0,32466000000.0,32466000000.0,39782000000.0,121850000000.0,161632000000.0,161632000000.0,2023-07-31
0.0,0.297,4583000000.0,,,453000000.0,2986000000.0,121183000000.0,4583000000.0,1597000000.0,-537000000.0,682000000.0,145000000.0,453000000.0,453000000.0,154602000000.0,6202000000.0,2703000000.0,2693000000.0,0.17,0.17,453000000.0,453000000.0,453000000.0,-190000000.0,643000000.0,643000000.0,272000000.0,915000000.0,-4750000000.0,-4750000000.0,,-537000000.0,682000000.0,145000000.0,6202000000.0,33419000000.0,33419000000.0,39621000000.0,121183000000.0,160804000000.0,160804000000.0,2023-10-31
0.0,0.244746,11330000000.0,,,5494000000.0,3117000000.0,131825000000.0,11330000000.0,8213000000.0,-549000000.0,695000000.0,146000000.0,5494000000.0,5494000000.0,166134000000.0,7254000000.0,2701000000.0,2690000000.0,2.03,2.04,5494000000.0,5494000000.0,5494000000.0,-184000000.0,5678000000.0,5678000000.0,1840000000.0,7518000000.0,813000000.0,813000000.0,,-549000000.0,695000000.0,146000000.0,7254000000.0,34309000000.0,34309000000.0,41563000000.0,131825000000.0,173388000000.0,173388000000.0,2024-01-31
