treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
4009306.0,3330142429.0,3334151735.0,,42234000000.0,20199000000.0,167744000000.0,28183000000.0,20199000000.0,9304000000.0,134814000000.0,161760000000.0,133304000000.0,-1510000000.0,134814000000.0,8201000000.0,8201000000.0,85210000000.0,24731000000.0,16672000000.0,16672000000.0,216233000000.0,70613000000.0,745000000.0,27361000000.0,27361000000.0,4784000000.0,4784000000.0,33764000000.0,6818000000.0,26946000000.0,3959000000.0,145620000000.0,9962000000.0,42251000000.0,42251000000.0,8470000000.0,2486000000.0,5984000000.0,5984000000.0,7629000000.0,77308000000.0,36231000000.0,335000000.0,41077000000.0,2640000000.0,38437000000.0,349537000000.0,175734000000.0,19394000000.0,19394000000.0,415000000.0,19204000000.0,18077000000.0,18077000000.0,,1127000000.0,1127000000.0,114615000000.0,30045000000.0,84570000000.0,22106000000.0,-45235000000.0,67341000000.0,15499000000.0,973000000.0,38523000000.0,4823000000.0,7523000000.0,0.0,173803000000.0,,1121000000.0,2979000000.0,45846000000.0,14376000000.0,14597000000.0,16873000000.0,76772000000.0,12082000000.0,11322000000.0,4955000000.0,48413000000.0,-2492000000.0,50905000000.0,47085000000.0,8736000000.0,38349000000.0,18603000000.0,19746000000.0,2022-12-31
4000000.0,3330000000.0,3334000000.0,,42780000000.0,13436000000.0,161140000000.0,20118000000.0,13436000000.0,9036000000.0,127396000000.0,149563000000.0,125832000000.0,-1564000000.0,127396000000.0,,,,,,,219826000000.0,65192000000.0,716000000.0,26791000000.0,26791000000.0,4986000000.0,4986000000.0,28580000000.0,6413000000.0,22167000000.0,4119000000.0,154634000000.0,49064000000.0,47916000000.0,47916000000.0,14200000000.0,2623000000.0,11577000000.0,11577000000.0,6422000000.0,37032000000.0,,,37032000000.0,2478000000.0,34554000000.0,345658000000.0,170906000000.0,20570000000.0,20570000000.0,,14746000000.0,13630000000.0,12743000000.0,887000000.0,1116000000.0,,113960000000.0,29402000000.0,84558000000.0,21630000000.0,,21630000000.0,,,21630000000.0,,,,174752000000.0,7784000000.0,,,46217000000.0,,,,77359000000.0,19944000000.0,7239000000.0,,50176000000.0,,,43392000000.0,9259000000.0,34133000000.0,,,2023-03-31
14000000.0,3330000000.0,3344000000.0,11499000000.0,42536000000.0,14120000000.0,167699000000.0,15112000000.0,14120000000.0,8706000000.0,133869000000.0,157345000000.0,132355000000.0,-1514000000.0,133869000000.0,,,,,,,211003000000.0,63289000000.0,788000000.0,22785000000.0,22785000000.0,4887000000.0,4887000000.0,29566000000.0,6090000000.0,23476000000.0,5263000000.0,147714000000.0,45637000000.0,44237000000.0,44237000000.0,12970000000.0,2616000000.0,10354000000.0,10354000000.0,6742000000.0,38128000000.0,,,38128000000.0,2665000000.0,35463000000.0,343358000000.0,180532000000.0,22443000000.0,22443000000.0,,17156000000.0,15963000000.0,14389000000.0,1574000000.0,1193000000.0,,119749000000.0,30681000000.0,89068000000.0,21184000000.0,,21184000000.0,,,21184000000.0,,,,162826000000.0,,,,47382000000.0,,,,77591000000.0,21364000000.0,7036000000.0,,49191000000.0,,,37853000000.0,15522000000.0,22331000000.0,,,2023-06-30
14000000.0,3330000000.0,3344000000.0,11975000000.0,47106000000.0,20124000000.0,145666000000.0,14029000000.0,20124000000.0,8231000000.0,106791000000.0,126894000000.0,105435000000.0,-1356000000.0,106791000000.0,,,,,,,200914000000.0,54495000000.0,812000000.0,18385000000.0,18385000000.0,4343000000.0,4343000000.0,25765000000.0,5662000000.0,20103000000.0,5190000000.0,146419000000.0,43841000000.0,41234000000.0,41234000000.0,21341000000.0,2569000000.0,18772000000.0,18772000000.0,6345000000.0,33658000000.0,,,33658000000.0,3029000000.0,30629000000.0,306349000000.0,145901000000.0,22185000000.0,22185000000.0,,16971000000.0,15826000000.0,7539000000.0,8287000000.0,1145000000.0,,86667000000.0,29950000000.0,56717000000.0,20078000000.0,,20078000000.0,,,20078000000.0,,,,160448000000.0,,,,44603000000.0,,,,68223000000.0,18686000000.0,6522000000.0,,43015000000.0,,,47622000000.0,20722000000.0,26900000000.0,3700000000.0,23200000000.0,2023-09-30
14009306.0,3330142429.0,3344151735.0,11683000000.0,54328000000.0,18384000000.0,145546000000.0,25589000000.0,18384000000.0,7455000000.0,98673000000.0,127891000000.0,97408000000.0,-1265000000.0,98673000000.0,6759000000.0,6759000000.0,50461000000.0,24731000000.0,16722000000.0,16722000000.0,199628000000.0,70229000000.0,755000000.0,26229000000.0,26229000000.0,3880000000.0,3880000000.0,34438000000.0,5220000000.0,29218000000.0,4927000000.0,129399000000.0,10252000000.0,34416000000.0,34416000000.0,19890000000.0,2235000000.0,17655000000.0,17655000000.0,6779000000.0,58062000000.0,26733000000.0,439000000.0,31329000000.0,3561000000.0,27768000000.0,297036000000.0,142048000000.0,22375000000.0,22375000000.0,,20869000000.0,19719000000.0,19719000000.0,,1150000000.0,1150000000.0,80289000000.0,27345000000.0,52944000000.0,18515000000.0,-47715000000.0,66230000000.0,15618000000.0,1058000000.0,37697000000.0,4521000000.0,7336000000.0,0.0,154988000000.0,,1851000000.0,2680000000.0,36073000000.0,,11851000000.0,24222000000.0,64040000000.0,11254000000.0,10571000000.0,,42215000000.0,,,50344000000.0,15154000000.0,35190000000.0,17504000000.0,17686000000.0,2023-12-31
12184543.0,3331967192.0,3344151735.0,9318000000.0,48701000000.0,24720000000.0,150303000000.0,26879000000.0,24720000000.0,7535000000.0,109137000000.0,141812000000.0,107639000000.0,-1498000000.0,109137000000.0,,,,,,,191884000000.0,67586000000.0,839000000.0,20841000000.0,20841000000.0,3999000000.0,3999000000.0,37955000000.0,5280000000.0,32675000000.0,3952000000.0,124298000000.0,35786000000.0,42538000000.0,42538000000.0,10746000000.0,2255000000.0,8491000000.0,8491000000.0,6113000000.0,29115000000.0,,,29115000000.0,3810000000.0,25305000000.0,299523000000.0,148346000000.0,23291000000.0,23291000000.0,,22292000000.0,21119000000.0,21119000000.0,,1173000000.0,,84417000000.0,28197000000.0,56220000000.0,18346000000.0,,18346000000.0,,,18346000000.0,,,,151177000000.0,,,,34564000000.0,,,,72100000000.0,19765000000.0,6089000000.0,,46246000000.0,,,44513000000.0,12665000000.0,31848000000.0,,,2024-03-31
