free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,interest_paid_cff,cash_dividends_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,interest_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,sale_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,dividends_received_cfi
20161000000.0,1094000000.0,,81000000.0,-3099000000.0,6259000000.0,9093000000.0,-267000000.0,-2567000000.0,583000000.0,583000000.0,-592000000.0,0.0,81000000.0,81000000.0,1094000000.0,1293000000.0,1293000000.0,-199000000.0,-199000000.0,,-26410000000.0,-26410000000.0,161000000.0,-23480000000.0,17219000000.0,-40699000000.0,0.0,0.0,8000000.0,8000000.0,-3099000000.0,23260000000.0,23259000000.0,-2376000000.0,8756000000.0,1633000000.0,2763000000.0,2763000000.0,2448000000.0,1912000000.0,146000000.0,113000000.0,-245000000.0,37000000.0,-2598000000.0,3875000000.0,3875000000.0,3271000000.0,3271000000.0,1026000000.0,1026000000.0,2245000000.0,-190000000.0,-60000000.0,-130000000.0,12471000000.0,2022-12-31,
15931000000.0,-4130000000.0,,221000000.0,-3748000000.0,5779000000.0,6259000000.0,-88000000.0,-392000000.0,-4298000000.0,-4298000000.0,-389000000.0,0.0,221000000.0,221000000.0,-4130000000.0,-3813000000.0,-3813000000.0,-317000000.0,-317000000.0,,-15773000000.0,-15773000000.0,222000000.0,-12273000000.0,36191000000.0,-48464000000.0,0.0,0.0,26000000.0,26000000.0,-3748000000.0,19679000000.0,19680000000.0,-3698000000.0,2478000000.0,4588000000.0,-384000000.0,-384000000.0,-4212000000.0,2486000000.0,-121000000.0,21000000.0,-553000000.0,99000000.0,5409000000.0,3663000000.0,3663000000.0,3189000000.0,3189000000.0,,,,-400000000.0,-76000000.0,-464000000.0,9592000000.0,2023-03-31,
-921000000.0,-4791000000.0,3800000000.0,79000000.0,-12171000000.0,7228000000.0,5779000000.0,-89000000.0,1538000000.0,-1476000000.0,-1476000000.0,-564000000.0,0.0,79000000.0,79000000.0,-991000000.0,-679000000.0,-679000000.0,-312000000.0,-4112000000.0,3800000000.0,-8236000000.0,-8236000000.0,361000000.0,3555000000.0,33164000000.0,-29609000000.0,,,19000000.0,19000000.0,-12171000000.0,11250000000.0,11250000000.0,-2384000000.0,-8174000000.0,-1113000000.0,2224000000.0,2224000000.0,-4638000000.0,-4647000000.0,42000000.0,108000000.0,-727000000.0,37000000.0,921000000.0,4438000000.0,4438000000.0,3569000000.0,3569000000.0,1287000000.0,1287000000.0,2282000000.0,-605000000.0,-43000000.0,-554000000.0,14025000000.0,2023-06-30,
13987000000.0,-587000000.0,0.0,686000000.0,-3939000000.0,13535000000.0,7228000000.0,-66000000.0,6373000000.0,-7036000000.0,-7036000000.0,-487000000.0,-6648000000.0,686000000.0,686000000.0,-587000000.0,-375000000.0,-375000000.0,-212000000.0,-212000000.0,0.0,-4517000000.0,-4517000000.0,236000000.0,-1748000000.0,38651000000.0,-40399000000.0,,,468000000.0,468000000.0,-3939000000.0,17926000000.0,17926000000.0,-6102000000.0,2609000000.0,-2369000000.0,2344000000.0,2344000000.0,-4702000000.0,7336000000.0,-366000000.0,103000000.0,-800000000.0,100000000.0,563000000.0,4334000000.0,4334000000.0,3789000000.0,3789000000.0,,,,-1104000000.0,-42000000.0,-625000000.0,14800000000.0,2023-09-30,
-305000000.0,697000000.0,0.0,9000000.0,-5042000000.0,7535000000.0,13535000000.0,161000000.0,-6161000000.0,5282000000.0,5282000000.0,-542000000.0,0.0,9000000.0,9000000.0,5815000000.0,6172000000.0,,-357000000.0,-357000000.0,0.0,-16180000000.0,-16180000000.0,313000000.0,-11963000000.0,23203000000.0,-35166000000.0,0.0,0.0,524000000.0,524000000.0,-5042000000.0,4737000000.0,4737000000.0,-6027000000.0,-11855000000.0,1784000000.0,390000000.0,390000000.0,-5203000000.0,-8826000000.0,-189000000.0,99000000.0,-840000000.0,127000000.0,1109000000.0,4468000000.0,4468000000.0,3770000000.0,3770000000.0,,,,286000000.0,-27000000.0,784000000.0,13789000000.0,2023-12-31,0.0
