free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,excess_tax_benefit_from_stock_based_compensation,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,amortization_cash_flow,amortization_of_intangibles,depreciation
126746000.0,-49999000.0,-560819000.0,561130000.0,-95634000.0,653463000.0,629198000.0,10096000.0,14169000.0,-180933000.0,-180933000.0,-2878000.0,-1933000.0,-126434000.0,,-49999000.0,-49999000.0,311000.0,311000.0,-560819000.0,561130000.0,-27278000.0,-27278000.0,,,-93864000.0,984000.0,-94848000.0,-91855000.0,3779000.0,-95634000.0,222380000.0,222380000.0,-134882000.0,,10285000.0,-17461000.0,87997000.0,87997000.0,0.0,0.0,251976000.0,2022-12-31,,,
109407000.0,-67501000.0,-652138000.0,693400000.0,-88100000.0,651183000.0,653463000.0,3262000.0,-5542000.0,-157813000.0,-157813000.0,-4118000.0,-1265000.0,-126191000.0,-126191000.0,-67501000.0,-67501000.0,41262000.0,41262000.0,-652138000.0,693400000.0,-45236000.0,-45236000.0,80482000.0,80482000.0,-39589000.0,,-39589000.0,-86129000.0,1971000.0,-88100000.0,197507000.0,197507000.0,-201727000.0,-584000.0,8646000.0,,87215000.0,87215000.0,,,303957000.0,2023-03-31,,,
142260000.0,-67348000.0,-950000000.0,975357000.0,-117236000.0,530105000.0,651183000.0,247000.0,-121325000.0,-199937000.0,-199937000.0,-2318000.0,-21890000.0,-133738000.0,-133738000.0,-67348000.0,-67348000.0,25357000.0,25357000.0,-950000000.0,975357000.0,-180884000.0,-180884000.0,0.0,0.0,-66439000.0,,-66439000.0,-114445000.0,2791000.0,-117236000.0,259496000.0,259496000.0,-198323000.0,-5847000.0,28299000.0,,90873000.0,90873000.0,,,344494000.0,2023-06-30,,,
480921000.0,-37498000.0,-942481000.0,875125000.0,-144522000.0,654637000.0,530105000.0,-12333000.0,136865000.0,-241269000.0,-241269000.0,-2390000.0,-534000.0,-133491000.0,-133491000.0,-37498000.0,-37498000.0,-67356000.0,-67356000.0,-942481000.0,875125000.0,-247309000.0,-247309000.0,0.0,0.0,-105364000.0,,-105364000.0,-141945000.0,2577000.0,-144522000.0,625443000.0,625443000.0,180329000.0,-339000.0,10395000.0,,83860000.0,83860000.0,,,351198000.0,2023-09-30,,,
190347000.0,-89126000.0,-693340000.0,1225250000.0,-162817000.0,1102007000.0,654637000.0,19711000.0,427659000.0,306858000.0,306858000.0,-2216000.0,-456000.0,-133254000.0,-133254000.0,-89126000.0,-89126000.0,531910000.0,531910000.0,-693340000.0,1225250000.0,-232363000.0,-232363000.0,0.0,0.0,-87306000.0,,-98060000.0,-145057000.0,17760000.0,-162817000.0,353164000.0,353164000.0,-69436000.0,,9886000.0,,88581000.0,88581000.0,,,316875000.0,2023-12-31,,,
202616000.0,-37500000.0,-660000.0,14000.0,-115690000.0,1049588000.0,1102007000.0,-17058000.0,-35361000.0,-175223000.0,-175223000.0,-2231000.0,-2211000.0,-132635000.0,-132635000.0,-37500000.0,-37500000.0,-646000.0,-646000.0,-660000.0,14000.0,-178444000.0,-178444000.0,0.0,0.0,-131216000.0,3381000.0,-134597000.0,-47228000.0,68462000.0,-115690000.0,318306000.0,318306000.0,-26301000.0,-3461000.0,8564000.0,,90610000.0,90610000.0,,,248894000.0,2024-03-31,34100000.0,34100000.0,56510000.0
