ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
140941649.0,140941649.0,2675360000.0,4164842000.0,-610260000.0,7119186000.0,1130629000.0,-610260000.0,836019000.0,3790363000.0,6867157000.0,3804447000.0,14084000.0,3790363000.0,-1032542000.0,-1032542000.0,4541640000.0,140324000.0,140941000.0,140941000.0,0.0,12690932000.0,5004822000.0,502967000.0,197879000.0,197879000.0,391163000.0,391163000.0,3912813000.0,836019000.0,3076794000.0,7686110000.0,1851340000.0,252029000.0,252029000.0,5582741000.0,5582741000.0,126191000.0,5456550000.0,16495379000.0,7678640000.0,847325000.0,4400623000.0,1812510000.0,2588113000.0,2430692000.0,-1435677000.0,3866369000.0,1104678000.0,1811060000.0,834786000.0,115845000.0,0.0,8816739000.0,1532759000.0,4441649000.0,4441649000.0,2188868000.0,2188868000.0,-54000000.0,2242868000.0,653463000.0,653463000.0,2022-12-31,
140545475.0,140545475.0,2733462000.0,4228819000.0,-463686000.0,7310849000.0,1266907000.0,-463686000.0,844174000.0,3926204000.0,7020523000.0,3939636000.0,13432000.0,3926204000.0,-1006801000.0,-1006801000.0,4644770000.0,147690000.0,140545000.0,140545000.0,0.0,12967896000.0,5050372000.0,521801000.0,198552000.0,198552000.0,391526000.0,391526000.0,3938493000.0,844174000.0,3094319000.0,7917524000.0,1816327000.0,290326000.0,290326000.0,5810871000.0,5810871000.0,133737000.0,5677134000.0,16907532000.0,7723101000.0,838663000.0,4389890000.0,1790120000.0,2599770000.0,2494548000.0,-1476073000.0,3970621000.0,3970621000.0,,,,,9184431000.0,1532810000.0,4579590000.0,4579590000.0,2420848000.0,2420848000.0,-56236000.0,2477084000.0,651183000.0,651183000.0,2023-03-31,
140467550.0,140467550.0,2873663000.0,4266317000.0,-334198000.0,7474979000.0,1183912000.0,-334198000.0,862549000.0,4071211000.0,7057349000.0,4085794000.0,14583000.0,4071211000.0,-1011857000.0,-1011857000.0,4788852000.0,153748000.0,140468000.0,140468000.0,0.0,12855841000.0,4956047000.0,511776000.0,197783000.0,197783000.0,397801000.0,397801000.0,3848687000.0,862549000.0,2986138000.0,7899794000.0,1778107000.0,417630000.0,417630000.0,5704057000.0,5704057000.0,133491000.0,5570566000.0,16941635000.0,7857929000.0,868623000.0,4405409000.0,1778378000.0,2627031000.0,2583897000.0,-1509715000.0,4093612000.0,4093612000.0,,,,,9083706000.0,1486556000.0,4512874000.0,4512874000.0,2554171000.0,2554171000.0,-60480000.0,2614651000.0,530105000.0,530105000.0,2023-06-30,
140234786.0,140234786.0,2662828000.0,4236935000.0,-206014000.0,7503578000.0,1229515000.0,-206014000.0,919470000.0,4186113000.0,7149561000.0,4201275000.0,15162000.0,4186113000.0,-1087262000.0,-1087262000.0,4969538000.0,163602000.0,140235000.0,140235000.0,0.0,12820623000.0,5020264000.0,527816000.0,198180000.0,198180000.0,411350000.0,411350000.0,3882918000.0,919470000.0,2963448000.0,7800359000.0,1826709000.0,354017000.0,354017000.0,5619633000.0,5619633000.0,133254000.0,5486379000.0,17021898000.0,7992024000.0,888831000.0,4392127000.0,1754977000.0,2637150000.0,2711066000.0,-1532480000.0,4243546000.0,4243546000.0,,,,,9029874000.0,1497677000.0,4482773000.0,4482773000.0,2394787000.0,2394787000.0,-61499000.0,2456286000.0,654637000.0,654637000.0,2023-09-30,
139567071.0,139567071.0,2804221000.0,4886166000.0,-126547000.0,8307275000.0,1778743000.0,-126547000.0,979938000.0,4401047000.0,7951977000.0,4416985000.0,15938000.0,4401047000.0,-976872000.0,-976872000.0,5065327000.0,173025000.0,139567000.0,139567000.0,0.0,13551469000.0,5724360000.0,536174000.0,219644000.0,219644000.0,437674000.0,437674000.0,4530868000.0,979938000.0,3550930000.0,7827109000.0,1839640000.0,355298000.0,355298000.0,5632171000.0,5632171000.0,132635000.0,5499536000.0,17968454000.0,8362602000.0,949481000.0,4527594000.0,1792913000.0,2734681000.0,2885527000.0,-1592658000.0,4478185000.0,1268742000.0,2212237000.0,901341000.0,95865000.0,0.0,9605852000.0,1603728000.0,4676686000.0,4676686000.0,2223431000.0,2223431000.0,-57000000.0,2280431000.0,1102007000.0,1102007000.0,2023-12-31,0.0
139335342.0,139335342.0,2825077000.0,4945127000.0,-106823000.0,8277042000.0,1166819000.0,-106823000.0,1070462000.0,4402377000.0,7431987000.0,4417176000.0,14799000.0,4402377000.0,-1053904000.0,-1053904000.0,5137597000.0,179349000.0,139335000.0,139335000.0,0.0,13919337000.0,5279851000.0,507533000.0,219791000.0,219791000.0,452455000.0,452455000.0,4100072000.0,1070462000.0,3029610000.0,8639486000.0,1929301000.0,845055000.0,845055000.0,5865130000.0,5865130000.0,139385000.0,5725745000.0,18336513000.0,8530208000.0,992013000.0,4509200000.0,1772359000.0,2736841000.0,3028995000.0,-1620069000.0,4649064000.0,4649064000.0,,,,,9806305000.0,1595566000.0,4736108000.0,4736108000.0,2425043000.0,2425043000.0,-60326000.0,2485369000.0,1049588000.0,1049588000.0,2024-03-31,
