free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_receivables,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
493000000.0,,-138000000.0,86000000.0,234000000.0,50000000.0,633000000.0,0.0,444000000.0,-1000000.0,190000000.0,3620000000.0,3620000000.0,1141000000.0,-296000000.0,-296000000.0,,,-52000000.0,0.0,0.0,0.0,-52000000.0,-138000000.0,86000000.0,-3923000000.0,-3923000000.0,-259000000.0,-1835000000.0,4916000000.0,-6751000000.0,0.0,0.0,0.0,493000000.0,493000000.0,-286000000.0,24000000.0,-302000000.0,1243000000.0,14000000.0,-34000000.0,83000000.0,13000000.0,70000000.0,0.0,-527000000.0,2022-12-31
301000000.0,,-142000000.0,39000000.0,83000000.0,4000000.0,524000000.0,,633000000.0,2000000.0,-111000000.0,1065000000.0,1065000000.0,1759000000.0,-149000000.0,-149000000.0,,,-103000000.0,,,,-103000000.0,-142000000.0,39000000.0,-1477000000.0,-1477000000.0,145000000.0,-500000000.0,5031000000.0,-5531000000.0,32000000.0,32000000.0,0.0,301000000.0,301000000.0,112000000.0,13000000.0,-220000000.0,467000000.0,,105000000.0,70000000.0,-22000000.0,89000000.0,3000000.0,-453000000.0,2023-03-31
1271000000.0,,-148000000.0,107000000.0,222000000.0,,788000000.0,,524000000.0,1000000.0,263000000.0,-1595000000.0,-1595000000.0,1279000000.0,-551000000.0,-551000000.0,,,-41000000.0,,,,-41000000.0,-148000000.0,107000000.0,587000000.0,587000000.0,-7000000.0,1349000000.0,5596000000.0,-4247000000.0,-5000000.0,0.0,-5000000.0,1271000000.0,1271000000.0,179000000.0,95000000.0,398000000.0,5000000.0,,134000000.0,202000000.0,20000000.0,241000000.0,-59000000.0,751000000.0,2023-06-30
1018000000.0,-46000000.0,-584000000.0,552000000.0,-17000000.0,,581000000.0,,788000000.0,0.0,-169000000.0,1190000000.0,1190000000.0,1180000000.0,-146000000.0,-146000000.0,-46000000.0,-46000000.0,-32000000.0,-500000000.0,-500000000.0,0.0,468000000.0,-84000000.0,552000000.0,-2377000000.0,-2377000000.0,-92000000.0,-1727000000.0,3485000000.0,-5212000000.0,0.0,0.0,0.0,1018000000.0,1018000000.0,-778000000.0,481000000.0,385000000.0,-378000000.0,,107000000.0,-22000000.0,16000000.0,-39000000.0,1000000.0,2069000000.0,2023-09-30
767000000.0,-252000000.0,-911000000.0,763000000.0,295000000.0,,628000000.0,35000000.0,581000000.0,0.0,12000000.0,1454000000.0,1454000000.0,984000000.0,-876000000.0,-876000000.0,-252000000.0,-252000000.0,-148000000.0,-750000000.0,-750000000.0,0.0,602000000.0,-161000000.0,763000000.0,-2209000000.0,-2209000000.0,364000000.0,-2746000000.0,4084000000.0,-6830000000.0,715000000.0,715000000.0,0.0,767000000.0,767000000.0,1288000000.0,280000000.0,-679000000.0,1355000000.0,49000000.0,20000000.0,-614000000.0,-6000000.0,13000000.0,-621000000.0,-1331000000.0,2023-12-31
