tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
0.0,0.323492,0.0,0.0,-566000000.0,-34000000.0,-602000000.0,-177000000.0,177000000.0,,-566000000.0,-566000000.0,4573000000.0,,,,,-566000000.0,-566000000.0,-566000000.0,-39000000.0,-527000000.0,-527000000.0,-252000000.0,-779000000.0,111000000.0,0.0,0.0,-177000000.0,177000000.0,,582000000.0,582000000.0,582000000.0,3794000000.0,3794000000.0,2022-12-31
-969000.0,0.323,-3000000.0,-3000000.0,-459000000.0,105000000.0,-497000000.0,-172000000.0,172000000.0,562000000.0,-456969000.0,-459000000.0,4788000000.0,650800000.0,650800000.0,-0.7,-0.7,-459000000.0,-459000000.0,-459000000.0,-6000000.0,-453000000.0,-453000000.0,-216000000.0,-669000000.0,106000000.0,-3000000.0,3000000.0,-172000000.0,172000000.0,53000000.0,582000000.0,582000000.0,582000000.0,4119000000.0,4119000000.0,2023-03-31
10384000.0,0.176,59000000.0,59000000.0,771000000.0,134000000.0,1045000000.0,-134000000.0,134000000.0,564000000.0,722384000.0,771000000.0,5116000000.0,652200000.0,650700000.0,1.18,1.18,771000000.0,771000000.0,771000000.0,20000000.0,751000000.0,751000000.0,160000000.0,911000000.0,111000000.0,59000000.0,-59000000.0,-134000000.0,134000000.0,8000000.0,604000000.0,604000000.0,604000000.0,6027000000.0,6027000000.0,2023-06-30
-159000.0,0.159,-1000000.0,-1000000.0,2101000000.0,107000000.0,2596000000.0,-135000000.0,135000000.0,580000000.0,2101841000.0,2101000000.0,3512000000.0,641000000.0,639000000.0,3.28,3.29,2101000000.0,2101000000.0,2101000000.0,32000000.0,2069000000.0,2069000000.0,392000000.0,2461000000.0,107000000.0,-1000000.0,1000000.0,-135000000.0,135000000.0,50000000.0,611000000.0,611000000.0,611000000.0,5973000000.0,5973000000.0,2023-09-30
152167895.632445,0.245037,621000000.0,621000000.0,-1309000000.0,20000000.0,-1624000000.0,-139000000.0,139000000.0,604000000.0,-1777832104.367555,-1309000000.0,4684000000.0,,,,,-1309000000.0,-1309000000.0,-1309000000.0,22000000.0,-1331000000.0,-1331000000.0,-432000000.0,-1763000000.0,93000000.0,621000000.0,-621000000.0,-139000000.0,139000000.0,45000000.0,563000000.0,563000000.0,563000000.0,2921000000.0,2921000000.0,2023-12-31
