tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.261186,204300000.0,0.0,0.0,132100000.0,13200000.0,58800000.0,204300000.0,191100000.0,8500000.0,12300000.0,20800000.0,132100000.0,132100000.0,315900000.0,175600000.0,49400000.0,45800000.0,2.67,2.88,132100000.0,132100000.0,132100000.0,132100000.0,132100000.0,46700000.0,178800000.0,-5300000.0,-5300000.0,0.0,0.0,8500000.0,12300000.0,20800000.0,175600000.0,257100000.0,93900000.0,163200000.0,23000000.0,140200000.0,89300000.0,50900000.0,432700000.0,58800000.0,491500000.0,501500000.0,2022-12-31
0.0,0.17,319000000.0,0.0,0.0,240900000.0,13300000.0,52300000.0,319000000.0,305700000.0,15400000.0,13800000.0,29200000.0,240900000.0,240900000.0,222500000.0,284400000.0,49600000.0,46300000.0,4.86,5.2,240900000.0,240900000.0,240900000.0,240900000.0,240900000.0,51000000.0,291900000.0,-7900000.0,-7900000.0,0.0,0.0,15400000.0,13800000.0,29200000.0,284400000.0,170200000.0,82900000.0,87300000.0,16900000.0,70400000.0,83700000.0,-13300000.0,454600000.0,52300000.0,506900000.0,506900000.0,2023-03-31
0.0,0.22673,362900000.0,0.0,0.0,259200000.0,12900000.0,64100000.0,362900000.0,350000000.0,22400000.0,14800000.0,37200000.0,259200000.0,259200000.0,283100000.0,313400000.0,49500000.0,46900000.0,5.24,5.53,259200000.0,259200000.0,259200000.0,259200000.0,259200000.0,76000000.0,335200000.0,-600000.0,-600000.0,0.0,0.0,22400000.0,14800000.0,37200000.0,313400000.0,219000000.0,89000000.0,130000000.0,20100000.0,109900000.0,102000000.0,7900000.0,532400000.0,64100000.0,596500000.0,596500000.0,2023-06-30
0.0,0.239341,380700000.0,0.0,0.0,267600000.0,13300000.0,70100000.0,380700000.0,367400000.0,29700000.0,15600000.0,45300000.0,267600000.0,267600000.0,282400000.0,327000000.0,49700000.0,46900000.0,5.38,5.71,267600000.0,267600000.0,267600000.0,267600000.0,267600000.0,84200000.0,351800000.0,-4900000.0,-4900000.0,0.0,0.0,29700000.0,15600000.0,45300000.0,327000000.0,212300000.0,84700000.0,127600000.0,20700000.0,106900000.0,90400000.0,16500000.0,539300000.0,70100000.0,609400000.0,609400000.0,2023-09-30
0.0,0.265064,324200000.0,0.0,0.0,217100000.0,13700000.0,71000000.0,324200000.0,310500000.0,35900000.0,15100000.0,51000000.0,217100000.0,217100000.0,354600000.0,260100000.0,49800000.0,47000000.0,4.36,4.62,217100000.0,217100000.0,217100000.0,217100000.0,217100000.0,78300000.0,295400000.0,-600000.0,-600000.0,0.0,0.0,35900000.0,15100000.0,51000000.0,260100000.0,283600000.0,151400000.0,132200000.0,24100000.0,108100000.0,98100000.0,10000000.0,543700000.0,71000000.0,614700000.0,614700000.0,2023-12-31
