free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
3762000000.0,-1214000000.0,-596000000.0,-1334000000.0,0.0,-974000000.0,202000000.0,379000000.0,901000000.0,823000000.0,-24000000.0,102000000.0,-3412000000.0,-3412000000.0,-17000000.0,-251000000.0,-251000000.0,-1214000000.0,-1214000000.0,0.0,-1930000000.0,-2338000000.0,-2338000000.0,408000000.0,-596000000.0,1004000000.0,-1222000000.0,-1222000000.0,81000000.0,,,-329000000.0,-329000000.0,-974000000.0,4736000000.0,4736000000.0,3126000000.0,2284000000.0,-904000000.0,-937000000.0,2683000000.0,-91000000.0,-59000000.0,0.0,303000000.0,303000000.0,520000000.0,520000000.0,-181000000.0,,,0.0,1118000000.0,2022-12-31
-1308000000.0,-897000000.0,-104000000.0,3373000000.0,28000000.0,-450000000.0,98000000.0,1319000000.0,1473000000.0,901000000.0,-5000000.0,577000000.0,2129000000.0,2129000000.0,-25000000.0,-246000000.0,-246000000.0,-869000000.0,-897000000.0,28000000.0,3269000000.0,1873000000.0,1873000000.0,1396000000.0,-104000000.0,1500000000.0,-694000000.0,-694000000.0,-133000000.0,,,-111000000.0,-111000000.0,-450000000.0,-858000000.0,-858000000.0,-1984000000.0,-1026000000.0,675000000.0,-2168000000.0,535000000.0,7000000.0,15000000.0,,-51000000.0,-51000000.0,496000000.0,496000000.0,83000000.0,-80000000.0,163000000.0,,576000000.0,2023-03-31
1468000000.0,-150000000.0,-600000000.0,0.0,3000000.0,-775000000.0,227000000.0,270000000.0,737000000.0,1473000000.0,3000000.0,-739000000.0,-2124000000.0,-2124000000.0,-9000000.0,-263000000.0,-263000000.0,-147000000.0,-150000000.0,3000000.0,-1705000000.0,-1105000000.0,,-600000000.0,-600000000.0,0.0,-858000000.0,-858000000.0,14000000.0,-5000000.0,-5000000.0,-92000000.0,-92000000.0,-775000000.0,2243000000.0,2243000000.0,363000000.0,-1049000000.0,337000000.0,3728000000.0,-2653000000.0,91000000.0,-64000000.0,698000000.0,82000000.0,82000000.0,556000000.0,556000000.0,69000000.0,0.0,-23000000.0,92000000.0,448000000.0,2023-06-30
-1084000000.0,0.0,-209000000.0,1445000000.0,1000000.0,-615000000.0,137000000.0,133000000.0,554000000.0,737000000.0,-17000000.0,-166000000.0,976000000.0,976000000.0,,-261000000.0,-261000000.0,1000000.0,0.0,1000000.0,1236000000.0,1445000000.0,1445000000.0,-209000000.0,-209000000.0,0.0,-673000000.0,-673000000.0,-58000000.0,0.0,0.0,0.0,0.0,-615000000.0,-469000000.0,-469000000.0,-1199000000.0,-2620000000.0,-52000000.0,846000000.0,627000000.0,26000000.0,42000000.0,0.0,56000000.0,56000000.0,552000000.0,552000000.0,-28000000.0,,-28000000.0,,82000000.0,2023-09-30
3319000000.0,0.0,-110000000.0,-2213000000.0,1000000.0,-831000000.0,267000000.0,42000000.0,941000000.0,554000000.0,12000000.0,375000000.0,-3042000000.0,-3042000000.0,0.0,-262000000.0,-262000000.0,1000000.0,0.0,1000000.0,-2781000000.0,-2671000000.0,,-110000000.0,-110000000.0,0.0,-733000000.0,-733000000.0,135000000.0,0.0,0.0,-37000000.0,-37000000.0,-831000000.0,4150000000.0,4150000000.0,3327000000.0,2947000000.0,416000000.0,,2370000000.0,153000000.0,-7000000.0,76000000.0,-145000000.0,-145000000.0,565000000.0,565000000.0,5000000.0,,5000000.0,0.0,176000000.0,2023-12-31
