free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1250000000.0,0.0,0.0,0.0,0.0,-26000000.0,11227000000.0,15666000000.0,-4439000000.0,-3846000000.0,-3846000000.0,-1000000.0,-210000000.0,-25000000.0,-185000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-1869000000.0,-1869000000.0,-31000000.0,515000000.0,1036000000.0,-521000000.0,-26000000.0,-26000000.0,1276000000.0,1276000000.0,97000000.0,282000000.0,33000000.0,-218000000.0,-218000000.0,338000000.0,-20000000.0,-20000000.0,69000000.0,69000000.0,-5000000.0,0.0,685000000.0,2022-12-31
178000000.0,0.0,,2000000000.0,,-18000000.0,8833000000.0,11227000000.0,-2394000000.0,-1494000000.0,-1494000000.0,,-211000000.0,-24000000.0,-187000000.0,,,,0.0,0.0,2000000000.0,,2000000000.0,,2000000000.0,-1096000000.0,-1096000000.0,-31000000.0,106000000.0,768000000.0,-662000000.0,-18000000.0,-18000000.0,196000000.0,196000000.0,-472000000.0,-742000000.0,-27000000.0,297000000.0,297000000.0,-179000000.0,43000000.0,43000000.0,63000000.0,63000000.0,-6000000.0,2000000.0,612000000.0,2023-03-31
376000000.0,0.0,,0.0,,-21000000.0,9886000000.0,8833000000.0,1053000000.0,1254000000.0,1254000000.0,,-212000000.0,-25000000.0,-187000000.0,,,,0.0,0.0,3000000000.0,,0.0,,0.0,-598000000.0,-598000000.0,-39000000.0,659000000.0,788000000.0,-129000000.0,-21000000.0,-21000000.0,397000000.0,397000000.0,-320000000.0,201000000.0,-228000000.0,-293000000.0,-293000000.0,-7000000.0,-30000000.0,-30000000.0,61000000.0,61000000.0,-6000000.0,0.0,581000000.0,2023-06-30
763000000.0,0.0,,0.0,,-97000000.0,9016000000.0,9886000000.0,-870000000.0,-1973000000.0,-1973000000.0,-1000000.0,-212000000.0,-25000000.0,-187000000.0,,,,0.0,0.0,-1000000000.0,-1000000000.0,0.0,,0.0,243000000.0,243000000.0,-45000000.0,220000000.0,775000000.0,-555000000.0,-97000000.0,-97000000.0,860000000.0,860000000.0,53000000.0,271000000.0,11000000.0,-229000000.0,-229000000.0,112000000.0,11000000.0,11000000.0,59000000.0,59000000.0,-10000000.0,1000000.0,490000000.0,2023-09-30
834000000.0,-252000000.0,,0.0,,-21000000.0,6801000000.0,9016000000.0,-2215000000.0,-2914000000.0,-2914000000.0,-1000000.0,-250000000.0,-24000000.0,-226000000.0,,,,-252000000.0,-252000000.0,-4000000000.0,-2000000000.0,-2000000000.0,,0.0,-156000000.0,-156000000.0,-76000000.0,-548000000.0,716000000.0,-1264000000.0,-21000000.0,-21000000.0,855000000.0,855000000.0,165000000.0,-389000000.0,135000000.0,419000000.0,419000000.0,105000000.0,8000000.0,8000000.0,53000000.0,53000000.0,-22000000.0,2000000.0,391000000.0,2023-12-31
