free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
757900000.0,-220200000.0,-300000.0,,-141800000.0,47800000.0,479600000.0,13282500000.0,5576000000.0,20300000.0,7686200000.0,6678300000.0,6678300000.0,7307600000.0,23800000.0,-432600000.0,-432600000.0,-220200000.0,-220200000.0,-300000.0,-300000.0,-300000.0,,108200000.0,108200000.0,264400000.0,907000000.0,-642600000.0,-14400000.0,-14400000.0,-92100000.0,-92100000.0,0.0,0.0,-49700000.0,899700000.0,899700000.0,-360300000.0,,-523500000.0,126200000.0,116000000.0,10200000.0,10200000.0,-202600000.0,-202600000.0,265300000.0,58400000.0,7600000.0,-10600000.0,-10600000.0,136800000.0,136800000.0,-10700000.0,-10700000.0,813200000.0,2022-12-31
1246900000.0,-264000000.0,-142500000.0,,-157200000.0,44000000.0,241700000.0,18040600000.0,13282500000.0,-700000.0,4758800000.0,3938100000.0,3938100000.0,4817300000.0,47900000.0,-520600000.0,-520600000.0,-264000000.0,-264000000.0,-142500000.0,-200000.0,-200000.0,,-583400000.0,-583400000.0,-408200000.0,1355800000.0,-1764000000.0,-18000000.0,-18000000.0,-106900000.0,-106900000.0,0.0,0.0,-50300000.0,1404100000.0,1404100000.0,-74600000.0,,-197800000.0,42000000.0,53100000.0,-11100000.0,-11100000.0,81200000.0,81200000.0,267300000.0,67600000.0,1900000.0,-27500000.0,-27500000.0,137000000.0,137000000.0,-10700000.0,-10700000.0,1043100000.0,2023-03-31
1044800000.0,-303900000.0,142000000.0,0.0,-140900000.0,98000000.0,301900000.0,8771500000.0,18040600000.0,4200000.0,-9273300000.0,-9994500000.0,-9994500000.0,-9334000000.0,18900000.0,-517500000.0,-517500000.0,-303900000.0,-303900000.0,142000000.0,-300000.0,-300000.0,0.0,-464500000.0,-464500000.0,-323600000.0,824100000.0,-1147700000.0,0.0,0.0,-80000000.0,-80000000.0,0.0,0.0,-60900000.0,1185700000.0,1185700000.0,24100000.0,,-371700000.0,346700000.0,326900000.0,19800000.0,19800000.0,49100000.0,49100000.0,277600000.0,43800000.0,-2500000.0,-62500000.0,-62500000.0,140400000.0,140400000.0,-11900000.0,-11900000.0,776700000.0,2023-06-30
200200000.0,-250000000.0,-200000.0,,-126300000.0,97000000.0,87900000.0,6961900000.0,8771500000.0,-16300000.0,-1793300000.0,-1903700000.0,-1903700000.0,-1101100000.0,-36600000.0,-515800000.0,,-250000000.0,-250000000.0,-200000.0,-200000.0,-200000.0,,-216100000.0,-216100000.0,-78200000.0,632000000.0,-710200000.0,-33600000.0,-33600000.0,-87000000.0,-87000000.0,22000000.0,22000000.0,-39300000.0,326500000.0,326500000.0,-1013700000.0,-261900000.0,-304900000.0,-339000000.0,-308600000.0,-30400000.0,-30400000.0,-107900000.0,-107900000.0,265000000.0,58800000.0,-5500000.0,26800000.0,26800000.0,141500000.0,141500000.0,-5800000.0,-5800000.0,859400000.0,2023-09-30
898900000.0,-254700000.0,-300000.0,,-133500000.0,95800000.0,502500000.0,13879300000.0,6961900000.0,26900000.0,6890500000.0,5719800000.0,5719800000.0,6472000000.0,19100000.0,-516300000.0,,-254700000.0,-254700000.0,-300000.0,-300000.0,-300000.0,,138300000.0,138300000.0,275900000.0,871200000.0,-595300000.0,0.0,0.0,-78700000.0,-78700000.0,4400000.0,4400000.0,-54800000.0,1032400000.0,1032400000.0,-316300000.0,-276100000.0,-8700000.0,242900000.0,231500000.0,11400000.0,11400000.0,-274400000.0,-274400000.0,278600000.0,73600000.0,-11900000.0,-4300000.0,-4300000.0,140100000.0,140100000.0,-5800000.0,-5800000.0,878400000.0,2023-12-31
