free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date,deferred_tax,deferred_income_tax
157300000.0,-121500000.0,-19400000.0,391200000.0,358800000.0,16600000.0,15800000.0,-110700000.0,-110700000.0,,-46100000.0,-46100000.0,-121500000.0,-121500000.0,56000000.0,56000000.0,-50200000.0,-50200000.0,-30800000.0,25500000.0,-56300000.0,0.0,0.0,-19400000.0,176700000.0,176700000.0,26100000.0,211400000.0,700000.0,,20400000.0,20400000.0,,,-120100000.0,2022-12-31,,
109200000.0,-53100000.0,-10700000.0,406200000.0,391200000.0,2400000.0,12600000.0,-97500000.0,-97500000.0,4700000.0,-45400000.0,-45400000.0,-53100000.0,-53100000.0,-3700000.0,-3700000.0,-9800000.0,-9800000.0,900000.0,15600000.0,-14700000.0,,,-10700000.0,119900000.0,119900000.0,-48800000.0,-48800000.0,7000000.0,15600000.0,19200000.0,19200000.0,,,126900000.0,2023-03-31,,
126800000.0,-16500000.0,-13500000.0,378900000.0,406200000.0,-17500000.0,-9800000.0,-193700000.0,-193700000.0,3600000.0,-45200000.0,-45200000.0,-16500000.0,-16500000.0,-135600000.0,-135600000.0,43600000.0,43600000.0,57100000.0,57100000.0,0.0,,,-13500000.0,140300000.0,140300000.0,-32700000.0,-32700000.0,1600000.0,0.0,18900000.0,18900000.0,,,157000000.0,2023-06-30,,
160300000.0,-91800000.0,-18500000.0,281000000.0,378900000.0,-2600000.0,-95300000.0,-209500000.0,-209500000.0,3000000.0,-45100000.0,-45100000.0,-91800000.0,-91800000.0,-75600000.0,-75600000.0,-64600000.0,-64600000.0,-30000000.0,18400000.0,-48400000.0,-16100000.0,-16100000.0,-18500000.0,178800000.0,178800000.0,22500000.0,22500000.0,1500000.0,0.0,19400000.0,19400000.0,1500000.0,1500000.0,135400000.0,2023-09-30,,
201400000.0,-145100000.0,-29900000.0,339900000.0,281000000.0,4900000.0,54000000.0,-184000000.0,-184000000.0,12100000.0,-47800000.0,-47800000.0,-145100000.0,-145100000.0,-3200000.0,-3200000.0,6700000.0,6700000.0,37300000.0,37300000.0,0.0,-700000.0,-700000.0,-29900000.0,231300000.0,231300000.0,71800000.0,55900000.0,1400000.0,0.0,20800000.0,20800000.0,3600000.0,3600000.0,137300000.0,2023-12-31,,
84600000.0,-74500000.0,-22000000.0,251600000.0,339900000.0,-3100000.0,-85200000.0,-120600000.0,-120600000.0,8000000.0,-47300000.0,-47300000.0,-74500000.0,-74500000.0,-6800000.0,-6800000.0,-71200000.0,-71200000.0,-28100000.0,20000000.0,-48100000.0,-21100000.0,-21100000.0,-22000000.0,106600000.0,106600000.0,-71800000.0,-71800000.0,8300000.0,0.0,19600000.0,19600000.0,,,147600000.0,2024-03-31,2900000.0,2900000.0
