tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-219100000.0,,,-120100000.0,20400000.0,587500000.0,-219100000.0,-239500000.0,-3400000.0,3400000.0,-120100000.0,-120100000.0,756400000.0,153158000.0,151179079.0,-0.794422,-0.794422,-120100000.0,-120100000.0,-120100000.0,-120100000.0,-120100000.0,-122800000.0,-242900000.0,-419200000.0,-419200000.0,,,-3400000.0,3400000.0,179700000.0,168900000.0,168900000.0,348600000.0,587500000.0,936100000.0,936100000.0,2022-12-31
-4040400.0,0.259,210100000.0,-15600000.0,-15600000.0,126900000.0,19200000.0,592300000.0,194500000.0,175300000.0,-4000000.0,4000000.0,138459600.0,126900000.0,779500000.0,151900847.0,150897302.0,0.84,0.84,126900000.0,126900000.0,126900000.0,126900000.0,126900000.0,44400000.0,171300000.0,-11600000.0,4000000.0,-15600000.0,15600000.0,-4000000.0,4000000.0,186900000.0,187200000.0,187200000.0,374100000.0,592300000.0,966400000.0,966400000.0,2023-03-31
0.0,0.248,232300000.0,0.0,0.0,157000000.0,18900000.0,576100000.0,232300000.0,213400000.0,-4500000.0,4500000.0,157000000.0,157000000.0,756400000.0,151541100.0,150475003.0,1.04,1.04,157000000.0,157000000.0,157000000.0,157000000.0,157000000.0,51900000.0,208900000.0,9000000.0,9000000.0,0.0,0.0,-4500000.0,4500000.0,204400000.0,180300000.0,180300000.0,384700000.0,576100000.0,960800000.0,960800000.0,2023-06-30
0.0,0.232,198200000.0,0.0,0.0,135400000.0,19400000.0,581300000.0,198200000.0,178800000.0,-2400000.0,2400000.0,135400000.0,135400000.0,756200000.0,151209974.0,150103113.0,0.9,0.9,135400000.0,135400000.0,135400000.0,135400000.0,135400000.0,41000000.0,176400000.0,-2500000.0,-2500000.0,0.0,0.0,-2400000.0,2400000.0,181300000.0,174900000.0,174900000.0,356200000.0,581300000.0,937500000.0,937500000.0,2023-09-30
-716336.91351,0.223855,202000000.0,-3200000.0,-3200000.0,137300000.0,20800000.0,618300000.0,198800000.0,178000000.0,-1100000.0,1100000.0,139783663.08649,137300000.0,803300000.0,149436000.0,149436000.0,0.918788,0.918788,137300000.0,137300000.0,137300000.0,137300000.0,137300000.0,39600000.0,176900000.0,-6800000.0,-3600000.0,-3200000.0,,-1100000.0,1100000.0,184800000.0,185000000.0,185000000.0,369800000.0,618300000.0,988100000.0,988100000.0,2023-12-31
0.0,0.234043,213300000.0,0.0,0.0,147600000.0,19600000.0,594100000.0,213300000.0,193700000.0,-1000000.0,1000000.0,147600000.0,147600000.0,786300000.0,148297481.0,147178955.0,1.0,1.0,147600000.0,147600000.0,147600000.0,147600000.0,147600000.0,45100000.0,192700000.0,1200000.0,1200000.0,0.0,0.0,-1000000.0,1000000.0,192500000.0,192200000.0,192200000.0,384700000.0,594100000.0,978800000.0,978800000.0,2024-03-31
