tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.22843,340400000.0,108200000.0,144500000.0,537000000.0,340400000.0,195900000.0,-54500000.0,54500000.0,108200000.0,108200000.0,1021900000.0,176000000.0,123300000.0,122500000.0,0.88,0.88,108200000.0,108200000.0,108200000.0,-900000.0,109100000.0,109100000.0,32300000.0,141400000.0,19900000.0,19900000.0,-54500000.0,54500000.0,176000000.0,482700000.0,142300000.0,142300000.0,340400000.0,658700000.0,539200000.0,1197900000.0,1197900000.0,2022-12-31
0.0,0.254,362000000.0,112400000.0,152200000.0,578300000.0,362000000.0,209800000.0,-57600000.0,57600000.0,112400000.0,112400000.0,1096600000.0,205400000.0,123500000.0,122600000.0,0.91,0.92,112400000.0,112400000.0,112400000.0,-1100000.0,113500000.0,113500000.0,38700000.0,152200000.0,4400000.0,4400000.0,-57600000.0,57600000.0,205400000.0,516200000.0,150100000.0,150100000.0,366100000.0,721600000.0,580400000.0,1302000000.0,1302000000.0,2023-03-31
0.0,0.274,404900000.0,138300000.0,152100000.0,585500000.0,404900000.0,252800000.0,-60700000.0,60700000.0,138300000.0,138300000.0,1080700000.0,236900000.0,123800000.0,122700000.0,1.12,1.13,138300000.0,138300000.0,138300000.0,-1100000.0,139400000.0,139400000.0,52700000.0,192100000.0,15900000.0,15900000.0,-60700000.0,60700000.0,236900000.0,492700000.0,149600000.0,149600000.0,343100000.0,729600000.0,588000000.0,1317600000.0,1317600000.0,2023-06-30
0.0,0.139,410200000.0,162200000.0,156700000.0,582900000.0,410200000.0,253500000.0,-62800000.0,62800000.0,162200000.0,162200000.0,1072700000.0,246400000.0,123900000.0,123000000.0,1.31,1.32,162200000.0,162200000.0,162200000.0,-2100000.0,164300000.0,164300000.0,26400000.0,190700000.0,7100000.0,7100000.0,-62800000.0,62800000.0,246400000.0,487500000.0,154400000.0,154400000.0,333100000.0,733900000.0,585200000.0,1319100000.0,1319100000.0,2023-09-30
0.0,0.264223,401900000.0,132400000.0,158800000.0,579200000.0,401900000.0,243100000.0,-60300000.0,60300000.0,132400000.0,132400000.0,1081400000.0,245100000.0,124400000.0,123300000.0,1.06,1.07,132400000.0,132400000.0,132400000.0,-2100000.0,134500000.0,134500000.0,48300000.0,182800000.0,-2000000.0,-2000000.0,-60300000.0,60300000.0,245100000.0,499800000.0,156400000.0,156400000.0,343400000.0,744900000.0,581600000.0,1326500000.0,1326500000.0,2023-12-31
0.0,0.243,392900000.0,124900000.0,166600000.0,625500000.0,392900000.0,226300000.0,-59700000.0,59700000.0,124900000.0,124900000.0,1164700000.0,224700000.0,124800000.0,123500000.0,1.0,1.01,124900000.0,124900000.0,124900000.0,-1200000.0,126100000.0,126100000.0,40500000.0,166600000.0,1600000.0,1600000.0,-59700000.0,59700000.0,224700000.0,537000000.0,164400000.0,164400000.0,372600000.0,761700000.0,627700000.0,1389400000.0,1389400000.0,2024-03-31
