treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
66400000.0,852500000.0,918900000.0,3801300000.0,4408300000.0,-4236900000.0,7613500000.0,-1009300000.0,-4094500000.0,326200000.0,3531400000.0,142400000.0,7687800000.0,3933700000.0,259900000.0,3673800000.0,,-768100000.0,-768100000.0,1446300000.0,-5129200000.0,10865900000.0,151500000.0,9100000.0,142400000.0,8520900000.0,5605300000.0,306700000.0,295700000.0,295700000.0,723700000.0,723700000.0,4279200000.0,265200000.0,4014000000.0,2915600000.0,,,,129100000.0,61000000.0,68100000.0,68100000.0,,2786500000.0,1179700000.0,,1606800000.0,,,117100000.0,117100000.0,1489700000.0,12454600000.0,10548300000.0,116700000.0,622500000.0,622500000.0,1050600000.0,1050600000.0,7768300000.0,3848000000.0,3920300000.0,990200000.0,,990200000.0,,990200000.0,,,1906300000.0,442000000.0,,31500000.0,442000000.0,718200000.0,494400000.0,11800000.0,212000000.0,433800000.0,,,,433800000.0,-30900000.0,464700000.0,280800000.0,280800000.0,2022-12-31
66400000.0,852700000.0,919100000.0,4048300000.0,4608800000.0,-4089900000.0,8030900000.0,-842800000.0,-3947500000.0,315500000.0,3737600000.0,142400000.0,8105000000.0,4136500000.0,256500000.0,3880000000.0,,-689800000.0,-689800000.0,1446300000.0,-5020800000.0,10885400000.0,151500000.0,9100000.0,142400000.0,8569000000.0,5811700000.0,301100000.0,300500000.0,300500000.0,730700000.0,730700000.0,4479400000.0,254400000.0,4225000000.0,2757300000.0,,,,129400000.0,61100000.0,68300000.0,68300000.0,,2627900000.0,1105400000.0,,1522500000.0,,,114800000.0,,1407700000.0,12705500000.0,10791000000.0,288700000.0,638200000.0,638200000.0,1049800000.0,1049800000.0,7827500000.0,3853100000.0,3974400000.0,986800000.0,,986800000.0,,986800000.0,,,1914500000.0,438600000.0,,32000000.0,,798100000.0,573800000.0,10400000.0,213900000.0,400800000.0,,,,400800000.0,-32700000.0,433500000.0,245000000.0,245000000.0,2023-03-31
66500000.0,852800000.0,919300000.0,3989200000.0,4549200000.0,-3974800000.0,8047200000.0,-685100000.0,-3832400000.0,313100000.0,3811100000.0,142400000.0,8131700000.0,4233300000.0,279800000.0,3953500000.0,,-662400000.0,-662400000.0,1446300000.0,-4987900000.0,10898600000.0,151500000.0,9100000.0,142400000.0,8428300000.0,5691500000.0,325400000.0,280700000.0,280700000.0,659700000.0,659700000.0,4425700000.0,247500000.0,4178200000.0,2736800000.0,69700000.0,17400000.0,17400000.0,123500000.0,65600000.0,57900000.0,57900000.0,171100000.0,2355100000.0,681000000.0,47000000.0,1674100000.0,23000000.0,8300000.0,198100000.0,126600000.0,1444700000.0,12661600000.0,10609900000.0,165600000.0,589900000.0,589900000.0,1068900000.0,,7785900000.0,3798000000.0,3987900000.0,999600000.0,-1760500000.0,2760100000.0,81600000.0,286700000.0,1959700000.0,432100000.0,2051700000.0,55400000.0,140400000.0,36900000.0,106200000.0,853400000.0,613700000.0,15600000.0,224100000.0,612500000.0,18400000.0,70600000.0,162600000.0,360900000.0,-23200000.0,384100000.0,246900000.0,246900000.0,2023-06-30
66500000.0,888000000.0,954500000.0,3856200000.0,4440400000.0,-3894600000.0,7857500000.0,-584600000.0,-3752200000.0,304200000.0,3721300000.0,142400000.0,7959100000.0,4149700000.0,286000000.0,3863700000.0,-317000000.0,-777400000.0,-777400000.0,1446300000.0,-4986300000.0,11238800000.0,151900000.0,9500000.0,142400000.0,8467200000.0,5639100000.0,343500000.0,273000000.0,273000000.0,682900000.0,682900000.0,4339700000.0,244300000.0,4095400000.0,2828100000.0,,,,100700000.0,59900000.0,40800000.0,40800000.0,,2727400000.0,1227000000.0,,1500400000.0,,,125000000.0,,1375400000.0,12616900000.0,10373400000.0,143600000.0,571200000.0,571200000.0,1072100000.0,1072100000.0,7615900000.0,3688400000.0,3927500000.0,970600000.0,,970600000.0,,970600000.0,,,2243500000.0,545500000.0,,37700000.0,,845400000.0,616000000.0,13900000.0,215500000.0,534900000.0,,,,534900000.0,-23500000.0,558400000.0,280000000.0,280000000.0,2023-09-30
66600000.0,895100000.0,961700000.0,3241800000.0,4004900000.0,-3336600000.0,8116600000.0,-429400000.0,-3194200000.0,313100000.0,4424800000.0,142400000.0,8250100000.0,4857300000.0,290100000.0,4567200000.0,,-606600000.0,-606600000.0,1446300000.0,-4805400000.0,11273500000.0,152000000.0,9600000.0,142400000.0,8158400000.0,5307400000.0,343100000.0,283000000.0,283000000.0,746800000.0,746800000.0,3934500000.0,251600000.0,3682900000.0,2851000000.0,,,,70400000.0,61500000.0,8900000.0,8900000.0,,2780600000.0,1194600000.0,,1586000000.0,,,123100000.0,,1462900000.0,13015700000.0,10594100000.0,155300000.0,597500000.0,597500000.0,1084200000.0,1084200000.0,7761400000.0,3739500000.0,4021900000.0,995700000.0,,995700000.0,,995700000.0,,,2421600000.0,662400000.0,,33500000.0,,775500000.0,550700000.0,12700000.0,212100000.0,500200000.0,,,,500200000.0,-23100000.0,523300000.0,450000000.0,450000000.0,2023-12-31
