tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
110400.0,0.138,448200000.0,800000.0,800000.0,238300000.0,103800000.0,469100000.0,449000000.0,345200000.0,-58900000.0,65000000.0,6100000.0,237610400.0,238300000.0,1327200000.0,199300000.0,886800000.0,850800000.0,0.27,0.28,235000000.0,235000000.0,3300000.0,238300000.0,-3100000.0,241400000.0,0.0,241400000.0,38800000.0,280200000.0,142700000.0,141900000.0,2900000.0,-2900000.0,-2100000.0,-58900000.0,65000000.0,6100000.0,196400000.0,801900000.0,47600000.0,47600000.0,47600000.0,47600000.0,754300000.0,998300000.0,525300000.0,1523600000.0,1523600000.0,2022-12-31
1008000.0,0.21,309400000.0,4800000.0,4800000.0,108400000.0,107400000.0,418900000.0,314200000.0,206800000.0,-62300000.0,65200000.0,2900000.0,104608000.0,108400000.0,1246700000.0,43500000.0,865200000.0,851600000.0,0.12,0.12,105100000.0,105100000.0,3300000.0,108400000.0,-3400000.0,111800000.0,0.0,111800000.0,29800000.0,141600000.0,161700000.0,156900000.0,1300000.0,-1300000.0,3500000.0,-62300000.0,65200000.0,2900000.0,42200000.0,768600000.0,48200000.0,48200000.0,48200000.0,48200000.0,720400000.0,810800000.0,478100000.0,1288900000.0,1288900000.0,2023-03-31
-126000.0,0.21,261600000.0,-600000.0,-600000.0,32900000.0,108900000.0,441900000.0,261000000.0,152100000.0,-70500000.0,73300000.0,2800000.0,33374000.0,32900000.0,1223700000.0,129000000.0,864700000.0,852000000.0,0.03,0.03,29600000.0,29600000.0,3300000.0,32900000.0,-2600000.0,35500000.0,0.0,35500000.0,43300000.0,78800000.0,21400000.0,22000000.0,1100000.0,-1100000.0,-1700000.0,-70500000.0,73300000.0,2800000.0,127900000.0,721600000.0,48700000.0,48700000.0,48700000.0,48700000.0,672900000.0,849500000.0,502100000.0,1351600000.0,1351600000.0,2023-06-30
-7686000.0,0.21,261300000.0,-36600000.0,-36600000.0,1600000.0,106800000.0,541300000.0,224700000.0,117900000.0,-61600000.0,66800000.0,5200000.0,30514000.0,1600000.0,1415500000.0,197500000.0,854300000.0,854300000.0,-0.00199,-0.00199,-1700000.0,-1700000.0,3300000.0,1600000.0,-8600000.0,10200000.0,,10200000.0,40900000.0,51100000.0,-113200000.0,-76600000.0,-28400000.0,28400000.0,-8200000.0,-61600000.0,66800000.0,5200000.0,225900000.0,816000000.0,48600000.0,48600000.0,48600000.0,48600000.0,767400000.0,1041900000.0,599500000.0,1641400000.0,1641400000.0,2023-09-30
-2216000.0,0.277,432500000.0,-8000000.0,-8000000.0,180900000.0,105400000.0,546400000.0,424500000.0,319100000.0,-57800000.0,61700000.0,3900000.0,186684000.0,180900000.0,1485200000.0,236700000.0,922800000.0,892800000.0,0.2,0.2,177600000.0,177600000.0,3300000.0,180900000.0,-5100000.0,186000000.0,,186000000.0,71400000.0,257400000.0,72800000.0,80800000.0,-5700000.0,5700000.0,-2300000.0,-57800000.0,61700000.0,3900000.0,242400000.0,881700000.0,48300000.0,48300000.0,48300000.0,48300000.0,833400000.0,1124100000.0,603500000.0,1727600000.0,1727600000.0,2023-12-31
