free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
455100000.0,-780200000.0,391300000.0,-27100000.0,88800000.0,21700000.0,312300000.0,251100000.0,-2000000.0,63200000.0,-448800000.0,-448800000.0,-56400000.0,-3500000.0,-388900000.0,,,,-377100000.0,-989100000.0,612000000.0,29800000.0,29800000.0,,,,-27100000.0,482200000.0,482200000.0,183900000.0,-35700000.0,7100000.0,134400000.0,-44000000.0,178400000.0,176600000.0,1800000.0,1800000.0,3200000.0,-13200000.0,88100000.0,88100000.0,19200000.0,34200000.0,-12500000.0,25100000.0,25100000.0,103800000.0,103800000.0,-112900000.0,2300000.0,-138500000.0,21000000.0,,241400000.0,2022-12-31
-178500000.0,-329400000.0,497700000.0,-53900000.0,36200000.0,18500000.0,277000000.0,312300000.0,2800000.0,-38100000.0,139000000.0,139000000.0,-26000000.0,-3300000.0,168300000.0,,,,188200000.0,800200000.0,-612000000.0,-52500000.0,-52500000.0,1400000.0,0.0,0.0,-53900000.0,-124600000.0,-124600000.0,-255800000.0,-33200000.0,3700000.0,-197000000.0,-84900000.0,-112100000.0,-112300000.0,200000.0,200000.0,4100000.0,-68600000.0,35200000.0,35200000.0,30800000.0,33600000.0,3000000.0,4700000.0,4700000.0,107400000.0,107400000.0,-160100000.0,2300000.0,-165300000.0,2700000.0,0.0,111800000.0,2023-03-31
38100000.0,-502100000.0,448300000.0,-66800000.0,71200000.0,12800000.0,283800000.0,277000000.0,-5900000.0,12700000.0,-71700000.0,-71700000.0,-15500000.0,-3300000.0,-53800000.0,-22200000.0,-470500000.0,448300000.0,-31600000.0,-31600000.0,0.0,-20500000.0,-20500000.0,46300000.0,0.0,0.0,-66800000.0,104900000.0,104900000.0,97700000.0,9900000.0,2100000.0,58900000.0,-12100000.0,71000000.0,23500000.0,47500000.0,47500000.0,35900000.0,-56400000.0,47300000.0,47300000.0,-4000000.0,37000000.0,-6100000.0,-33000000.0,-33000000.0,108900000.0,108900000.0,-131100000.0,1600000.0,-30500000.0,2400000.0,0.0,35500000.0,2023-06-30
124000000.0,-2148600000.0,2118300000.0,-62200000.0,,,317700000.0,283800000.0,-11500000.0,45400000.0,-78600000.0,-78600000.0,-45000000.0,-3300000.0,-30300000.0,-128000000.0,-962000000.0,834000000.0,97700000.0,-1186600000.0,1284300000.0,-62200000.0,-62200000.0,,,,-62200000.0,186200000.0,186200000.0,-83500000.0,2300000.0,-9400000.0,171700000.0,183800000.0,-12100000.0,-22400000.0,10300000.0,10300000.0,-47400000.0,-9900000.0,-190800000.0,-190800000.0,27300000.0,29700000.0,1000000.0,22800000.0,22800000.0,106800000.0,106800000.0,71900000.0,2500000.0,62200000.0,8200000.0,,10200000.0,2023-09-30
363000000.0,-811900000.0,300000000.0,-58900000.0,,,483500000.0,317700000.0,8400000.0,157400000.0,-207300000.0,-207300000.0,-46800000.0,-3500000.0,-511900000.0,,,,-639900000.0,-1773900000.0,1134000000.0,-57200000.0,-57200000.0,,,,-58900000.0,421900000.0,421900000.0,111500000.0,-19400000.0,-1500000.0,-10500000.0,-45100000.0,34600000.0,45600000.0,-11000000.0,-11000000.0,-100000.0,91800000.0,51200000.0,51200000.0,27500000.0,20200000.0,-1200000.0,55600000.0,55600000.0,105400000.0,105400000.0,-83100000.0,2500000.0,-96300000.0,9800000.0,,186000000.0,2023-12-31
