treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
50239355.0,451644718.0,501884073.0,1451000000.0,4515000000.0,2833000000.0,8521000000.0,4151000000.0,2833000000.0,499000000.0,4505000000.0,8027000000.0,4602000000.0,97000000.0,4505000000.0,-244000000.0,,388000000.0,-702000000.0,5839000000.0,5839000000.0,16290000000.0,4622000000.0,601000000.0,4021000000.0,499000000.0,3522000000.0,11668000000.0,1057000000.0,2985000000.0,2985000000.0,494000000.0,494000000.0,7132000000.0,502000000.0,6630000000.0,6630000000.0,20892000000.0,5073000000.0,516000000.0,1672000000.0,332000000.0,1340000000.0,2885000000.0,,2885000000.0,,,2885000000.0,,,,,15819000000.0,963000000.0,7838000000.0,784000000.0,689000000.0,6365000000.0,4453000000.0,514000000.0,3939000000.0,-8000000.0,3947000000.0,2565000000.0,2565000000.0,,,2022-12-31
50239355.0,450122691.0,500362046.0,547000000.0,4347000000.0,3692000000.0,9192000000.0,5166000000.0,3692000000.0,506000000.0,5351000000.0,9042000000.0,5706000000.0,355000000.0,5351000000.0,-194000000.0,-194000000.0,388000000.0,-560000000.0,6493000000.0,6493000000.0,15689000000.0,4834000000.0,637000000.0,4197000000.0,506000000.0,3691000000.0,10855000000.0,1110000000.0,3143000000.0,3143000000.0,150000000.0,150000000.0,6452000000.0,522000000.0,5930000000.0,5930000000.0,21395000000.0,5374000000.0,758000000.0,1659000000.0,316000000.0,1343000000.0,2957000000.0,-4217000000.0,7174000000.0,590000000.0,400000000.0,608000000.0,4290000000.0,1162000000.0,124000000.0,0.0,16021000000.0,917000000.0,7530000000.0,681000000.0,709000000.0,6140000000.0,4280000000.0,541000000.0,3739000000.0,-8000000.0,3747000000.0,3294000000.0,3294000000.0,2324000000.0,970000000.0,2023-03-31
50239355.0,449037356.0,499276711.0,935000000.0,4109000000.0,3763000000.0,9001000000.0,4902000000.0,3763000000.0,514000000.0,5406000000.0,8850000000.0,5786000000.0,380000000.0,5406000000.0,-169000000.0,,388000000.0,-374000000.0,6337000000.0,6337000000.0,15150000000.0,4512000000.0,554000000.0,3958000000.0,514000000.0,3444000000.0,10638000000.0,1085000000.0,3038000000.0,3038000000.0,151000000.0,151000000.0,6364000000.0,474000000.0,5890000000.0,5890000000.0,20936000000.0,5396000000.0,766000000.0,1643000000.0,299000000.0,1344000000.0,2987000000.0,,2987000000.0,,,2987000000.0,,,,,15540000000.0,1002000000.0,7526000000.0,780000000.0,756000000.0,5990000000.0,4352000000.0,588000000.0,3764000000.0,-9000000.0,3773000000.0,2660000000.0,2660000000.0,,,2023-06-30
0.0,437913956.0,437913956.0,512000000.0,3909000000.0,4294000000.0,9318000000.0,5357000000.0,4294000000.0,497000000.0,5906000000.0,9318000000.0,6356000000.0,450000000.0,5906000000.0,-240000000.0,-240000000.0,0.0,-146000000.0,6292000000.0,6292000000.0,14612000000.0,4506000000.0,597000000.0,3909000000.0,497000000.0,3412000000.0,10106000000.0,1083000000.0,2795000000.0,2795000000.0,,,6228000000.0,500000000.0,5728000000.0,5728000000.0,20968000000.0,5505000000.0,956000000.0,1612000000.0,275000000.0,1337000000.0,2937000000.0,,2937000000.0,,,2937000000.0,,,,,15463000000.0,1019000000.0,7166000000.0,801000000.0,707000000.0,5658000000.0,4378000000.0,577000000.0,3801000000.0,-9000000.0,3810000000.0,2900000000.0,2900000000.0,,,2023-09-30
0.0,427319202.0,427319202.0,670000000.0,3936000000.0,4351000000.0,9399000000.0,5491000000.0,4351000000.0,502000000.0,5965000000.0,9396000000.0,6445000000.0,480000000.0,5965000000.0,-142000000.0,-142000000.0,0.0,51000000.0,6056000000.0,6056000000.0,13921000000.0,4535000000.0,602000000.0,3933000000.0,502000000.0,3431000000.0,9386000000.0,1011000000.0,2567000000.0,2567000000.0,3000000.0,3000000.0,5805000000.0,513000000.0,5292000000.0,5292000000.0,20366000000.0,5489000000.0,935000000.0,1614000000.0,266000000.0,1348000000.0,2940000000.0,,2940000000.0,,,2940000000.0,,,,,14877000000.0,1089000000.0,6815000000.0,815000000.0,697000000.0,5303000000.0,4209000000.0,604000000.0,3605000000.0,-11000000.0,3616000000.0,2764000000.0,2764000000.0,,,2023-12-31
