tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.1,445000000.0,,,230000000.0,124000000.0,7068000000.0,445000000.0,321000000.0,-59000000.0,,,230000000.0,230000000.0,7435000000.0,321000000.0,459000000.0,452000000.0,0.5,0.51,230000000.0,230000000.0,230000000.0,-7000000.0,237000000.0,237000000.0,25000000.0,262000000.0,,,,,-59000000.0,59000000.0,,,321000000.0,262000000.0,19000000.0,19000000.0,19000000.0,19000000.0,243000000.0,583000000.0,7173000000.0,7756000000.0,7756000000.0,2022-12-31
0.0,0.3,373000000.0,,,142000000.0,130000000.0,6811000000.0,373000000.0,243000000.0,-44000000.0,,,142000000.0,142000000.0,7207000000.0,266000000.0,,,,,142000000.0,142000000.0,142000000.0,-221000000.0,363000000.0,363000000.0,-155000000.0,208000000.0,,,,,-44000000.0,-113000000.0,,,270000000.0,286000000.0,20000000.0,20000000.0,20000000.0,20000000.0,266000000.0,556000000.0,6921000000.0,7477000000.0,7477000000.0,2023-03-31
-720000.0,0.12,425000000.0,-6000000.0,-6000000.0,186000000.0,133000000.0,6636000000.0,419000000.0,286000000.0,-41000000.0,47000000.0,18000000.0,191280000.0,186000000.0,7039000000.0,291000000.0,455000000.0,447000000.0,0.41,0.42,186000000.0,186000000.0,186000000.0,-25000000.0,211000000.0,211000000.0,28000000.0,239000000.0,-17000000.0,-11000000.0,-6000000.0,6000000.0,-41000000.0,12000000.0,47000000.0,18000000.0,297000000.0,290000000.0,20000000.0,20000000.0,20000000.0,20000000.0,270000000.0,587000000.0,6749000000.0,7336000000.0,7336000000.0,2023-06-30
0.0,0.3,494000000.0,0.0,0.0,228000000.0,127000000.0,6696000000.0,494000000.0,367000000.0,-35000000.0,42000000.0,18000000.0,228000000.0,228000000.0,7095000000.0,376000000.0,448000000.0,443000000.0,0.51,0.51,228000000.0,228000000.0,228000000.0,-178000000.0,406000000.0,406000000.0,-81000000.0,325000000.0,-16000000.0,-16000000.0,0.0,0.0,-35000000.0,11000000.0,42000000.0,18000000.0,376000000.0,289000000.0,17000000.0,17000000.0,17000000.0,17000000.0,272000000.0,665000000.0,6806000000.0,7471000000.0,7471000000.0,2023-09-30
-3120000.0,0.24,503000000.0,-13000000.0,-13000000.0,197000000.0,130000000.0,6348000000.0,490000000.0,360000000.0,-36000000.0,53000000.0,17000000.0,206880000.0,197000000.0,6742000000.0,348000000.0,436000000.0,431000000.0,0.45,0.46,197000000.0,197000000.0,197000000.0,-36000000.0,233000000.0,233000000.0,74000000.0,307000000.0,-18000000.0,-5000000.0,-13000000.0,13000000.0,-36000000.0,,53000000.0,17000000.0,361000000.0,281000000.0,17000000.0,17000000.0,17000000.0,17000000.0,264000000.0,642000000.0,6461000000.0,7103000000.0,7103000000.0,2023-12-31
