free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date,issuance_of_capital_stock,common_stock_issuance
200000000.0,-40000000.0,-887000000.0,819000000.0,-159000000.0,2565000000.0,2453000000.0,64000000.0,48000000.0,-157000000.0,-157000000.0,-49000000.0,-40000000.0,-40000000.0,-68000000.0,-68000000.0,-887000000.0,819000000.0,-154000000.0,-154000000.0,5000000.0,-2000000.0,-2000000.0,-157000000.0,2000000.0,-159000000.0,359000000.0,359000000.0,-2000000.0,124000000.0,124000000.0,,237000000.0,2022-12-31,,
270000000.0,-44000000.0,-98000000.0,-101000000.0,-180000000.0,3294000000.0,2565000000.0,3000000.0,726000000.0,455000000.0,455000000.0,4000000.0,650000000.0,-44000000.0,-199000000.0,-199000000.0,-98000000.0,-101000000.0,-179000000.0,-179000000.0,-1000000.0,2000000.0,2000000.0,-180000000.0,0.0,-180000000.0,450000000.0,450000000.0,-74000000.0,130000000.0,130000000.0,,363000000.0,2023-03-31,,
-161000000.0,-197000000.0,-243000000.0,2000000.0,-167000000.0,2660000000.0,3294000000.0,1000000.0,-635000000.0,-486000000.0,-486000000.0,-48000000.0,-197000000.0,-197000000.0,-241000000.0,-241000000.0,-243000000.0,2000000.0,-155000000.0,-155000000.0,1000000.0,,,-156000000.0,11000000.0,-167000000.0,6000000.0,6000000.0,-338000000.0,133000000.0,133000000.0,133000000.0,211000000.0,2023-06-30,,
205000000.0,-366000000.0,-155000000.0,0.0,-152000000.0,2900000000.0,2660000000.0,-1000000.0,241000000.0,26000000.0,26000000.0,-5000000.0,186000000.0,-366000000.0,-155000000.0,-155000000.0,-155000000.0,0.0,-142000000.0,-142000000.0,2000000.0,,,-144000000.0,8000000.0,-152000000.0,357000000.0,357000000.0,-176000000.0,127000000.0,127000000.0,,406000000.0,2023-09-30,,
154000000.0,-275000000.0,0.0,0.0,-130000000.0,2764000000.0,2900000000.0,5000000.0,-141000000.0,-308000000.0,-308000000.0,-33000000.0,-275000000.0,-275000000.0,0.0,0.0,0.0,0.0,-117000000.0,-117000000.0,11000000.0,,,-128000000.0,2000000.0,-130000000.0,284000000.0,284000000.0,-79000000.0,130000000.0,130000000.0,,233000000.0,2023-12-31,0.0,0.0
