ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,current_assets,other_current_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,dueto_related_parties_current,investments_in_other_ventures_under_equity_method,cash_equivalents,cash_financial
326514754.0,326514754.0,12781000000.0,13143000000.0,-17393000000.0,21902000000.0,-2790000000.0,-17393000000.0,8759000000.0,20359000000.0,11897000000.0,3138000000.0,8759000000.0,18582000000.0,14238000000.0,584000000.0,2054000000.0,2054000000.0,11600000000.0,11600000000.0,4344000000.0,68000000.0,1321000000.0,1321000000.0,1543000000.0,1543000000.0,1412000000.0,1412000000.0,7000000.0,1405000000.0,30479000000.0,28925000000.0,833000000.0,823000000.0,823000000.0,823000000.0,26152000000.0,10943000000.0,15209000000.0,1117000000.0,-1840000000.0,2957000000.0,1554000000.0,523000000.0,669000000.0,669000000.0,362000000.0,362000000.0,2022-12-31,,,,
326575987.0,326575987.0,12470000000.0,12900000000.0,-17191000000.0,21820000000.0,-1876000000.0,-17191000000.0,8920000000.0,21212000000.0,12010000000.0,3090000000.0,8920000000.0,18193000000.0,14934000000.0,596000000.0,2046000000.0,2046000000.0,12292000000.0,12292000000.0,3259000000.0,80000000.0,1307000000.0,1307000000.0,608000000.0,608000000.0,1264000000.0,1264000000.0,35000000.0,1229000000.0,30203000000.0,28820000000.0,663000000.0,862000000.0,862000000.0,,26111000000.0,10902000000.0,15209000000.0,1184000000.0,-1742000000.0,2926000000.0,1383000000.0,366000000.0,587000000.0,587000000.0,430000000.0,430000000.0,2023-03-31,,,,
326575879.0,326575879.0,12419000000.0,12730000000.0,-16933000000.0,21880000000.0,-2215000000.0,-16933000000.0,9150000000.0,21127000000.0,12110000000.0,2960000000.0,9150000000.0,18115000000.0,14575000000.0,587000000.0,2011000000.0,2011000000.0,11977000000.0,11977000000.0,3540000000.0,69000000.0,1287000000.0,1287000000.0,753000000.0,753000000.0,1431000000.0,1431000000.0,57000000.0,1374000000.0,30225000000.0,28900000000.0,667000000.0,960000000.0,960000000.0,,26083000000.0,10874000000.0,15209000000.0,1190000000.0,-1785000000.0,2975000000.0,1325000000.0,354000000.0,660000000.0,660000000.0,311000000.0,311000000.0,2023-06-30,,,,
326575879.0,326575879.0,11213000000.0,11540000000.0,-16122000000.0,21486000000.0,-2087000000.0,-16122000000.0,9946000000.0,20756000000.0,12915000000.0,2969000000.0,9946000000.0,17022000000.0,13592000000.0,575000000.0,2207000000.0,2207000000.0,10810000000.0,10810000000.0,3430000000.0,78000000.0,1248000000.0,1248000000.0,730000000.0,730000000.0,1374000000.0,1374000000.0,51000000.0,1323000000.0,29937000000.0,28594000000.0,567000000.0,705000000.0,705000000.0,,26068000000.0,10859000000.0,15209000000.0,1254000000.0,-1829000000.0,3083000000.0,1343000000.0,357000000.0,659000000.0,659000000.0,327000000.0,327000000.0,2023-09-30,,,,
326588576.0,326588576.0,10831000000.0,11137000000.0,-15900000000.0,21302000000.0,-2515000000.0,-15900000000.0,10165000000.0,20228000000.0,13191000000.0,3026000000.0,10165000000.0,16710000000.0,12834000000.0,526000000.0,2245000000.0,2245000000.0,10063000000.0,10063000000.0,3876000000.0,71000000.0,1195000000.0,1195000000.0,1074000000.0,1074000000.0,1536000000.0,1536000000.0,,1474000000.0,29901000000.0,28540000000.0,515000000.0,715000000.0,715000000.0,,26065000000.0,10856000000.0,15209000000.0,1245000000.0,-1860000000.0,3105000000.0,1361000000.0,346000000.0,709000000.0,709000000.0,306000000.0,306000000.0,2023-12-31,62000000.0,,90000000.0,216000000.0
