free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
-430000000.0,-154000000.0,,421000000.0,-134000000.0,1509000000.0,-67000000.0,2066000000.0,-14000000.0,-476000000.0,9000000.0,9000000.0,-17000000.0,-241000000.0,-241000000.0,-154000000.0,-154000000.0,421000000.0,267000000.0,267000000.0,154000000.0,,154000000.0,-189000000.0,-189000000.0,,-3000000.0,-79000000.0,0.0,-79000000.0,27000000.0,27000000.0,-134000000.0,-296000000.0,0.0,-296000000.0,-789000000.0,14000000.0,-68000000.0,-299000000.0,-299000000.0,-338000000.0,39000000.0,39000000.0,-348000000.0,-88000000.0,-88000000.0,258000000.0,30000000.0,-92000000.0,-92000000.0,203000000.0,203000000.0,-62000000.0,-6000000.0,-56000000.0,156000000.0,2022-12-31
193000000.0,-93000000.0,,1183000000.0,-121000000.0,1975000000.0,2000000.0,1509000000.0,22000000.0,442000000.0,253000000.0,253000000.0,-61000000.0,-240000000.0,-240000000.0,-93000000.0,-93000000.0,647000000.0,1021000000.0,1021000000.0,-374000000.0,,162000000.0,-125000000.0,-125000000.0,,,-10000000.0,0.0,-10000000.0,1000000.0,1000000.0,-121000000.0,314000000.0,0.0,314000000.0,-345000000.0,-31000000.0,-101000000.0,204000000.0,204000000.0,183000000.0,21000000.0,21000000.0,-145000000.0,-272000000.0,-272000000.0,320000000.0,31000000.0,-76000000.0,-76000000.0,206000000.0,206000000.0,4000000.0,3000000.0,1000000.0,174000000.0,2023-03-31
702000000.0,-366000000.0,-248000000.0,-433000000.0,-111000000.0,1057000000.0,-21000000.0,1975000000.0,-75000000.0,-822000000.0,-1373000000.0,-1373000000.0,-78000000.0,-248000000.0,-248000000.0,-366000000.0,-366000000.0,-681000000.0,-1536000000.0,,855000000.0,0.0,855000000.0,-262000000.0,-262000000.0,20000000.0,,-171000000.0,,-171000000.0,0.0,0.0,-111000000.0,813000000.0,0.0,813000000.0,-439000000.0,50000000.0,-45000000.0,-247000000.0,-247000000.0,28000000.0,-275000000.0,-275000000.0,110000000.0,-307000000.0,-307000000.0,-19000000.0,31000000.0,-102000000.0,-102000000.0,212000000.0,212000000.0,8000000.0,-20000000.0,28000000.0,1122000000.0,2023-06-30
-338000000.0,0.0,0.0,1530000000.0,-92000000.0,1801000000.0,-91000000.0,924000000.0,60000000.0,908000000.0,1228000000.0,1228000000.0,-50000000.0,-252000000.0,-252000000.0,0.0,0.0,1530000000.0,1108000000.0,1108000000.0,422000000.0,0.0,422000000.0,-74000000.0,-74000000.0,20000000.0,,-2000000.0,,-2000000.0,,,-92000000.0,-246000000.0,,-246000000.0,-756000000.0,-14000000.0,-191000000.0,-409000000.0,-409000000.0,-414000000.0,5000000.0,5000000.0,-203000000.0,61000000.0,61000000.0,-19000000.0,30000000.0,-70000000.0,-70000000.0,231000000.0,231000000.0,-66000000.0,-10000000.0,-56000000.0,404000000.0,2023-12-31
