ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
687231016.0,687231016.0,8238000000.0,9747000000.0,-6311000000.0,25793000000.0,274000000.0,-6311000000.0,16046000000.0,23830000000.0,17243000000.0,1197000000.0,16046000000.0,-864000000.0,-864000000.0,1233000000.0,874000000.0,17262000000.0,7000000.0,7000000.0,0.0,25554000000.0,13991000000.0,5791000000.0,62000000.0,354000000.0,354000000.0,7784000000.0,7784000000.0,11563000000.0,2776000000.0,1774000000.0,1774000000.0,1963000000.0,1963000000.0,,,,912000000.0,4138000000.0,4138000000.0,4138000000.0,42797000000.0,30960000000.0,4452000000.0,1053000000.0,1053000000.0,22357000000.0,4673000000.0,17684000000.0,3098000000.0,11837000000.0,1293000000.0,418000000.0,2895000000.0,1518000000.0,215000000.0,1162000000.0,5722000000.0,5722000000.0,-74000000.0,5796000000.0,1509000000.0,1509000000.0,2022-12-31,
686098829.0,686098829.0,8516000000.0,10491000000.0,-6302000000.0,26381000000.0,353000000.0,-6302000000.0,15890000000.0,23722000000.0,17078000000.0,1188000000.0,15890000000.0,-846000000.0,-846000000.0,1235000000.0,669000000.0,17295000000.0,7000000.0,7000000.0,0.0,26342000000.0,13939000000.0,5688000000.0,59000000.0,360000000.0,360000000.0,7832000000.0,7832000000.0,12403000000.0,2710000000.0,1939000000.0,1939000000.0,2659000000.0,2659000000.0,922000000.0,183000000.0,1554000000.0,747000000.0,4348000000.0,4348000000.0,4348000000.0,43420000000.0,30664000000.0,4313000000.0,1065000000.0,1065000000.0,22192000000.0,4633000000.0,17559000000.0,3094000000.0,12756000000.0,1285000000.0,446000000.0,3048000000.0,1586000000.0,247000000.0,1215000000.0,6002000000.0,6002000000.0,-94000000.0,6096000000.0,1975000000.0,1975000000.0,2023-03-31,
680320034.0,680320034.0,8707000000.0,9764000000.0,-6151000000.0,26088000000.0,878000000.0,-6151000000.0,16324000000.0,24821000000.0,17463000000.0,1139000000.0,16324000000.0,-870000000.0,-870000000.0,1237000000.0,1099000000.0,17325000000.0,7000000.0,7000000.0,0.0,25317000000.0,14189000000.0,5358000000.0,,334000000.0,334000000.0,8497000000.0,8497000000.0,11128000000.0,2693000000.0,1918000000.0,1918000000.0,1267000000.0,1267000000.0,1081000000.0,186000000.0,0.0,954000000.0,4296000000.0,4296000000.0,4296000000.0,42780000000.0,30774000000.0,4124000000.0,988000000.0,988000000.0,22475000000.0,4831000000.0,17644000000.0,3187000000.0,12006000000.0,1317000000.0,,3092000000.0,1572000000.0,259000000.0,1261000000.0,6540000000.0,6540000000.0,-89000000.0,6629000000.0,1057000000.0,1057000000.0,2023-06-30,
681477046.0,681477046.0,8808000000.0,10609000000.0,-6261000000.0,27307000000.0,-355000000.0,-6261000000.0,16698000000.0,24657000000.0,17874000000.0,1176000000.0,16698000000.0,-933000000.0,-933000000.0,1263000000.0,1506000000.0,17381000000.0,7000000.0,7000000.0,0.0,26107000000.0,13698000000.0,5468000000.0,,271000000.0,271000000.0,7959000000.0,7959000000.0,12409000000.0,2727000000.0,2122000000.0,2122000000.0,2650000000.0,2650000000.0,652000000.0,615000000.0,1383000000.0,934000000.0,3976000000.0,3976000000.0,3976000000.0,43981000000.0,31927000000.0,4693000000.0,1144000000.0,1144000000.0,22959000000.0,4835000000.0,18124000000.0,3131000000.0,12054000000.0,1202000000.0,,3006000000.0,1506000000.0,248000000.0,1252000000.0,6045000000.0,6045000000.0,-102000000.0,6147000000.0,1801000000.0,1801000000.0,2023-12-31,0.0
