free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,depreciation_amortization_depletion,net_income_from_continuing_operations,date
11838000000.0,-4675000000.0,-4185000000.0,-833000000.0,-5783000000.0,,,29665000000.0,30464000000.0,872000000.0,-1671000000.0,-13937000000.0,-13937000000.0,-477000000.0,-3767000000.0,-3767000000.0,-4675000000.0,-4675000000.0,-5018000000.0,-5595000000.0,-4180000000.0,-1415000000.0,577000000.0,-5000000.0,582000000.0,-5355000000.0,-5355000000.0,2603000000.0,-2175000000.0,-2175000000.0,-5783000000.0,-5783000000.0,17621000000.0,17621000000.0,-200000000.0,3303000000.0,5064000000.0,13055000000.0,2022-12-31
10929000000.0,-4340000000.0,-318000000.0,20000000.0,-5412000000.0,547000000.0,4404000000.0,32676000000.0,29665000000.0,102000000.0,2909000000.0,-8507000000.0,-8507000000.0,-131000000.0,-3738000000.0,-3738000000.0,-4340000000.0,-4340000000.0,-298000000.0,-318000000.0,-318000000.0,,20000000.0,,20000000.0,-4925000000.0,-4925000000.0,932000000.0,-445000000.0,-445000000.0,-5412000000.0,-5412000000.0,16341000000.0,16341000000.0,-302000000.0,556000000.0,4244000000.0,11843000000.0,2023-03-31
4024000000.0,-4340000000.0,-32000000.0,116000000.0,-5359000000.0,309000000.0,4437000000.0,29557000000.0,32676000000.0,30000000.0,-3149000000.0,-8176000000.0,-8176000000.0,-219000000.0,-3701000000.0,-3701000000.0,-4340000000.0,-4340000000.0,84000000.0,-26000000.0,-26000000.0,,110000000.0,,116000000.0,-4356000000.0,-4356000000.0,1392000000.0,-389000000.0,-389000000.0,-5359000000.0,-5359000000.0,9383000000.0,9383000000.0,-3583000000.0,571000000.0,4242000000.0,8153000000.0,2023-06-30
11043000000.0,-4412000000.0,-166000000.0,669000000.0,-4920000000.0,,2786000000.0,32973000000.0,29557000000.0,-209000000.0,3625000000.0,-8059000000.0,-8059000000.0,-487000000.0,-3663000000.0,-3663000000.0,-4412000000.0,-4412000000.0,503000000.0,-161000000.0,-161000000.0,,664000000.0,-5000000.0,669000000.0,-4279000000.0,-4279000000.0,948000000.0,-307000000.0,-307000000.0,-4920000000.0,-4920000000.0,15963000000.0,15963000000.0,1821000000.0,381000000.0,4415000000.0,9346000000.0,2023-09-30
7454000000.0,-4656000000.0,-662000000.0,134000000.0,-6228000000.0,,,31568000000.0,32973000000.0,182000000.0,-1587000000.0,-9555000000.0,-9555000000.0,-532000000.0,-3839000000.0,-3839000000.0,-4656000000.0,-4656000000.0,-528000000.0,-658000000.0,-658000000.0,,130000000.0,-4000000.0,134000000.0,-5714000000.0,-5714000000.0,2368000000.0,-1854000000.0,-1854000000.0,-6228000000.0,-6228000000.0,13682000000.0,13682000000.0,-2191000000.0,389000000.0,7740000000.0,8012000000.0,2023-12-31
