tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.307133,24113000000.0,12750000000.0,5064000000.0,66190000000.0,24113000000.0,19049000000.0,-207000000.0,207000000.0,12750000000.0,12750000000.0,76380000000.0,4138000000.0,4126213592.0,3.09,3.09,12750000000.0,12750000000.0,12750000000.0,-305000000.0,13055000000.0,13055000000.0,5787000000.0,18842000000.0,2265000000.0,1660000000.0,605000000.0,-207000000.0,207000000.0,16784000000.0,10190000000.0,348000000.0,6910000000.0,2932000000.0,2932000000.0,2832000000.0,100000000.0,26974000000.0,66190000000.0,93164000000.0,93164000000.0,2022-12-31
0.0,0.34,21206000000.0,11430000000.0,4244000000.0,59683000000.0,21206000000.0,16962000000.0,-159000000.0,159000000.0,11430000000.0,11430000000.0,69602000000.0,4102000000.0,4102000000.0,2.79,2.79,11430000000.0,11430000000.0,11430000000.0,-413000000.0,11843000000.0,11843000000.0,4960000000.0,16803000000.0,2920000000.0,539000000.0,2381000000.0,-159000000.0,159000000.0,14042000000.0,9919000000.0,141000000.0,7221000000.0,2557000000.0,2557000000.0,2390000000.0,167000000.0,23961000000.0,59683000000.0,83644000000.0,83644000000.0,2023-03-31
0.0,0.33,16147000000.0,7880000000.0,4242000000.0,60700000000.0,16147000000.0,11905000000.0,-249000000.0,249000000.0,7880000000.0,7880000000.0,71009000000.0,4066000000.0,4066000000.0,1.94,1.94,7880000000.0,7880000000.0,7880000000.0,-273000000.0,8153000000.0,8153000000.0,3503000000.0,11656000000.0,2119000000.0,737000000.0,1382000000.0,-249000000.0,249000000.0,9786000000.0,10309000000.0,133000000.0,7563000000.0,2613000000.0,2613000000.0,2449000000.0,164000000.0,20095000000.0,60700000000.0,80795000000.0,80795000000.0,2023-06-30
0.0,0.34,18283000000.0,9070000000.0,4415000000.0,66187000000.0,18283000000.0,13868000000.0,-169000000.0,169000000.0,9070000000.0,9070000000.0,76892000000.0,4025000000.0,4025000000.0,2.25,2.25,9070000000.0,9070000000.0,9070000000.0,-276000000.0,9346000000.0,9346000000.0,4353000000.0,13699000000.0,2190000000.0,733000000.0,1457000000.0,-169000000.0,169000000.0,11678000000.0,10705000000.0,338000000.0,7712000000.0,2655000000.0,2655000000.0,2489000000.0,166000000.0,22383000000.0,66187000000.0,88570000000.0,88570000000.0,2023-09-30
0.0,0.245929,18637000000.0,7630000000.0,7740000000.0,63985000000.0,18637000000.0,10897000000.0,-272000000.0,272000000.0,7630000000.0,7630000000.0,73447000000.0,4010000000.0,3994764398.0,1.91,1.91,7630000000.0,7630000000.0,7630000000.0,-382000000.0,8012000000.0,8012000000.0,2613000000.0,10625000000.0,2656000000.0,1491000000.0,1165000000.0,-272000000.0,272000000.0,8241000000.0,9462000000.0,139000000.0,6515000000.0,2808000000.0,2808000000.0,2591000000.0,217000000.0,17703000000.0,63985000000.0,81688000000.0,81688000000.0,2023-12-31
