treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,dueto_related_parties_non_current,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,net_ppe,gross_ppe,other_properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
3937000000.0,4082000000.0,8019000000.0,8254000000.0,41193000000.0,195049000000.0,232943000000.0,28586000000.0,195049000000.0,3299000000.0,195049000000.0,232309000000.0,202473000000.0,7424000000.0,195049000000.0,-13270000000.0,-13270000000.0,240293000000.0,432860000000.0,15752000000.0,15752000000.0,166594000000.0,97549000000.0,21733000000.0,10045000000.0,10045000000.0,2338000000.0,0.0,22874000000.0,22874000000.0,40559000000.0,3299000000.0,37260000000.0,69045000000.0,634000000.0,634000000.0,181000000.0,379000000.0,74000000.0,68411000000.0,68411000000.0,11474000000.0,14585000000.0,9183000000.0,5214000000.0,33169000000.0,369067000000.0,271436000000.0,16951000000.0,8049000000.0,6944000000.0,34800000000.0,278000000.0,278000000.0,34522000000.0,204692000000.0,204692000000.0,204692000000.0,97631000000.0,1782000000.0,25000000.0,24435000000.0,20434000000.0,4001000000.0,41749000000.0,8905000000.0,32844000000.0,-168000000.0,33012000000.0,29640000000.0,29640000000.0,2022-12-31
3976000000.0,4042984946.0,8018984946.0,8795000000.0,41446000000.0,198685000000.0,240131000000.0,30558000000.0,198685000000.0,,198685000000.0,237835000000.0,206414000000.0,7729000000.0,198685000000.0,-13095000000.0,-13095000000.0,244676000000.0,440552000000.0,15904000000.0,15904000000.0,162957000000.0,96291000000.0,21387000000.0,10183000000.0,10183000000.0,2376000000.0,0.0,23195000000.0,23195000000.0,39150000000.0,,39150000000.0,66666000000.0,2296000000.0,2296000000.0,,,,64370000000.0,64370000000.0,,,4435000000.0,4435000000.0,59935000000.0,369371000000.0,272147000000.0,17080000000.0,,,49044000000.0,,,,206023000000.0,,,97224000000.0,2098000000.0,25000000.0,23642000000.0,19458000000.0,4184000000.0,38808000000.0,,38808000000.0,,,32651000000.0,32651000000.0,2023-03-31
4016000000.0,4003192787.0,8019192787.0,11968000000.0,41496000000.0,199046000000.0,240542000000.0,29945000000.0,199046000000.0,,199046000000.0,236613000000.0,206997000000.0,7951000000.0,199046000000.0,-12657000000.0,-12657000000.0,249057000000.0,444731000000.0,16029000000.0,16029000000.0,156251000000.0,94436000000.0,21095000000.0,10278000000.0,10278000000.0,2036000000.0,0.0,23460000000.0,23460000000.0,37567000000.0,,37567000000.0,61815000000.0,3929000000.0,3929000000.0,,,,57886000000.0,57886000000.0,,,3482000000.0,3482000000.0,54404000000.0,363248000000.0,271488000000.0,17479000000.0,,,47273000000.0,,,,206736000000.0,,,91760000000.0,2039000000.0,29000000.0,24249000000.0,20006000000.0,4243000000.0,35915000000.0,,35915000000.0,,,29528000000.0,29528000000.0,2023-06-30
4056000000.0,3962917886.0,8018917886.0,8309000000.0,41253000000.0,199703000000.0,240956000000.0,29956000000.0,199703000000.0,,199703000000.0,236213000000.0,207533000000.0,7830000000.0,199703000000.0,-13088000000.0,-13088000000.0,253512000000.0,450138000000.0,16165000000.0,16165000000.0,164726000000.0,93540000000.0,20868000000.0,10174000000.0,10174000000.0,2076000000.0,0.0,23912000000.0,23912000000.0,36510000000.0,,36510000000.0,71186000000.0,4743000000.0,4743000000.0,,,,66443000000.0,66443000000.0,,,4186000000.0,4186000000.0,62257000000.0,372259000000.0,271117000000.0,17189000000.0,,,48066000000.0,,,,205862000000.0,,,101142000000.0,1905000000.0,29000000.0,24450000000.0,20052000000.0,4398000000.0,41814000000.0,,41814000000.0,,,32944000000.0,32944000000.0,2023-09-30
4048000000.0,3971000000.0,8019000000.0,6196000000.0,41573000000.0,204802000000.0,242537000000.0,31293000000.0,204802000000.0,3838000000.0,204802000000.0,238447000000.0,212538000000.0,7736000000.0,204802000000.0,-11989000000.0,-11989000000.0,254917000000.0,453927000000.0,17781000000.0,17781000000.0,163779000000.0,98463000000.0,24228000000.0,10496000000.0,10496000000.0,1804000000.0,0.0,24452000000.0,24452000000.0,37483000000.0,3838000000.0,33645000000.0,65316000000.0,4090000000.0,4090000000.0,4009000000.0,6000000.0,75000000.0,61226000000.0,61226000000.0,11086000000.0,11885000000.0,7006000000.0,3189000000.0,31249000000.0,376317000000.0,279708000000.0,17138000000.0,7527000000.0,5846000000.0,34257000000.0,177000000.0,177000000.0,34080000000.0,214940000000.0,214940000000.0,214940000000.0,96609000000.0,1906000000.0,29000000.0,25120000000.0,20528000000.0,4592000000.0,38015000000.0,7719000000.0,30296000000.0,-170000000.0,30466000000.0,31539000000.0,31539000000.0,2023-12-31
