free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
531000000.0,-315000000.0,0.0,1143000000.0,32000000.0,-153000000.0,,,2272000000.0,,2106000000.0,32000000.0,134000000.0,744000000.0,0.0,744000000.0,3000000.0,-119000000.0,-119000000.0,-283000000.0,-315000000.0,32000000.0,1143000000.0,1143000000.0,0.0,1143000000.0,-1294000000.0,0.0,-1294000000.0,-9000000.0,-932000000.0,2379000000.0,-3311000000.0,-200000000.0,8000000.0,-153000000.0,-153000000.0,684000000.0,-2000000.0,686000000.0,-11000000.0,-1000000.0,128000000.0,81000000.0,27000000.0,27000000.0,107000000.0,107000000.0,-317000000.0,-97000000.0,-220000000.0,672000000.0,2022-12-31
709000000.0,-242000000.0,-1150000000.0,,0.0,-132000000.0,60000000.0,29000000.0,2431000000.0,0.0,2272000000.0,5000000.0,154000000.0,-1388000000.0,0.0,-1388000000.0,138000000.0,-134000000.0,-134000000.0,-242000000.0,-242000000.0,0.0,-1150000000.0,-1150000000.0,-1150000000.0,,701000000.0,0.0,701000000.0,-28000000.0,861000000.0,4404000000.0,-3543000000.0,0.0,0.0,-132000000.0,-132000000.0,841000000.0,0.0,841000000.0,122000000.0,2000000.0,128000000.0,84000000.0,33000000.0,33000000.0,107000000.0,107000000.0,-202000000.0,-160000000.0,-42000000.0,567000000.0,2023-03-31
488000000.0,-250000000.0,0.0,,48000000.0,-113000000.0,83000000.0,55000000.0,2674000000.0,,2431000000.0,-11000000.0,254000000.0,-70000000.0,,-70000000.0,265000000.0,-133000000.0,-133000000.0,-202000000.0,-250000000.0,48000000.0,0.0,0.0,0.0,,-277000000.0,,-277000000.0,2000000.0,-166000000.0,3978000000.0,-4144000000.0,0.0,0.0,-113000000.0,-113000000.0,601000000.0,-4000000.0,605000000.0,-14000000.0,1000000.0,154000000.0,90000000.0,-111000000.0,-111000000.0,101000000.0,101000000.0,213000000.0,243000000.0,-30000000.0,171000000.0,2023-06-30
777000000.0,-626000000.0,0.0,,0.0,-85000000.0,49000000.0,13000000.0,3009000000.0,,2674000000.0,-10000000.0,345000000.0,-613000000.0,,-613000000.0,145000000.0,-132000000.0,-132000000.0,-626000000.0,-626000000.0,0.0,0.0,0.0,0.0,,96000000.0,,96000000.0,-17000000.0,197000000.0,3117000000.0,-2920000000.0,1000000.0,1000000.0,-85000000.0,-85000000.0,862000000.0,0.0,862000000.0,271000000.0,1000000.0,144000000.0,85000000.0,173000000.0,173000000.0,97000000.0,97000000.0,-1214000000.0,-1320000000.0,106000000.0,1305000000.0,2023-09-30
-4000000.0,-283000000.0,0.0,,35000000.0,-126000000.0,83000000.0,649000000.0,2493000000.0,,3009000000.0,21000000.0,-537000000.0,-379000000.0,,-379000000.0,-2000000.0,-129000000.0,-129000000.0,-248000000.0,-283000000.0,35000000.0,0.0,0.0,0.0,,-280000000.0,0.0,-280000000.0,5000000.0,-264000000.0,3003000000.0,-3267000000.0,105000000.0,105000000.0,-126000000.0,-126000000.0,122000000.0,-1000000.0,123000000.0,-473000000.0,,149000000.0,101000000.0,160000000.0,160000000.0,98000000.0,98000000.0,-640000000.0,-451000000.0,-189000000.0,728000000.0,2023-12-31
