ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,line_of_credit,payables_and_accrued_expenses,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,goodwill_and_other_intangible_assets,goodwill,net_ppe,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
611411382.0,611411382.0,7506207000.0,7769077000.0,10033135000.0,18060419000.0,479118000.0,10033135000.0,10291342000.0,18060419000.0,10323631000.0,32289000.0,10291342000.0,97985000.0,97985000.0,-951220000.0,11138463000.0,6114000.0,6114000.0,0.0,8213077000.0,8014654000.0,245577000.0,7769077000.0,7769077000.0,198423000.0,0.0,198423000.0,18536708000.0,17859167000.0,14561000.0,5850000.0,119193000.0,389964000.0,109393000.0,86980000.0,22413000.0,280571000.0,280571000.0,17030374000.0,258207000.0,258207000.0,41018000.0,41018000.0,41018000.0,677541000.0,29842000.0,191057000.0,139681000.0,54091000.0,54091000.0,262870000.0,262870000.0,2022-12-31,
611863780.0,611863780.0,7442776000.0,7768053000.0,9961264000.0,17987524000.0,541566000.0,9961264000.0,10219471000.0,17987524000.0,10252503000.0,33032000.0,10219471000.0,66326000.0,66326000.0,-989431000.0,11136457000.0,6119000.0,6119000.0,0.0,8250703000.0,8024291000.0,256238000.0,7768053000.0,7768053000.0,226412000.0,0.0,226412000.0,18503206000.0,17735228000.0,17120000.0,5124000.0,86859000.0,413450000.0,140544000.0,86910000.0,53634000.0,272906000.0,272906000.0,16914168000.0,258207000.0,258207000.0,40300000.0,40300000.0,40300000.0,767978000.0,36909000.0,203019000.0,142127000.0,60646000.0,60646000.0,325277000.0,325277000.0,2023-03-31,
611956170.0,611956170.0,7351271000.0,7765563000.0,9991666000.0,18015436000.0,654462000.0,9991666000.0,10249873000.0,18015436000.0,10282708000.0,32835000.0,10249873000.0,112984000.0,112984000.0,-1011060000.0,11141829000.0,6120000.0,6120000.0,0.0,8259547000.0,8018418000.0,252855000.0,7765563000.0,7765563000.0,241129000.0,0.0,241129000.0,18542255000.0,17646664000.0,15821000.0,4433000.0,129593000.0,409567000.0,142121000.0,86821000.0,55300000.0,267446000.0,267446000.0,16789641000.0,258207000.0,258207000.0,39402000.0,39402000.0,39402000.0,895591000.0,34575000.0,205241000.0,182876000.0,58607000.0,58607000.0,414292000.0,414292000.0,2023-06-30,
611958239.0,611958239.0,7784602000.0,8547240000.0,9977591000.0,18783038000.0,845581000.0,9977591000.0,10235798000.0,18783038000.0,10269546000.0,33748000.0,10235798000.0,119728000.0,119728000.0,-1039782000.0,11149732000.0,6120000.0,6120000.0,0.0,9196652000.0,8828587000.0,281347000.0,8547240000.0,8547240000.0,368065000.0,0.0,368065000.0,19466198000.0,18252552000.0,18624000.0,3702000.0,134017000.0,399783000.0,141753000.0,86617000.0,55136000.0,258030000.0,258030000.0,17400036000.0,258207000.0,258207000.0,38183000.0,38183000.0,38183000.0,1213646000.0,35778000.0,217253000.0,139103000.0,58874000.0,58874000.0,762638000.0,762638000.0,2023-09-30,
611958239.0,611958239.0,7845434000.0,8546052000.0,9897764000.0,18702023000.0,943828000.0,9897764000.0,10155971000.0,18702023000.0,10190435000.0,34464000.0,10155971000.0,63701000.0,63701000.0,-1070586000.0,11156736000.0,6120000.0,6120000.0,0.0,9030532000.0,8829942000.0,283890000.0,8546052000.0,8546052000.0,200590000.0,0.0,200590000.0,19220967000.0,18076549000.0,16034000.0,2972000.0,75488000.0,389628000.0,142462000.0,86471000.0,55991000.0,247166000.0,247166000.0,17289214000.0,258207000.0,258207000.0,45006000.0,45006000.0,45006000.0,1144418000.0,46203000.0,196866000.0,139921000.0,60810000.0,60810000.0,700618000.0,700618000.0,2023-12-31,0.0
