free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
63533000.0,-562537000.0,575000000.0,0.0,-56108000.0,79188000.0,37000.0,453927000.0,515896000.0,-61969000.0,-123286000.0,-123286000.0,-1093000.0,-134656000.0,,0.0,0.0,12463000.0,0.0,0.0,0.0,12463000.0,-562537000.0,575000000.0,-58324000.0,-58324000.0,17563000.0,3185000.0,28142000.0,28142000.0,,-49966000.0,58465000.0,-108431000.0,-1140000.0,-1140000.0,-56108000.0,119641000.0,119641000.0,-165588000.0,,-10781000.0,-8934000.0,-145873000.0,29222000.0,6397000.0,72000.0,163318000.0,163318000.0,-14642000.0,4281000.0,-18923000.0,100862000.0,2022-12-31
267779000.0,-4609000.0,,0.0,-50012000.0,67677000.0,,528296000.0,453927000.0,74369000.0,-173581000.0,-173581000.0,-8685000.0,-160287000.0,-160287000.0,0.0,0.0,-4609000.0,,,,-4609000.0,-4609000.0,,-69841000.0,-69841000.0,-14239000.0,2966000.0,-30973000.0,158000.0,-31131000.0,22667000.0,87855000.0,-65188000.0,-250000.0,-250000.0,-50012000.0,317791000.0,317791000.0,43006000.0,,8952000.0,-11033000.0,45087000.0,5367000.0,6498000.0,178000.0,164673000.0,164673000.0,-22515000.0,4949000.0,-27464000.0,120584000.0,2023-03-31
228158000.0,-5710000.0,,0.0,-52792000.0,78607000.0,,619533000.0,528296000.0,91237000.0,-167569000.0,-167569000.0,-2594000.0,-159265000.0,-159265000.0,0.0,0.0,-5710000.0,,,,-5710000.0,-5710000.0,,-22144000.0,-22144000.0,-35655000.0,2721000.0,-974000.0,177000.0,-1151000.0,64556000.0,127887000.0,-63331000.0,0.0,0.0,-52792000.0,280950000.0,280950000.0,7544000.0,,-3016000.0,-11768000.0,20872000.0,5416000.0,6066000.0,81000.0,165759000.0,165759000.0,-42198000.0,2739000.0,-44937000.0,138282000.0,2023-06-30
361209000.0,-155111000.0,940144000.0,0.0,-59594000.0,66150000.0,60000.0,979891000.0,619533000.0,360358000.0,617166000.0,617166000.0,-8578000.0,-159289000.0,-159289000.0,0.0,0.0,785033000.0,0.0,-150000000.0,150000000.0,785033000.0,-5111000.0,790144000.0,-677611000.0,-677611000.0,36924000.0,3926000.0,-36000.0,292000.0,-328000.0,-658639000.0,138667000.0,-797306000.0,-192000.0,-192000.0,-59594000.0,420803000.0,420803000.0,151550000.0,3103000.0,25245000.0,3335000.0,119867000.0,6791000.0,8929000.0,83000.0,170696000.0,170696000.0,-49467000.0,5682000.0,-55149000.0,132221000.0,2023-09-30
28840000.0,-5295000.0,0.0,0.0,-58704000.0,78215000.0,159000.0,897484000.0,979891000.0,-82407000.0,-165995000.0,-165995000.0,-1412000.0,-159288000.0,-159288000.0,0.0,0.0,-5295000.0,,,,-5295000.0,-155295000.0,150000000.0,-3956000.0,-3956000.0,-14092000.0,3614000.0,-733000.0,234000.0,-967000.0,65959000.0,140011000.0,-74052000.0,0.0,0.0,-58704000.0,87544000.0,87544000.0,-190135000.0,,-19067000.0,-5058000.0,-161451000.0,6199000.0,8010000.0,85000.0,173159000.0,173159000.0,-39715000.0,7250000.0,-46965000.0,129941000.0,2023-12-31
