tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3244710.0,0.21,327138000.0,15451000.0,15451000.0,100572000.0,163318000.0,232385000.0,342589000.0,179271000.0,-78409000.0,78409000.0,88365710.0,100572000.0,412624000.0,612206225.0,611427853.0,0.16,0.16,100426000.0,100426000.0,146000.0,100572000.0,-290000.0,100862000.0,100862000.0,100862000.0,12059000.0,344000.0,-5823000.0,5823000.0,-3736000.0,21274000.0,-78409000.0,78409000.0,167212000.0,180239000.0,163318000.0,163318000.0,16921000.0,16921000.0,16921000.0,347451000.0,232385000.0,579836000.0,579836000.0,2022-12-31
6005160.0,0.21,334708000.0,28596000.0,28596000.0,120242000.0,164673000.0,232081000.0,363304000.0,198631000.0,-78047000.0,78047000.0,97651160.0,120242000.0,414206000.0,612564298.0,611588465.0,0.2,0.2,120071000.0,120071000.0,171000.0,120242000.0,-342000.0,120584000.0,120584000.0,120584000.0,22947000.0,-1494000.0,-1163000.0,1163000.0,-4155000.0,29759000.0,-78047000.0,78047000.0,175684000.0,182125000.0,164673000.0,164673000.0,17452000.0,17452000.0,17452000.0,357809000.0,232081000.0,589890000.0,589890000.0,2023-03-31
9543240.0,0.21,337222000.0,45444000.0,45444000.0,137864000.0,165759000.0,237388000.0,382666000.0,216907000.0,-78625000.0,78625000.0,101963240.0,137864000.0,422938000.0,613316499.0,611954347.0,0.22,0.23,137698000.0,137698000.0,166000.0,137864000.0,-418000.0,138282000.0,138282000.0,138282000.0,39473000.0,-3941000.0,-1868000.0,1868000.0,-2030000.0,47312000.0,-78625000.0,78625000.0,177434000.0,185550000.0,165759000.0,165759000.0,19791000.0,19791000.0,19791000.0,362984000.0,237388000.0,600372000.0,600372000.0,2023-06-30
11548740.0,0.21,334659000.0,54994000.0,54994000.0,131818000.0,170696000.0,252887000.0,389653000.0,218957000.0,-86736000.0,86736000.0,88372740.0,131818000.0,446297000.0,613580042.0,612000811.0,0.21,0.22,131637000.0,131637000.0,181000.0,131818000.0,-403000.0,132221000.0,132221000.0,132221000.0,47559000.0,-2533000.0,-2496000.0,2496000.0,-4902000.0,57490000.0,-86736000.0,86736000.0,171398000.0,193410000.0,170696000.0,170696000.0,22714000.0,22714000.0,22714000.0,364808000.0,252887000.0,617695000.0,617695000.0,2023-09-30
9714600.0,0.21,346889000.0,46260000.0,46260000.0,129546000.0,173159000.0,253788000.0,393149000.0,219990000.0,-90049000.0,90049000.0,93000600.0,129546000.0,449334000.0,,,,,129368000.0,129368000.0,178000.0,129546000.0,-395000.0,129941000.0,129941000.0,129941000.0,45003000.0,5533000.0,-3069000.0,3069000.0,-6790000.0,49329000.0,-90049000.0,90049000.0,174987000.0,195546000.0,173159000.0,173159000.0,22387000.0,22387000.0,22387000.0,370533000.0,253788000.0,624321000.0,624321000.0,2023-12-31
