tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-37788.0,0.134,210398000.0,-282000.0,-282000.0,136798000.0,35694000.0,227042000.0,210116000.0,174422000.0,-14332000.0,16537000.0,2205000.0,137042212.0,136798000.0,332638000.0,171895000.0,38914000.0,38122000.0,3.52,3.59,136798000.0,136798000.0,136798000.0,136798000.0,136798000.0,21087000.0,157885000.0,40000.0,322000.0,-282000.0,282000.0,-14332000.0,16537000.0,2205000.0,172177000.0,105596000.0,105596000.0,277773000.0,227042000.0,504815000.0,504815000.0,2022-11-30
-71967.0,0.161,207153000.0,-447000.0,-447000.0,131593000.0,36110000.0,240806000.0,206706000.0,170596000.0,-13834000.0,13834000.0,,131968033.0,131593000.0,345388000.0,169250000.0,38981000.0,38281000.0,3.38,3.44,131593000.0,131593000.0,131593000.0,131593000.0,131593000.0,25169000.0,156762000.0,899000.0,1346000.0,-447000.0,447000.0,-13834000.0,13834000.0,,169697000.0,104582000.0,104582000.0,274279000.0,240806000.0,515085000.0,515085000.0,2023-02-28
-74022.0,0.169,214912000.0,-438000.0,-438000.0,134663000.0,36122000.0,241689000.0,214474000.0,178352000.0,-13271000.0,16354000.0,3083000.0,135026978.0,134663000.0,357414000.0,171959000.0,38912000.0,38278000.0,3.46,3.52,134663000.0,134663000.0,134663000.0,134663000.0,134663000.0,27335000.0,161998000.0,2872000.0,3310000.0,-438000.0,438000.0,-13271000.0,16354000.0,3083000.0,172397000.0,115725000.0,115725000.0,288122000.0,241689000.0,529811000.0,529811000.0,2023-05-31
-9742202.517962,0.393164,178581000.0,-24779000.0,-24779000.0,65119000.0,29802000.0,263688000.0,153802000.0,124000000.0,-12073000.0,16691000.0,4618000.0,80155797.482038,65119000.0,394915000.0,116103000.0,,,,,65119000.0,65119000.0,65119000.0,65119000.0,65119000.0,42190000.0,107309000.0,-21500000.0,3279000.0,-24779000.0,24779000.0,-12073000.0,16691000.0,4618000.0,140882000.0,131227000.0,131227000.0,272109000.0,263688000.0,535797000.0,535797000.0,2023-08-31
-128288.0,0.152,227464000.0,-844000.0,-844000.0,148555000.0,34686000.0,251621000.0,226620000.0,191934000.0,-13726000.0,16738000.0,3012000.0,149270712.0,148555000.0,352332000.0,189040000.0,38643000.0,38016000.0,3.84,3.91,148555000.0,148555000.0,148555000.0,148555000.0,148555000.0,26641000.0,175196000.0,-962000.0,-118000.0,-844000.0,844000.0,-13726000.0,16738000.0,3012000.0,189884000.0,100711000.0,100711000.0,290595000.0,251621000.0,542216000.0,542216000.0,2023-11-30
