free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
88676000.0,0.0,-125000000.0,,-17960000.0,437142000.0,503273000.0,1317000.0,-67448000.0,-146232000.0,-146232000.0,-10990000.0,23423000.0,-33665000.0,,0.0,0.0,-125000000.0,-125000000.0,-125000000.0,,-27852000.0,-27852000.0,-9892000.0,-9892000.0,0.0,0.0,-17960000.0,-17960000.0,106636000.0,106636000.0,-76231000.0,-290000.0,-11237000.0,-41057000.0,-66796000.0,25739000.0,18744000.0,6995000.0,6995000.0,-23647000.0,-23647000.0,-1337000.0,12175000.0,282000.0,-745000.0,-745000.0,35694000.0,35694000.0,35694000.0,136798000.0,2022-11-30
147222000.0,0.0,-125000000.0,,-17456000.0,445326000.0,437142000.0,1381000.0,6803000.0,-139422000.0,-139422000.0,-791000.0,20182000.0,-33813000.0,,0.0,0.0,-125000000.0,-125000000.0,-125000000.0,,-18453000.0,-18453000.0,-997000.0,-997000.0,0.0,0.0,-17456000.0,-17456000.0,164678000.0,164678000.0,-14409000.0,-22705000.0,-11640000.0,50583000.0,,-16213000.0,-6642000.0,-9571000.0,-9571000.0,-30647000.0,-30647000.0,,15325000.0,447000.0,-5725000.0,-5725000.0,36110000.0,36110000.0,36110000.0,131593000.0,2023-02-28
192584000.0,-67092000.0,-62500000.0,,-26005000.0,486627000.0,445326000.0,420000.0,40881000.0,-151703000.0,-151703000.0,-492000.0,12280000.0,-33899000.0,,-67092000.0,-67092000.0,-62500000.0,-62500000.0,-62500000.0,,-26005000.0,-26005000.0,0.0,0.0,0.0,0.0,-26005000.0,-26005000.0,218589000.0,218589000.0,36747000.0,16040000.0,-11164000.0,15456000.0,,15456000.0,-6232000.0,21688000.0,21688000.0,16415000.0,16415000.0,,16865000.0,438000.0,-6246000.0,-6246000.0,36122000.0,36122000.0,36122000.0,134663000.0,2023-05-31
156305000.0,-109628000.0,-62500000.0,0.0,,425444000.0,486627000.0,897000.0,-62080000.0,-194667000.0,-194667000.0,-1436000.0,16121000.0,-37224000.0,-37224000.0,-109628000.0,-109628000.0,-62500000.0,-62500000.0,-62500000.0,0.0,-23083000.0,-23083000.0,-125000.0,-125000.0,-23593000.0,-23593000.0,635000.0,635000.0,155670000.0,155670000.0,17057000.0,3568000.0,-5663000.0,21376000.0,,24807000.0,2523000.0,22284000.0,22284000.0,-2224000.0,-2224000.0,,17673000.0,24779000.0,-18403000.0,-18403000.0,29802000.0,29802000.0,29802000.0,65119000.0,2023-08-31
138678000.0,-59910000.0,-62500000.0,,-16466000.0,411855000.0,425444000.0,1050000.0,-14639000.0,-144564000.0,-144564000.0,-13505000.0,28404000.0,-37053000.0,,-59910000.0,-59910000.0,-62500000.0,-62500000.0,-62500000.0,,-25219000.0,-25219000.0,-8753000.0,-8753000.0,,,-16466000.0,-16466000.0,155144000.0,155144000.0,-45806000.0,-2542000.0,-9783000.0,-23723000.0,-60348000.0,36625000.0,31284000.0,5341000.0,5341000.0,-9758000.0,-9758000.0,-4148000.0,14310000.0,844000.0,6703000.0,6703000.0,34686000.0,34686000.0,34686000.0,148555000.0,2023-11-30
