treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
587280598.0,808444600.0,1395725198.0,30855000000.0,14585000000.0,66751000000.0,19423000000.0,35896000000.0,4838000000.0,71589000000.0,40850000000.0,116000000.0,40734000000.0,-5966000000.0,24524000000.0,37864000000.0,28508000000.0,4852000000.0,14000000.0,4838000000.0,364933000000.0,2814000000.0,30855000000.0,30855000000.0,78000000.0,28845000000.0,28845000000.0,5410000000.0,5410000000.0,23435000000.0,405783000000.0,154192000000.0,54331000000.0,44232000000.0,7282000000.0,1716000000.0,21311000000.0,5161000000.0,16150000000.0,3256000000.0,2415000000.0,6919000000.0,1137000000.0,5782000000.0,46631000000.0,107355000000.0,5030000000.0,2022-12-31
612428769.0,789133812.0,1401562581.0,33027000000.0,14439000000.0,68823000000.0,19277000000.0,35796000000.0,4838000000.0,73661000000.0,40802000000.0,168000000.0,40634000000.0,-5543000000.0,25790000000.0,38465000000.0,28650000000.0,4852000000.0,14000000.0,4838000000.0,384310000000.0,2742000000.0,33027000000.0,33027000000.0,83000000.0,27330000000.0,27330000000.0,4732000000.0,4732000000.0,22598000000.0,425112000000.0,150455000000.0,53126000000.0,42661000000.0,7530000000.0,1730000000.0,21357000000.0,5165000000.0,16192000000.0,3248000000.0,2627000000.0,8098000000.0,1014000000.0,7084000000.0,45408000000.0,133261000000.0,5564000000.0,2023-03-31
623070926.0,778782468.0,1401853394.0,33834000000.0,14611000000.0,69929000000.0,19449000000.0,36095000000.0,4838000000.0,74767000000.0,41102000000.0,169000000.0,40933000000.0,-5602000000.0,26242000000.0,39199000000.0,28726000000.0,4852000000.0,14000000.0,4838000000.0,389280000000.0,2644000000.0,33834000000.0,33834000000.0,91000000.0,26244000000.0,26244000000.0,5160000000.0,5160000000.0,21084000000.0,430382000000.0,147344000000.0,50954000000.0,42291000000.0,8806000000.0,1815000000.0,21484000000.0,5238000000.0,16246000000.0,3241000000.0,2804000000.0,6680000000.0,1090000000.0,5590000000.0,43478000000.0,133052000000.0,5720000000.0,2023-06-30
633049587.0,769073278.0,1402122865.0,29933000000.0,14725000000.0,66061000000.0,19563000000.0,36128000000.0,4838000000.0,70899000000.0,41131000000.0,165000000.0,40966000000.0,-5805000000.0,26696000000.0,39822000000.0,28793000000.0,4852000000.0,14000000.0,4838000000.0,364117000000.0,3221000000.0,29933000000.0,29933000000.0,85000000.0,22830000000.0,22830000000.0,5389000000.0,5389000000.0,17441000000.0,405248000000.0,141007000000.0,48833000000.0,40212000000.0,8547000000.0,1758000000.0,21403000000.0,5244000000.0,16159000000.0,3234000000.0,2752000000.0,7302000000.0,1107000000.0,6195000000.0,41657000000.0,122238000000.0,4904000000.0,2023-09-30
,759344000.0,759344000.0,31736000000.0,14986000000.0,68267000000.0,19329000000.0,36531000000.0,4343000000.0,72610000000.0,41009000000.0,135000000.0,40874000000.0,-4893000000.0,27151000000.0,39653000000.0,28908000000.0,4357000000.0,14000000.0,4343000000.0,368944000000.0,3683000000.0,31736000000.0,31736000000.0,87000000.0,23962000000.0,23962000000.0,5567000000.0,5567000000.0,18395000000.0,409953000000.0,139048000000.0,45228000000.0,39838000000.0,8019000000.0,1846000000.0,21545000000.0,5284000000.0,16261000000.0,3163000000.0,2555000000.0,8585000000.0,868000000.0,7717000000.0,44117000000.0,125191000000.0,4922000000.0,2023-12-31
