free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-28650000.0,-350626000.0,383900000.0,-133775000.0,3966000.0,21123000.0,9794000.0,7687000.0,2107000.0,33446000.0,33446000.0,-320000.0,492000.0,33274000.0,,,,870174000.0,486274000.0,383900000.0,-136464000.0,-136464000.0,-2689000.0,-2689000.0,-133775000.0,0.0,-133775000.0,105125000.0,105125000.0,-13274000.0,-2937000.0,-48051000.0,10920000.0,-58971000.0,-58971000.0,28850000.0,8864000.0,999000.0,5004000.0,,778000.0,778000.0,42332000.0,42332000.0,49000.0,29000.0,69237000.0,2022-12-31
110882000.0,-319626000.0,215400000.0,-139398000.0,4692000.0,1651000.0,5034000.0,9794000.0,-4760000.0,-115642000.0,-115642000.0,-16104000.0,4688000.0,-104226000.0,,,,-104226000.0,-319626000.0,215400000.0,-139398000.0,-139398000.0,0.0,0.0,-139398000.0,,-139398000.0,250280000.0,250280000.0,131589000.0,35217000.0,-21557000.0,-68733000.0,47176000.0,47176000.0,111189000.0,6740000.0,1434000.0,6741000.0,-177000.0,-7211000.0,-7211000.0,46352000.0,46352000.0,28000.0,28000.0,71524000.0,2023-03-31
86588000.0,-240825000.0,168800000.0,-139777000.0,2763000.0,59141000.0,4171000.0,5034000.0,-863000.0,-70295000.0,-70295000.0,-998000.0,2728000.0,-72025000.0,,,,103175000.0,318575000.0,,-156933000.0,-156933000.0,-17156000.0,-17156000.0,-139777000.0,,-139777000.0,226365000.0,226365000.0,101876000.0,-34365000.0,113021000.0,75312000.0,37709000.0,37709000.0,17365000.0,5855000.0,353000.0,8306000.0,942000.0,-6269000.0,-6269000.0,49676000.0,49676000.0,29000.0,29000.0,71452000.0,2023-06-30
87788000.0,-170226000.0,134700000.0,-134542000.0,1416000.0,1313000.0,61628000.0,4171000.0,57457000.0,-30134000.0,-30134000.0,-260000.0,5652000.0,-35526000.0,-35000000.0,-169700000.0,134700000.0,-526000.0,-526000.0,,-134739000.0,-134739000.0,-197000.0,-197000.0,-134542000.0,0.0,-134542000.0,222330000.0,222330000.0,81103000.0,2907000.0,20824000.0,-3629000.0,24453000.0,24453000.0,67036000.0,-9664000.0,542000.0,5289000.0,93000.0,18433000.0,18433000.0,50919000.0,50919000.0,28000.0,28000.0,65923000.0,2023-09-30
-29282000.0,-526000.0,0.0,-133896000.0,724000.0,-1078000.0,34382000.0,61628000.0,-27246000.0,2036000.0,2036000.0,-489000.0,3051000.0,-526000.0,,,,-210726000.0,-729626000.0,,-133896000.0,-133896000.0,0.0,0.0,-133896000.0,0.0,-133896000.0,104614000.0,104614000.0,-13437000.0,-3161000.0,-7796000.0,4557000.0,-12353000.0,-12353000.0,-700000.0,-1780000.0,280000.0,6904000.0,67000.0,18769000.0,18769000.0,54922000.0,54922000.0,28000.0,28000.0,37081000.0,2023-12-31
