tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.225961,137053000.0,69237000.0,42332000.0,612168000.0,137053000.0,94721000.0,-5272000.0,5272000.0,69237000.0,69237000.0,953348000.0,94721000.0,107445000.0,105809000.0,0.64,0.65,69237000.0,69237000.0,69237000.0,69237000.0,69237000.0,20212000.0,89449000.0,-5272000.0,5272000.0,94721000.0,341180000.0,9752000.0,331428000.0,280029000.0,51399000.0,51399000.0,435901000.0,612168000.0,1048069000.0,1016684000.0,2022-12-31
0.0,0.211,141868000.0,71524000.0,46352000.0,652934000.0,141868000.0,95516000.0,-4862000.0,4862000.0,71524000.0,71524000.0,1026536000.0,95516000.0,107718000.0,105962000.0,0.66,0.67,71524000.0,71524000.0,71524000.0,71524000.0,71524000.0,19130000.0,90654000.0,-4862000.0,4862000.0,95516000.0,373602000.0,8020000.0,365582000.0,303671000.0,61911000.0,61911000.0,469118000.0,652934000.0,1122052000.0,1101867000.0,2023-03-31
0.0,0.224,144650000.0,71452000.0,49676000.0,656266000.0,144650000.0,94974000.0,-2898000.0,2898000.0,71452000.0,71452000.0,1040925000.0,94974000.0,107805000.0,106206000.0,0.66,0.67,71452000.0,71452000.0,71452000.0,71452000.0,71452000.0,20624000.0,92076000.0,-2898000.0,2898000.0,94974000.0,384659000.0,9974000.0,374685000.0,311406000.0,63279000.0,63279000.0,479633000.0,656266000.0,1135899000.0,1108077000.0,2023-06-30
0.0,0.211,135691000.0,65923000.0,50919000.0,640357000.0,135691000.0,84772000.0,-1246000.0,1246000.0,65923000.0,65923000.0,1023040000.0,84772000.0,108002000.0,106393000.0,0.61,0.62,65923000.0,65923000.0,65923000.0,65923000.0,65923000.0,17603000.0,83526000.0,-1246000.0,1246000.0,84772000.0,382683000.0,14232000.0,368451000.0,308581000.0,59870000.0,59870000.0,467455000.0,640357000.0,1107812000.0,1081258000.0,2023-09-30
0.0,0.180983,101088000.0,37081000.0,54922000.0,605979000.0,101088000.0,46166000.0,-891000.0,891000.0,37081000.0,37081000.0,1001955000.0,46166000.0,,,,,37081000.0,37081000.0,37081000.0,37081000.0,37081000.0,8194000.0,45275000.0,-891000.0,891000.0,46166000.0,395976000.0,12756000.0,383220000.0,315567000.0,67653000.0,67653000.0,442142000.0,605979000.0,1048121000.0,1018446000.0,2023-12-31
